,name,address,type,buil_time,floors,property_fee,rent,rent_more,area,location,address_for_coordinate,latitude,longitude
1093,海泰国际大厦,虹口-四川北路- 四川北路888号, 纯写字楼(甲级), 2007 1, 30, 26元/m²•月,null,,虹口,四川北路,虹口 四川北路 海泰国际大厦,31.2553386688,121.491744995
1094,兆丰大厦,长宁-中山公园- 长宁路398号, 纯写字楼(甲级), 1999 1, 28, 21元/m²•月,2.33元/m²•天,,长宁,中山公园,长宁 中山公园 兆丰大厦,31.2296257019,121.433105469
1095,五角丰达,杨浦-五角场- 政益路8号, 纯写字楼(甲级), 2012 6, 12, 12元/m²•月,3.75元/m²•天,18500元/m²,杨浦,五角场,杨浦 五角场 五角丰达,31.3090496063,121.525314331
1096,委内瑞拉馆,浦东-上南地区- 国展路480号, 纯写字楼(甲级), , 0, 8元/m²•月,,,浦东,上南地区,浦东 上南地区 委内瑞拉馆,31.182264328,121.503608704
1097,上海阿波罗大厦,静安-静安寺- 上海延安中路1440号, 纯写字楼(甲级), 1995 5, 6, 28元/m²•月,6.33元/m²•天,,静安,静安寺,静安 静安寺 上海阿波罗大厦,31.2280445099,121.453704834
1098,上海期货大厦,浦东-竹园商贸区- 浦电路500号, 纯写字楼(甲级), 1999 10, 37, 28元/m²•月,5.68元/m²•天,,浦东,竹园商贸区,浦东 竹园商贸区 上海期货大厦,30.8843860626,121.40864563
1099,创意大楼,卢湾-打浦桥- 泰康路200号, 纯写字楼(乙级), 2003 6, 5, 10元/m²•月,,,卢湾,打浦桥,卢湾 打浦桥 创意大楼,31.2139205933,121.476013184
1100,漕河泾国际商务中心,徐汇-漕河泾- 桂平路391号, 纯写字楼(甲级), 2010 1, 38, 25元/m²•月,4.56元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 漕河泾国际商务中心,31.1695652008,121.410713196
1101,爱建大厦,徐汇-徐家汇- 宛平南路590弄, 纯写字楼(甲级), 1996 02, 26, 1.8元/m²•月,,,徐汇,徐家汇,徐汇 徐家汇 爱建大厦,31.1949768066,121.454917908
1102,永盛商务楼1号楼,嘉定-嘉定城区- 双单路718弄, 纯写字楼(甲级), 2004 03, 4, 8元/m²•月,2.03元/m²•天,,嘉定,嘉定城区,嘉定 嘉定城区 永盛商务楼1号楼,31.3894863129,121.259674072
1104,旭辉华庭,嘉定-嘉定城区- 白银路938号(白银路胜辛路口), 纯写字楼(甲级), 2013 12, 10, ,null,,嘉定,嘉定城区,嘉定 嘉定城区 旭辉华庭,31.3532428741,121.251998901
1105,上海望族城大厦,徐汇-万体馆- 漕溪路251弄, 纯写字楼(乙级), 1997 8, 28, 5元/m²•月,3.04元/m²•天,,徐汇,万体馆,徐汇 万体馆 上海望族城大厦,31.1768569946,121.442016602
1106,华旭国际大厦,黄浦-人民广场- 西藏中路336号, 纯写字楼(甲级), 2008 2, 20, 28元/m²•月,8.11元/m²•天,,黄浦,人民广场,黄浦 人民广场 华旭国际大厦,31.2396430969,121.482444763
1107,梅夏工业园,闵行-莘庄- 罗阳路168号, 纯写字楼(乙级), , 8, ,,,闵行,莘庄,闵行 莘庄 梅夏工业园,31.1119861603,121.38520813
1108,开天大厦,松江-松江- 广富林路93号, 纯写字楼(甲级), 2017 2, 28, 6元/m²•月,1.72元/m²•天,,松江,松江,松江 松江 开天大厦,31.0212440491,121.226791382
1109,我格广场,普陀-曹杨- 武宁路99号, 纯写字楼(甲级), 2008 8, 27, 32元/m²•月,4.56元/m²•天,,普陀,曹杨,普陀 曹杨 我格广场,31.2437229156,121.430099487
1110,设计工厂创意园,徐汇-漕河泾- 虹漕南路9号, 纯写字楼(甲级), , , ,,,徐汇,漕河泾,徐汇 漕河泾 设计工厂创意园,31.1600284576,121.454490662
1111,马陆商务楼9号楼、7号楼,嘉定-南翔- 马陆镇嘉戬支路88号, 纯写字楼(甲级), 2004 03, 2, 8元/m²•月,1.42元/m²•天,,嘉定,南翔,嘉定 南翔 马陆商务楼9号楼、7号楼,31.2988624573,121.320030212
1112,星展银行大厦,浦东-陆家嘴- 陆家嘴环路1318号, 纯写字楼(甲级), 2009 12, 18, 34元/m²•月,10.14元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 星展银行大厦,31.2478637695,121.509864807
1113,1876老站创意园,虹口-曲阳- 汶水东路351号, 纯写字楼(甲级), , 0, 12元/m²•月,3.35元/m²•天,,虹口,曲阳,虹口 曲阳 1876老站创意园,31.2969799042,121.48916626
1114,鲁能国际大厦,浦东-世博- 国耀路209号, 纯写字楼(甲级), 2016 11, 40, 35元/m²•月,6.59元/m²•天,,浦东,世博,浦东 世博 鲁能国际大厦,31.250202179,121.499000549
1115,中复大楼,黄浦-外滩- 复兴东路248号, 纯写字楼(乙级), 2005 6, 18, 3.5元/m²•月,,,黄浦,外滩,黄浦 外滩 中复大楼,31.2261714935,121.506263733
1116,嘉里不夜城二期,闸北-火车站- 梅园路28号, 综合写字楼(乙级), 2008 8, 26, 22元/m²•月,3.24元/m²•天,,闸北,火车站,闸北 火车站 嘉里不夜城二期,31.2513542175,121.463195801
1117,创企天地产业园,"浦东-张江高科- 张东路,近祖冲之路", 纯写字楼(甲级), 2016 9, 9, 15元/m²•月,3.85元/m²•天,,浦东,张江高科,浦东 张江高科 创企天地产业园,31.2146434784,121.641319275
1118,虹钦园,徐汇-漕河泾- 钦州北路1089号, 纯写字楼(乙级), 1999 3, 8, 3元/m²•月,3.19元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 虹钦园,31.1842365265,121.413146973
1119,松江绿地伯顿商务广场,松江-松江- 荣乐东路2369弄1号809室, 纯写字楼(甲级), , 1, ,,,松江,松江,松江 松江 松江绿地伯顿商务广场,31.0212440491,121.226791382
1120,好莱坞,普陀-长寿路- 中山北路588号, 纯写字楼(丙级), 2002 6, 8, 8元/m²•月,,,普陀,长寿路,普陀 长寿路 好莱坞,31.2445678711,121.441818237
1121,金陵国际大厦,虹口-临平/和平公园- 欧阳路69号, 纯写字楼(乙级), 2006 10, 25, 12元/m²•月,null,,虹口,临平/和平公园,虹口 临平/和平公园 金陵国际大厦,31.2715892792,121.496002197
1122,裕兴大厦,卢湾-打浦桥- 瑞金南路345号, 纯写字楼(乙级), , 30, 11.8元/m²•月,null,,卢湾,打浦桥,卢湾 打浦桥 裕兴大厦,31.2033443451,121.47605896
1123,中丝亚太商厦,黄浦-南京东路- 南京东路592号, 纯写字楼(甲级), , 12, 29元/m²•月,3.11元/m²•天,,黄浦,南京东路,黄浦 南京东路 中丝亚太商厦,31.2416172028,121.48563385
1124,融泽大厦,长宁-中山公园- 上海长宁区定西路1100号, 纯写字楼(丙级), 2000 12, 11, 10元/m²•月,,,长宁,中山公园,长宁 中山公园 融泽大厦,31.2181949615,121.429870605
1125,嘉发大厦,静安-南京西路- 北京西路605弄57号, 综合写字楼(甲级), 1998 9, 33, 3.5元/m²•月,3.04元/m²•天,,静安,南京西路,静安 南京西路 嘉发大厦,31.2392234802,121.470451355
1126,大沽映像创意园,黄浦-人民广场- 大沽路288号, 纯写字楼(甲级), , 0, 20元/m²•月,6.59元/m²•天,,黄浦,人民广场,黄浦 人民广场 大沽映像创意园,31.2360095978,121.478942871
1127,玉城宝都大厦,普陀-长寿路- 陕西北路1283弄, 综合写字楼(乙级), 1999 5, 32, 2.6元/m²•月,3.35元/m²•天,18862元/m²,普陀,长寿路,普陀 长寿路 玉城宝都大厦,31.2477321625,121.44960022
1128,中华园金街,宝山-共康- 扶远路与美丹路交叉口, 纯写字楼(甲级), , , ,,,宝山,共康,宝山 共康 中华园金街,31.3275146484,121.444961548
1129,南翔通用国际,嘉定-南翔- 德园南路与金通路交界附近, 纯写字楼(甲级), , , ,,,嘉定,南翔,嘉定 南翔 南翔通用国际,31.2890357971,121.323791504
1130,凯阳大厦,长宁-中山公园- 定西路788号, 纯写字楼(丙级), 2000 2, 12, 6元/m²•月,2.84元/m²•天,,长宁,中山公园,长宁 中山公园 凯阳大厦,31.2278347015,121.426574707
1131,华业大厦,徐汇-徐家汇- 上海医学院路69号, 纯写字楼(甲级), 1996 12, 19, 4元/m²•月,null,,徐汇,徐家汇,徐汇 徐家汇 华业大厦,31.2058391571,121.462043762
1132,和平大厦,黄浦-外滩- 南京东路34号(上海外滩20号), 酒店写字楼(甲级), 1906 7, 12, 30元/m²•月,,,黄浦,外滩,黄浦 外滩 和平大厦,31.2445907593,121.495353699
1133,幸福码头时尚创意园,黄浦-外滩- 中山南路1029号, 纯写字楼(乙级), 2009 7, 3, 15元/m²•月,4.26元/m²•天,,黄浦,外滩,黄浦 外滩 幸福码头时尚创意园,31.216545105,121.51146698
1134,嘉鑫国际酒店式公寓,嘉定-安亭- 宝安公路4229号, 纯写字楼(甲级), 2011 01, 6, ,null,,嘉定,安亭,嘉定 安亭 嘉鑫国际酒店式公寓,31.3172397614,121.240188599
1135,新长征商务大厦,普陀-长风商务区- 真北路1263号, 纯写字楼(甲级), 2004 9, 18, 15元/m²•月,,,普陀,长风商务区,普陀 长风商务区 新长征商务大厦,31.2468605042,121.390914917
1136,漕河泾都市工业园区,徐汇-漕河泾- 漕宝路440号, 纯写字楼(甲级), , 0, 3元/m²•月,,,徐汇,漕河泾,徐汇 漕河泾 漕河泾都市工业园区,31.1694641113,121.416900635
1137,国旅大厦,静安-南京西路- 北京西路1277号, 纯写字楼(乙级), 1996 1, 20, 55元/m²•月,,,静安,南京西路,静安 南京西路 国旅大厦,31.2349338531,121.457542419
1138,豪威科技园,浦东-张江高科- 上科路88号, 纯写字楼(甲级), , 0, 10元/m²•月,3.55元/m²•天,,浦东,张江高科,浦东 张江高科 豪威科技园,30.8843860626,121.40864563
1139,星月国际商务广场,宝山-吴淞- 淞宝路155号, 纯写字楼(甲级), 2011 12, 25, 3.8元/m²•月,null,,宝山,吴淞,宝山 吴淞 星月国际商务广场,31.3862724304,121.507728577
1140,城市新汇,宝山-共康- 共和新路4666弄, 纯写字楼(甲级), 2010 10, 12, 13.8元/m²•月,3.28元/m²•天,,宝山,共康,宝山 共康 城市新汇,31.3238430023,121.453117371
1141,红星世贸大厦,普陀-长风商务区- 怒江北路598号, 纯写字楼(甲级), 2009 8, 29, 12元/m²•月,3.08元/m²•天,,普陀,长风商务区,普陀 长风商务区 红星世贸大厦,31.2447509766,121.391983032
1142,国信创意园,卢湾-复兴公园- 思南路107号, 纯写字楼(乙级), , 1, 25元/m²•月,,,卢湾,复兴公园,卢湾 复兴公园 国信创意园,31.2155456543,121.477355957
1143,福克斯连锁商务大厦,闵行-莘庄- 都庄路4230号, 纯写字楼(甲级), 2003 1, 5, 8元/m²•月,1.93元/m²•天,,闵行,莘庄,闵行 莘庄 福克斯连锁商务大厦,31.0889396667,121.429351807
1144,张江•礼德铂金中心,浦东-张江高科- 张东路1158号, 纯写字楼(甲级), 2012 3, 11, 15元/m²•月,,,浦东,张江高科,浦东 张江高科 张江•礼德铂金中心,31.2108249664,121.591850281
1145,上海版权中心,虹口-北外滩- 杨树浦路2310号, 纯写字楼(乙级), 2004 7, 9, 15元/m²•月,,,虹口,北外滩,虹口 北外滩 上海版权中心,31.252866745,121.50201416
1146,慧晶国际,浦东-上南地区- 周市路口, 纯写字楼(乙级), , 17, ,,,浦东,上南地区,浦东 上南地区 慧晶国际,31.182264328,121.503608704
1147,联通新时空国际广场,长宁-中山公园- 汇川路99号, 纯写字楼(甲级), 2004 6, 30, 25元/m²•月,,,长宁,中山公园,长宁 中山公园 联通新时空国际广场,31.2278347015,121.426574707
1148,凯润商务楼,虹口-四川北路- 四川北路1611号, 纯写字楼(甲级), , 0, 15元/m²•月,2.84元/m²•天,20000元/m²,虹口,四川北路,虹口 四川北路 凯润商务楼,31.2632160187,121.489196777
1149,歆翱国际商务园,"嘉定-嘉定城区- 爱特路,近嘉闵高架路", 纯写字楼(甲级), 2008 1, 12, 8元/m²•月,1.52元/m²•天,,嘉定,嘉定城区,嘉定 嘉定城区 歆翱国际商务园,31.2383499146,121.30821991
1150,荣科大厦,卢湾-打浦桥- 打浦路443号, 纯写字楼(甲级), 2008 1, 22, 15元/m²•月,null,,卢湾,打浦桥,卢湾 打浦桥 荣科大厦,31.2034301758,121.479766846
1151,IF如果文化创意产业园,闵行-莘庄- 春东路508号, 纯写字楼(甲级), , , ,2.84元/m²•天,,闵行,莘庄,闵行 莘庄 IF如果文化创意产业园,31.252243042,121.446861267
1152,尚秀商务楼,徐汇-衡山路/肇嘉浜- 肇嘉浜路825号, 纯写字楼(乙级), 2000 12, 8, 10元/m²•月,3.14元/m²•天,,徐汇,衡山路/肇嘉浜,徐汇 衡山路/肇嘉浜 尚秀商务楼,31.2040061951,121.453598022
1153,恒润大厦,青浦-青浦- 明珠路838号, 纯写字楼(甲级), , 12, 16.5元/m²•月,2.84元/m²•天,,青浦,青浦,青浦 青浦 恒润大厦,31.1886920929,121.271324158
1154,财富时代大厦,普陀-长寿路- 长寿路137号, 纯写字楼(甲级), 2005 2, 25, 30元/m²•月,4.56元/m²•天,30000元/m²,普陀,长寿路,普陀 长寿路 财富时代大厦,31.2494087219,121.44884491
1155,创富城东,杨浦-控江- 控江路2075号, 纯写字楼(甲级), , 24, 5元/m²•月,,,杨浦,控江,杨浦 控江 创富城东,31.3045101166,121.535713196
1156,圣骊创意园,闸北-闸北公园- 中山北路470号(临近西藏北路), (甲级), 2004 9, 26, 9元/m²•月,3.04元/m²•天,,闸北,闸北公园,闸北 闸北公园 圣骊创意园,31.2689838409,121.474014282
1157,汉桥文化科技园,松江-九亭- 姚北路1471号, 纯写字楼(乙级), 2006 5, 9, 7.5元/m²•月,2.03元/m²•天,,松江,九亭,松江 九亭 汉桥文化科技园,31.1349163055,121.334281921
1158,衡辰商务楼,卢湾-打浦桥- 打浦路398弄4号, 纯写字楼(乙级), 2004 1, 5, 10元/m²•月,,,卢湾,打浦桥,卢湾 打浦桥 衡辰商务楼,31.203584671,121.478820801
1159,财大科技园,杨浦-五角场- 上海市杨浦区邯郸路135号, 纯写字楼(乙级), 2007 2, 5, 6元/m²•月,,,杨浦,五角场,杨浦 五角场 财大科技园,31.3033981323,121.499458313
1160,众联别墅,徐汇-衡山路/肇嘉浜- 淮海东路1720弄, 纯写字楼(甲级), , , ,,,徐汇,衡山路/肇嘉浜,徐汇 衡山路/肇嘉浜 众联别墅,31.2129917145,121.44745636
1161,上海光大会展中心,徐汇-漕河泾- 漕宝路70号, 纯写字楼(乙级), 2000 12, 30, 8.5元/m²•月,3.04元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 上海光大会展中心,31.1730976105,121.434593201
1162,大华虎城第三空间,宝山-大华- 真华路928号, 纯写字楼(甲级), 2013 1, 14, 4.5元/m²•月,3.06元/m²•天,28000元/m²,宝山,大华,宝山 大华 大华虎城第三空间,31.2832126617,121.429122925
1164,旭辉U天地,嘉定-南翔- 嘉定区宝翔路近棉翔路, 纯写字楼(甲级), 2015 03, 18, ,null,,嘉定,南翔,嘉定 南翔 旭辉U天地,31.308134079,121.331985474
1165,富荟商业广场（写字楼）,浦东-世纪公园- 浦建路与樱花路交汇处, 纯写字楼(甲级), 2015 12, 10, 30元/m²•月,7.15元/m²•天,,浦东,世纪公园,浦东 世纪公园 富荟商业广场（写字楼）,31.2227668762,121.559333801
1166,嘉荣商务广场,浦东-川沙- 上海市浦东新区祝桥镇祝潘公路699号, 纯写字楼(甲级), , , ,,,浦东,川沙,浦东 川沙 嘉荣商务广场,31.1341495514,121.779922485
1167,茂名大厦,卢湾-淮海路/新天地- 永嘉路35号, 纯写字楼(乙级), 1999 1, 20, 6.8元/m²•月,null,,卢湾,淮海路/新天地,卢湾 淮海路/新天地 茂名大厦,31.2168197632,121.469825745
1168,海华商厦,卢湾-打浦桥- 打浦路8号, 商业综合体楼(丙级), 1994 5, 3, 5.83元/m²•月,,,卢湾,打浦桥,卢湾 打浦桥 海华商厦,31.2109031677,121.47504425
1169,嘉定宝龙城市广场,嘉定-嘉定城区- 宝塔路与德富路交汇处, 纯写字楼(甲级), , , ,,,嘉定,嘉定城区,嘉定 嘉定城区 嘉定宝龙城市广场,31.3941040039,121.364830017
1170,中国通信贸易大厦,浦东-竹园商贸区- 松林路357号, 纯写字楼(乙级), 1997 8, 34, 25元/m²•月,,,浦东,竹园商贸区,浦东 竹园商贸区 中国通信贸易大厦,31.2324199677,121.541900635
1171,不夜城金融大厦,闸北-火车站- 天目西路500号, 纯写字楼(甲级), , 6, ,,,闸北,火车站,闸北 火车站 不夜城金融大厦,31.2514133453,121.457519531
1172,华兴商厦,虹口-凉城路/虹口足球场- 东体育会路100弄1号, 综合写字楼(甲级), 2004 9, 21, 5元/m²•月,,,虹口,凉城路/虹口足球场,虹口 凉城路/虹口足球场 华兴商厦,31.2803592682,121.488372803
1173,界龙总部园,浦东-世纪公园- 南洋泾路578号, 纯写字楼(甲级), , 0, 21元/m²•月,5.07元/m²•天,,浦东,世纪公园,浦东 世纪公园 界龙总部园,31.238073349,121.561859131
1174,歆翱商务大厦,嘉定-江桥- 江桥镇华江路750号, 纯写字楼(甲级), , 0, 10元/m²•月,2.53元/m²•天,,嘉定,江桥,嘉定 江桥 歆翱商务大厦,31.2508392334,121.336273193
1175,数娱大厦,徐汇-徐家汇- 番禺路1028号, 纯写字楼(甲级), 2005 7, 12, 28元/m²•月,3.94元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 数娱大厦,31.2002086639,121.443481445
1176,南郊商务广场,近郊-奉贤- 南桥镇展园路300弄, 纯写字楼(乙级), , 12, 6元/m²•月,,,近郊,奉贤,近郊 奉贤 南郊商务广场,30.9151210785,121.560638428
1177,恒隆广场,静安-静安寺- 南京西路1267号, 纯写字楼(甲级), 2001 10, 66, 38元/m²•月,10.14元/m²•天,,静安,静安寺,静安 静安寺 恒隆广场,31.2341842651,121.460075378
1178,凯迪金融大厦,杨浦-五角场- 翔殷路1088号, 纯写字楼(甲级), 2011 10, 21, 24元/m²•月,3.95元/m²•天,,杨浦,五角场,杨浦 五角场 凯迪金融大厦,31.3074169159,121.525238037
1179,嘉源商务中心,徐汇-漕河泾- 龙吴路51号, 纯写字楼(乙级), 1996 12, 6, 12元/m²•月,,,徐汇,漕河泾,徐汇 漕河泾 嘉源商务中心,31.1779136658,121.451087952
1180,8号桥二期,卢湾-打浦桥- 局门路436号(靠近斜土路), 纯写字楼(乙级), 2007 9, 5, 30元/m²•月,5.78元/m²•天,,卢湾,打浦桥,卢湾 打浦桥 8号桥二期,31.2089538574,121.488525391
1181,莘乔商务楼,闵行-莘庄- 莘沥路, 纯写字楼(乙级), , 3, 5元/m²•月,2.03元/m²•天,,闵行,莘庄,闵行 莘庄 莘乔商务楼,31.1138858795,121.3699646
1182,科投大厦,徐汇-徐家汇- 建国西路285号, 纯写字楼(甲级), 2002 8, 23, 4.8元/m²•月,3.55元/m²•天,23000元/m²,徐汇,徐家汇,徐汇 徐家汇 科投大厦,31.2113418579,121.465385437
