,Unnamed: 0,name,address,type,buil_time,floors,property_fee,rent,rent_more,area,location,address_for_coordinate,latitude,longitude
222,222,长城大厦,普陀-曹杨- 中山北路3000号, 商业综合体楼(甲级), 2009 6, 44, 25元/m²•月,5.78元/m²•天,30000元/m²,普陀,曹杨,普陀 曹杨 长城大厦,31.2443523407,121.422157288
223,223,X2创意空间,徐汇-徐家汇- 茶陵北路20号, 纯写字楼(甲级), 2006 4, 7, 15元/m²•月,4.06元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 X2创意空间,31.2049598694,121.471153259
229,229,国盛中心,普陀-长风商务区- 中江路388弄, 纯写字楼(甲级), 2009 12, 35, 11.5元/m²•月,3.85元/m²•天,25000元/m²,普陀,长风商务区,普陀 长风商务区 国盛中心,31.2314872742,121.400146484
235,235,平高国际广场,普陀-长寿路- 安远路128号, 纯写字楼(甲级), 2011 , 24, 25元/m²•月,5.07元/m²•天,,普陀,长寿路,普陀 长寿路 平高国际广场,31.2482795715,121.45274353
236,236,惠扬大厦,浦东-世纪公园- 浦东大道1139弄, 综合写字楼(甲级), 2005 12, 25, 4.5元/m²•月,4.36元/m²•天,,浦东,世纪公园,浦东 世纪公园 惠扬大厦,31.2227668762,121.559333801
245,245,安利大楼,黄浦-南京东路- 四川中路320号, 纯写字楼(乙级), 1983 8, 7, 3.5元/m²•月,7.24元/m²•天,,黄浦,南京东路,黄浦 南京东路 安利大楼,31.2433567047,121.494895935
247,247,曙光大厦,卢湾-淮海路/新天地- 普安路187号, 纯写字楼(乙级), 2000 1, 26, 10.1元/m²•月,4.31元/m²•天,,卢湾,淮海路/新天地,卢湾 淮海路/新天地 曙光大厦,31.228427887,121.485420227
248,248,白金湾广场,虹口-北外滩- 东大名路948、952号, 纯写字楼(甲级), 2011 02, 20, 28元/m²•月,0.03元/m²•天,40000元/m²,虹口,北外滩,虹口 北外滩 白金湾广场,31.2564487457,121.512771606
249,249,新利商务中心,长宁-中山公园- 愚园路907号(靠近安西路), 纯写字楼(甲级), 1990 2, 5, 25元/m²•月,2.23元/m²•天,,长宁,中山公园,长宁 中山公园 新利商务中心,31.2254428864,121.438705444
250,250,申华金融大厦,黄浦-南京东路- 宁波路1号, 纯写字楼(甲级), 1999 9, 28, 36.5元/m²•月,6.08元/m²•天,,黄浦,南京东路,黄浦 南京东路 申华金融大厦,31.2452068329,121.493164062
252,252,彩生活时代广场,闵行-莘庄- 莘福路288号, 纯写字楼(甲级), 2017 04, 5, 15元/m²•月,2.84元/m²•天,,闵行,莘庄,闵行 莘庄 彩生活时代广场,31.1679649353,121.513809204
253,253,中土大厦,闸北-火车站- 共和新路666号, 纯写字楼(甲级), 1997 12, 27, 15元/m²•月,3.38元/m²•天,,闸北,火车站,闸北 火车站 中土大厦,31.2607536316,121.469688416
254,254,机场城市航站楼,静安-静安寺- 南京西路1598号, 纯写字楼(乙级), , 11, 30元/m²•月,5.07元/m²•天,,静安,静安寺,静安 静安寺 机场城市航站楼,31.2303695679,121.454017639
256,256,中西大厦,长宁-中山公园- 江苏路121号, 纯写字楼(甲级), 2013 3, 20, 15元/m²•月,4.56元/m²•天,,长宁,中山公园,长宁 中山公园 中西大厦,31.2295284271,121.435974121
259,259,上海湾鄂尔多斯大厦,浦东-八佰伴- 浦东南路1118号, 纯写字楼(甲级), 2007 8, 22, 28元/m²•月,6.08元/m²•天,35000元/m²,浦东,八佰伴,浦东 八佰伴 上海湾鄂尔多斯大厦,31.2335128784,121.522453308
261,261,曹杨尚城国际,普陀-曹杨- 曹杨路505号, 纯写字楼(甲级), 2008 10, 15, 8元/m²•月,3.48元/m²•天,29169元/m²,普陀,曹杨,普陀 曹杨 曹杨尚城国际,31.2430114746,121.425415039
262,262,文洋大厦,长宁-虹桥临空经济园区- 协和路1033号, 纯写字楼(甲级), 2011 6, 10, 20元/m²•月,4.06元/m²•天,,长宁,虹桥临空经济园区,长宁 虹桥临空经济园区 文洋大厦,31.2287273407,121.360267639
267,267,新概念大厦,徐汇-徐家汇- 吴中路39号, 纯写字楼(甲级), 2005 6, 20, 23元/m²•月,3.38元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 新概念大厦,31.1941661835,121.425941467
269,269,协通大厦,嘉定-江桥- 曹安公路3918号, 纯写字楼(甲级), 2013 11, 16, 6元/m²•月,1.72元/m²•天,,嘉定,江桥,嘉定 江桥 协通大厦,31.2774467468,121.281173706
270,270,万科七宝国际,闵行-七宝- 沪松公路和中春路交汇处, 纯写字楼(甲级), 2016 12, 9, 16.8元/m²•月,3.55元/m²•天,,闵行,七宝,闵行 七宝 万科七宝国际,31.1576004028,121.342773438
271,271,北外滩白玉兰广场,虹口-北外滩- 东大名路555号, 纯写字楼(甲级), 2016 12, 69, 42元/m²•月,8.11元/m²•天,,虹口,北外滩,虹口 北外滩 北外滩白玉兰广场,31.252866745,121.50201416
273,273,航天大厦(南楼),徐汇-万体馆- 漕溪路222号, 纯写字楼(乙级), 2000 2, 24, 30元/m²•月,3.04元/m²•天,,徐汇,万体馆,徐汇 万体馆 航天大厦(南楼),31.1773338318,121.440666199
274,274,E仓创意园区（二期）,普陀-长寿路- 叶家宅路116号, 纯写字楼(乙级), 2010 6, 3, 3元/m²•月,3.85元/m²•天,,普陀,长寿路,普陀 长寿路 E仓创意园区（二期）,31.2537517548,121.45539093
277,277,谷泰滨江大厦,黄浦-外滩- 中山南路969号, 纯写字楼(乙级), 2003 1, 26, 18元/m²•月,3.04元/m²•天,24000元/m²,黄浦,外滩,黄浦 外滩 谷泰滨江大厦,31.217458725,121.512519836
278,278,友力国际大厦,普陀-长寿路- 江宁路1158号, 纯写字楼(甲级), 2008 6, 24, 30元/m²•月,5.37元/m²•天,,普陀,长寿路,普陀 长寿路 友力国际大厦,31.2501869202,121.450805664
279,279,大宁音乐广场,闸北-彭浦- 万荣路777号, 纯写字楼(甲级), , , ,4.56元/m²•天,,闸北,彭浦,闸北 彭浦 大宁音乐广场,31.2860355377,121.45085907
282,282,建国商务中心,徐汇-徐家汇- 建国西路691号, 纯写字楼(乙级), , , 12元/m²•月,8.78元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 建国商务中心,31.2002086639,121.443481445
284,284,景源时尚产业园,普陀-长寿路- 长寿路652号, 纯写字楼(乙级), , 3, 10元/m²•月,3.65元/m²•天,,普陀,长寿路,普陀 长寿路 景源时尚产业园,31.2455196381,121.438064575
285,285,张江润和国际总部园,浦东-张江高科- 张衡路1000弄, 纯写字楼(甲级), 2006 6, 6, 4.9元/m²•月,4.06元/m²•天,,浦东,张江高科,浦东 张江高科 张江润和国际总部园,31.1945896149,121.613021851
287,287,中环商务大厦,普陀-长寿路- 长寿路468弄, 纯写字楼(甲级), 2001 8, 22, 10元/m²•月,3.55元/m²•天,20000元/m²,普陀,长寿路,普陀 长寿路 中环商务大厦,31.2465267181,121.443443298
289,289,世纪汇广场,浦东-陆家嘴- 浦东新区潍坊路179号, 纯写字楼(甲级), , 0, 35元/m²•月,10.97元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 世纪汇广场,31.233751297,121.533622742
290,290,歆翱智慧谷,闵行-颛桥- 都庄路2350号, 纯写字楼(乙级), 2017 5, 6, 5元/m²•月,1.83元/m²•天,,闵行,颛桥,闵行 颛桥 歆翱智慧谷,31.1625518799,121.448188782
291,291,巨丰国际商务广场,闸北-彭浦- 灵石路697号, 酒店写字楼(甲级), 2006 1, 6, 12元/m²•月,3.55元/m²•天,,闸北,彭浦,闸北 彭浦 巨丰国际商务广场,31.2895450592,121.45199585
292,292,盛大天地青春里2.0,浦东-张江高科- 浦东新区华夏中路958弄60号, 纯写字楼(甲级), 2016 03, 21, 5.5元/m²•月,3.85元/m²•天,,浦东,张江高科,浦东 张江高科 盛大天地青春里2.0,31.1776161194,121.611808777
295,295,华庆办公楼,静安-江宁路- 武定路595号, 纯写字楼(乙级), , 4, ,3.65元/m²•天,,静安,江宁路,静安 江宁路 华庆办公楼,31.2391014099,121.455856323
296,296,中联大厦,普陀-曹杨- 曹杨路540号, 纯写字楼(乙级), 1998 12, 30, 8.3元/m²•月,2.64元/m²•天,,普陀,曹杨,普陀 曹杨 中联大厦,31.2443466187,121.424552917
300,300,衡谷1976园区,浦东-张江高科- 高科中路1976号, 纯写字楼(甲级), 2017 8, 5, 15元/m²•月,3.55元/m²•天,,浦东,张江高科,浦东 张江高科 衡谷1976园区,30.8843860626,121.40864563
302,302,会德丰国际广场,静安-南京西路- 南京西路1717号, 纯写字楼(甲级), 2010 9, 54, 40元/m²•月,10.35元/m²•天,,静安,南京西路,静安 南京西路 会德丰国际广场,31.227935791,121.450927734
303,303,虹桥晶座,闵行-龙柏- 虹井路280弄2号, 纯写字楼(甲级), 2010 12, 9, 15元/m²•月,4.06元/m²•天,,闵行,龙柏,闵行 龙柏 虹桥晶座,31.1829338074,121.379081726
304,304,中达广场,浦东-竹园商贸区- 东方路989号, 纯写字楼(甲级), 1997 10, 28, 25元/m²•月,5.07元/m²•天,20000元/m²,浦东,竹园商贸区,浦东 竹园商贸区 中达广场,31.2273082733,121.536117554
305,305,龙湖郦城MOCO国际,嘉定-嘉定城区- 双单路1509号, 纯写字楼(甲级), 2011 12, 29, 4元/m²•月,2.53元/m²•天,,嘉定,嘉定城区,嘉定 嘉定城区 龙湖郦城MOCO国际,31.3894863129,121.259674072
306,306,万得中心,浦东-北蔡/塘桥- 浦明路1500号, 纯写字楼(甲级), 2016 10, 18, ,7.1元/m²•天,,浦东,北蔡/塘桥,浦东 北蔡/塘桥 万得中心,30.8843860626,121.40864563
307,307,百丽国际广场,徐汇-徐家汇- 柳州路928号, 纯写字楼(甲级), 2011 11, 22, 28元/m²•月,5.27元/m²•天,,徐汇,徐家汇,徐汇 徐家汇 百丽国际广场,31.192073822,121.4272995
308,308,阿里中心,"闵行-华漕- 申长路,近润虹路", 纯写字楼(甲级), 2017 10, 15, 32元/m²•月,4.56元/m²•天,,闵行,华漕,闵行 华漕 阿里中心,31.2284297943,121.335517883
310,310,医谷・现代商务园,浦东-周浦- 周祝公路337号, 纯写字楼(甲级), 2010 5, 5, 3.5元/m²•月,2.23元/m²•天,,浦东,周浦,浦东 周浦 医谷・现代商务园,31.1106567383,121.620315552
312,312,浦发财富广场,普陀-中山北路- 中山北路1759号, 纯写字楼(甲级), 2007 9, 25, 8.4元/m²•月,3.04元/m²•天,18000元/m²,普陀,中山北路,普陀 中山北路 浦发财富广场,31.2620449066,121.446891785
314,314,三九大厦,虹口-凉城路/虹口足球场- 汶水东路181弄, 纯写字楼(甲级), 1997 6, 21, 18元/m²•月,5.61元/m²•天,,虹口,凉城路/虹口足球场,虹口 凉城路/虹口足球场 三九大厦,31.2772426605,121.48714447
315,315,外滩金融中心,黄浦-外滩- 中山东二路600号, 纯写字楼(甲级), , 0, 30元/m²•月,9.13元/m²•天,,黄浦,外滩,黄浦 外滩 外滩金融中心,31.2327022552,121.504455566
316,316,宏慧视界BOX,闸北-彭浦- 平型关路1700号, 纯写字楼(甲级), 2016 12, 6, 12.5元/m²•月,3.85元/m²•天,,闸北,彭浦,闸北 彭浦 宏慧视界BOX,31.3169937134,121.458511353
318,318,之俊大厦主楼,徐汇-徐家汇- 斜土路1223号, 纯写字楼(甲级), 2005 6, 28, 14元/m²•月,3.4元/m²•天,22000元/m²,徐汇,徐家汇,徐汇 徐家汇 之俊大厦主楼,31.2057628632,121.470611572
320,320,健康智谷,闸北-大宁绿地- 闸北区灵石路697号, 纯写字楼(甲级), , 0, 22元/m²•月,3.04元/m²•天,,闸北,大宁绿地,闸北 大宁绿地 健康智谷,31.2914905548,121.454826355
321,321,天科国际大厦,杨浦-平凉/杨浦外滩- 平凉路1090号, 纯写字楼(乙级), 2009 3, 17, 15元/m²•月,1.94元/m²•天,25000元/m²,杨浦,平凉/杨浦外滩,杨浦 平凉/杨浦外滩 天科国际大厦,31.2663650513,121.539131165
322,322,顶禾商务广场,闵行-龙柏- 吴中路1666号, 纯写字楼(甲级), , , ,5.07元/m²•天,,闵行,龙柏,闵行 龙柏 顶禾商务广场,31.2717914581,121.434669495
325,325,中房华东大厦,闸北-火车站- 长安路1138号, 纯写字楼(乙级), 2004 6, 26, 5元/m²•月,2.84元/m²•天,20625元/m²,闸北,火车站,闸北 火车站 中房华东大厦,31.2533626556,121.458213806
326,326,虹桥丽宝广场,闵行-华漕- 申滨南路168号, 纯写字楼(甲级), 2016 10, 8, 30元/m²•月,6.59元/m²•天,,闵行,华漕,闵行 华漕 虹桥丽宝广场,31.2016239166,121.316810608
327,327,禹洲金桥国际二期,浦东-金桥开发区- 金豫路100号, 综合写字楼(乙级), 2009 1, 18, 6.8元/m²•月,1.75元/m²•天,,浦东,金桥开发区,浦东 金桥开发区 禹洲金桥国际二期,31.2618560791,121.620491028
328,328,创新大楼,徐汇-漕河泾- 宜山路905号, 纯写字楼(乙级), 2000 1, 21, 7.5元/m²•月,3.55元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 创新大楼,31.1765193939,121.407600403
329,329,虹口图书馆写字楼,虹口-凉城路/虹口足球场- 水电路1402号、1422号, 纯写字楼(甲级), , 18, ,3.02元/m²•天,16000元/m²,虹口,凉城路/虹口足球场,虹口 凉城路/虹口足球场 虹口图书馆写字楼,31.2772426605,121.48714447
332,332,金大地商务楼,虹口-四川北路- 四平路773号, 纯写字楼(乙级), 2006 11, 7, 9.8元/m²•月,3.24元/m²•天,19800元/m²,虹口,四川北路,虹口 四川北路 金大地商务楼,31.2782039642,121.50440979
334,334,悦达889中心,静安-曹家渡- 长寿路1111号, 纯写字楼(甲级), 2009 4, 32, 30元/m²•月,6.94元/m²•天,,静安,曹家渡,静安 曹家渡 悦达889中心,31.2359695435,121.434684753
336,336,鲁能大厦,浦东-外高桥- 泰谷路18号, 纯写字楼(甲级), 2008 06, 15, 5元/m²•月,1.52元/m²•天,,浦东,外高桥,浦东 外高桥 鲁能大厦,31.33867836,121.603996277
337,337,长春商务楼,徐汇-漕河泾- 钦州北路953号, 纯写字楼(乙级), 2011 5, 12, 6元/m²•月,2.84元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 长春商务楼,31.1901817322,121.429885864
338,338,绿地峰尚汇,闵行-浦江- 浦江镇浦星公路1919弄, 纯写字楼(甲级), 2015 09, 8, 5元/m²•月,1.48元/m²•天,,闵行,浦江,闵行 浦江 绿地峰尚汇,31.0858650208,121.517242432
340,340,斯米克大厦,浦东-陆家嘴- 世纪大道1090号, 纯写字楼(甲级), 1997 12, 22, 24元/m²•月,4.36元/m²•天,23000元/m²,浦东,陆家嘴,浦东 陆家嘴 斯米克大厦,31.2361717224,121.526672363
343,343,华诚大厦,浦东-八佰伴- 张杨路601号, 商业综合体楼(乙级), 1997 4, 9, 20元/m²•月,3.85元/m²•天,,浦东,八佰伴,浦东 八佰伴 华诚大厦,31.2343616486,121.525558472
346,346,浦东假日酒店,浦东-陆家嘴- 东方路899号, 纯写字楼(乙级), 2001 3, 36, 24元/m²•月,4.56元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 浦东假日酒店,31.1911010742,121.496528625
347,347,亚龙国际广场,黄浦-南京东路- 金陵东路500号, 纯写字楼(乙级), 2007 10, 10, 39元/m²•月,2.23元/m²•天,,黄浦,南京东路,黄浦 南京东路 亚龙国际广场,31.2329273224,121.486679077
348,348,南翔新华悦都酒店式公寓,嘉定-南翔- 古猗园南路与武威路交汇处, 纯写字楼(甲级), 2016 7, 15, 3.5元/m²•月,1.93元/m²•天,,嘉定,南翔,嘉定 南翔 南翔新华悦都酒店式公寓,31.2988624573,121.320030212
350,350,统一企业大厦,长宁-虹桥临空经济园区- 天山西路568号, 纯写字楼(乙级), 2007 11, 8, 22元/m²•月,4.06元/m²•天,,长宁,虹桥临空经济园区,长宁 虹桥临空经济园区 统一企业大厦,31.224275589,121.366844177
355,355,燎申漕宝大厦,徐汇-漕河泾- 漕宝路1108号, 纯写字楼(乙级), 2005 1, 12, 15元/m²•月,3.24元/m²•天,,徐汇,漕河泾,徐汇 漕河泾 燎申漕宝大厦,31.1660022736,121.404380798
357,357,红星国际广场,闵行-浦江- 浦星公路和联航路交叉口, 纯写字楼(甲级), , 0, 6元/m²•月,1.32元/m²•天,,闵行,浦江,闵行 浦江 红星国际广场,31.0823745728,121.518043518
358,358,浦东丰华园,浦东-上南地区- 东方路3601号, 纯写字楼(乙级), 2009 6, 8, 4.5元/m²•月,4.06元/m²•天,,浦东,上南地区,浦东 上南地区 浦东丰华园,31.1941299438,121.517204285
360,360,新塘桥生活广场,浦东-北蔡/塘桥- 浦建路1号, 综合写字楼(丙级), 2006 6, 22, 3.1元/m²•月,2.75元/m²•天,,浦东,北蔡/塘桥,浦东 北蔡/塘桥 新塘桥生活广场,31.216381073,121.524749756
361,361,世达商务中心,闵行-龙柏- 吴中路1780号, 纯写字楼(甲级), 2017 01, 5, 16元/m²•月,3.55元/m²•天,,闵行,龙柏,闵行 龙柏 世达商务中心,31.1843910217,121.371940613
362,362,龙之梦雅仕大厦,长宁-中山公园- 凯旋路369号, 商业综合体楼(甲级), 2011 7, 34, 33元/m²•月,7.1元/m²•天,,长宁,中山公园,长宁 中山公园 龙之梦雅仕大厦,31.2215995789,121.422592163
364,364,融汇958创意园,浦东-陆家嘴- 灵山路958号, 纯写字楼(甲级), , 0, 9元/m²•月,4.38元/m²•天,,浦东,陆家嘴,浦东 陆家嘴 融汇958创意园,31.2445545197,121.509902954
367,367,日月光集团,浦东-张江高科- 盛夏路169号, 纯写字楼(甲级), 2017 05, 9, 28元/m²•月,5.07元/m²•天,,浦东,张江高科,浦东 张江高科 日月光集团,31.2210483551,121.609413147
369,369,惠达大厦,黄浦-老西门- 西藏南路748号1, 纯写字楼(丙级), 1996 6, 15, 5元/m²•月,3.55元/m²•天,,黄浦,老西门,黄浦 老西门 惠达大厦,31.2219963074,121.490638733
371,371,国立大厦,静安-南京西路- 上海北京西路1465号, 纯写字楼(甲级), 2000 12, 24, 27元/m²•月,5.11元/m²•天,,静安,南京西路,静安 南京西路 国立大厦,31.2335395813,121.454444885
374,374,华敏翰尊国际大厦,长宁-中山公园- 延安西路728号, 纯写字楼(甲级), , 25, 25元/m²•月,4.87元/m²•天,31000元/m²,长宁,中山公园,长宁 中山公园 华敏翰尊国际大厦,31.2216491699,121.440567017
