,name,age,floors,rent,type_jia, type_yi,type_bing,Shanghai,LuWan,JiaDing,FengXian,BaoShan,XuHui,PuTuo,YangPu,SongJiang,PuDong,HongKou,jinjiao,ChangNing,MinHang,ZhaBei,QingPu,JingAn,HuangPu,hotel,hospital,mall,park1500,store,underground,POIs
444,上海创意联盟产业园,,4.0,4.26,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75.0,4.0,16.0,10.0,30.0,3.0,27
445,滨江2250,13.0,6.0,3.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21
446,福兴大厦,20.0,16.0,4.26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,8.0,14.0,5.0,27.0,2.0,26
447,虹桥世家花园写字楼,23.0,12.0,2.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.0,8.0,1.0,7.0,17.0,1.0,27
448,绿地风尚天地,7.0,28.0,3.04,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,1.0,3.0,2.0,23.0,1.0,27
449,钦江园,8.0,6.0,4.06,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,0.0,2.0,18.0,0.0,25
450,汇银广场,20.0,27.0,4.06,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53.0,5.0,10.0,11.0,28.0,4.0,27
451,沪办大厦,21.0,21.0,2.52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48.0,18.0,0.0,2.0,26.0,0.0,25
452,蓝天大厦,10.0,27.0,3.85,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28.0,4.0,20.0,6.0,28.0,2.0,27
453,虹桥良华购物广场,7.0,10.0,4.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46.0,0.0,0.0,0.0,7.0,0.0,23
454,大树下创意园,,,3.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52.0,2.0,3.0,5.0,0.0,0.0,25
455,晓富金融大厦,,,3.65,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41.0,0.0,0.0,0.0,3.0,1.0,24
456,金钟大厦,23.0,9.0,5.66,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.0,18.0,0.0,3.0,25.0,1.0,26
457,天杉•易园,6.0,9.0,4.87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.0,11.0,4.0,10.0,36.0,0.0,26
458,永旭商务中心,,,3.04,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0,3.0,1.0,2.0,11.0,0.0,26
459,百乐门大都会,,,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,20.0,11.0,6.0,32.0,1.0,27
460,淮海中华大厦,15.0,28.0,3.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95.0,3.0,9.0,20.0,30.0,1.0,27
461,新意城,4.0,16.0,4.26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,3.0,0.0,3.0,6.0,1.0,26
462,中成智谷,2.0,,1.62,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,1.0,1.0,2.0,8.0,1.0,27
463,绿捷中心大厦,,,4.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.0,0.0,8.0,6.0,17.0,0.0,25
464,东方国信商务广场,,,5.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.0,4.0,5.0,8.0,15.0,1.0,27
465,汉中广场,26.0,19.0,3.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53.0,3.0,7.0,5.0,23.0,1.0,27
466,世博宝钢大厦,7.0,24.0,6.08,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27.0,0.0,1.0,3.0,25.0,2.0,26
467,江山大厦,13.0,31.0,1.72,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79.0,3.0,17.0,9.0,28.0,3.0,27
468,五洲国际大厦,18.0,30.0,3.65,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.0,5.0,0.0,8.0,21.0,1.0,26
469,M50创意园,8.0,3.0,3.55,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63.0,2.0,2.0,5.0,21.0,1.0,27
470,岛里创新园,1.0,4.0,2.75,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,1.0,0.0,2.0,0.0,24
471,空间188,13.0,12.0,3.33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.0,5.0,10.0,0.0,27.0,1.0,26
472,华纳商务中心,11.0,7.0,4.06,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,0.0,1.0,5.0,2.0,25
473,八方大厦,19.0,26.0,3.55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,0.0,0.0,20.0,12.0,0.0,24
474,永丰国际广场,,,7.48,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81.0,4.0,10.0,12.0,28.0,1.0,27
475,泰创空间,4.0,3.0,4.06,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,22
476,仲益大厦,6.0,40.0,5.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,122.0,13.0,13.0,20.0,37.0,1.0,27
477,新城市中心广场,9.0,28.0,4.56,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,5.0,3.0,9.0,24.0,0.0,26
478,长江软件园,6.0,6.0,2.74,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1.0,0.0,0.0,16.0,0.0,24
479,安垦创意园,,6.0,5.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43.0,2.0,5.0,0.0,18.0,0.0,25
480,新虹桥大厦,29.0,23.0,4.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.0,0.0,5.0,10.0,14.0,0.0,25
481,越洋国际广场,3.0,43.0,10.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,246.0,20.0,19.0,6.0,83.0,1.0,27
482,华林大楼,24.0,12.0,2.54,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,6.0,1.0,5.0,16.0,2.0,27
483,虹桥临空工贸小区,,6.0,2.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.0,3.0,5.0,2.0,24.0,1.0,27
484,汤臣国贸大厦,,28.0,1.52,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0,0.0,0.0,0.0,10.0,1.0,24
485,日月光中心,7.0,34.0,4.06,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.0,6.0,0.0,13.0,28.0,1.0,26
486,华盛大厦,20.0,26.0,5.98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,13.0,14.0,19.0,50.0,1.0,27
487,晨讯科技大楼,10.0,7.0,3.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,3.0,2.0,11.0,1.0,25
488,港陆黄浦中心,15.0,22.0,3.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,181.0,5.0,19.0,10.0,58.0,1.0,27
489,东方慧谷/文化信息产业中心,5.0,12.0,1.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,1.0,7.0,0.0,24
490,新富港中心,8.0,39.0,6.29,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,3.0,1.0,0.0,10.0,1.0,26
491,云都虹桥大厦,18.0,18.0,3.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23.0,3.0,2.0,4.0,18.0,1.0,27
492,尚光徐汇中心,2.0,18.0,6.06,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48.0,4.0,0.0,0.0,23.0,2.0,25
493,华融国际大厦,14.0,8.0,3.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70.0,16.0,3.0,9.0,36.0,0.0,26
494,长久大厦,19.0,25.0,2.74,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,7.0,5.0,6.0,44.0,1.0,26
495,宝矿洲际商务中心,,,6.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,71.0,1.0,5.0,5.0,34.0,2.0,27
496,高尚领域,,33.0,2.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,5.0,3.0,6.0,24.0,2.0,27
497,青年城9号公馆,,,2.23,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.0,1.0,1.0,0.0,8.0,1.0,26
498,上海月星环球港,5.0,45.0,8.02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39.0,0.0,2.0,5.0,27.0,2.0,26
499,张江创新园,13.0,24.0,4.26,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,6.0,3.0,24
500,华夏银行大厦,14.0,39.0,6.08,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24.0,4.0,1.0,7.0,24.0,0.0,26
501,先锋大厦,,,3.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.0,4.0,8.0,1.0,22.0,1.0,27
502,东方海港国际大厦,7.0,30.0,2.02,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49.0,0.0,2.0,4.0,33.0,1.0,26
503,大宁国际广场10号楼,12.0,13.0,5.78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0,12.0,3.0,1.0,0.0,1.0,26
504,葛洲坝大厦西楼,7.0,5.0,9.53,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.0,0.0,0.0,5.0,8.0,0.0,24
505,强生大厦,19.0,37.0,3.85,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,23.0,6.0,1.0,19.0,3.0,26
506,金环商务花园,6.0,9.0,3.57,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,3.0,2.0,9.0,0.0,25
507,鸿运大厦,17.0,31.0,3.03,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29.0,0.0,1.0,6.0,17.0,3.0,26
508,汇通大厦,,18.0,3.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55.0,6.0,8.0,25.0,56.0,1.0,27
509,智云商务中心,,5.0,2.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66.0,4.0,8.0,5.0,29.0,0.0,26
510,中国人保寿险大厦,,15.0,6.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.0,4.0,25.0,9.0,50.0,0.0,26
511,上海国峰科技大厦,17.0,13.0,3.55,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0.0,4.0,3.0,25.0,0.0,25
512,金融街海伦中心,,,6.08,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.0,6.0,3.0,8.0,42.0,1.0,27
513,云海大厦,20.0,24.0,2.94,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83.0,19.0,6.0,7.0,24.0,2.0,27
514,骏利财富大厦,9.0,22.0,2.94,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,5.0,3.0,18.0,0.0,26
515,中友大厦,14.0,28.0,2.53,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,9.0,1.0,6.0,25.0,2.0,27
516,共和大厦,13.0,24.0,2.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39.0,5.0,0.0,1.0,28.0,1.0,26
517,徐家汇国际,13.0,19.0,5.88,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48.0,0.0,16.0,10.0,30.0,3.0,26
518,金隆物业大楼,13.0,5.0,7.48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,8.0,2.0,14.0,28.0,1.0,27
519,尚街LOFT,11.0,8.0,4.06,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,6.0,3.0,6.0,23.0,1.0,27
520,月月光伯爵天地,,,2.53,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,3.0,6.0,0.0,24
521,富力虹桥十号,,,4.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.0,5.0,3.0,1.0,8.0,0.0,26
522,天物空间,2.0,8.0,6.59,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,22
523,增泽世贸大楼,22.0,10.0,3.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37.0,15.0,2.0,7.0,35.0,1.0,27
524,大卫国际大厦,13.0,27.0,2.43,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,2.0,0.0,5.0,0.0,24
525,上海国际贸易中心,28.0,37.0,6.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.0,0.0,5.0,0.0,15.0,1.0,25
526,南苏州路独栋,,,5.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.0,3.0,13.0,20.0,30.0,1.0,27
527,现代物流大厦,14.0,15.0,3.45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,297.0,2.0,0.0,2.0,12.0,0.0,25
528,SOHO中山广场,7.0,23.0,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,6.0,12.0,7.0,38.0,1.0,26
529,徐汇滨江大厦,,5.0,5.58,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,3.0,2.0,25
530,上置金融大厦,6.0,46.0,5.88,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,5.0,2.0,5.0,37.0,1.0,27
531,仁恒广场大厦,24.0,25.0,2.18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.0,1.0,1.0,1.0,17.0,1.0,27
532,金峰大厦,22.0,28.0,3.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0,2.0,6.0,8.0,12.0,2.0,27
533,静安中华大厦,13.0,30.0,6.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53.0,17.0,12.0,6.0,45.0,1.0,27
534,兴园373号,,,3.55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.0,0.0,10.0,0.0,0.0,1.0,24
535,永新广场,22.0,22.0,8.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.0,5.0,17.0,17.0,54.0,1.0,27
536,中信大厦,1.0,15.0,5.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,3.0,5.0,5.0,1.0,25
537,制造局创意园一期,11.0,5.0,4.66,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,0.0,2.0,13.0,1.0,26
538,盛创企业家园,5.0,5.0,1.62,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,22
539,彭浦科技园,,4.0,2.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1.0,3.0,3.0,9.0,0.0,26
540,乐业天地创意园,,,3.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0.0,3.0,7.0,1.0,26
541,强生营运大楼,7.0,14.0,4.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0,5.0,2.0,9.0,0.0,0.0,25
542,北美广场,8.0,23.0,5.07,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.0,10.0,1.0,11.0,35.0,1.0,27
543,中友中谊大厦,19.0,28.0,2.43,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,9.0,1.0,6.0,25.0,2.0,27
544,中核浦原科技园,14.0,13.0,4.74,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0.0,0.0,2.0,12.0,1.0,25
545,智苑创意园,,,3.47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39.0,2.0,3.0,3.0,25.0,0.0,26
546,产业大楼园,1.0,9.0,1.62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,4.0,0.0,24
547,钱江商务大厦,15.0,19.0,3.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.0,2.0,3.0,3.0,7.0,0.0,26
548,飞乐大厦二期,3.0,10.0,3.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0.0,1.0,3.0,6.0,0.0,25
549,齐来大厦,9.0,24.0,3.55,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,6.0,7.0,0.0,25
550,苏河汇,9.0,5.0,3.85,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.0,2.0,6.0,3.0,20.0,2.0,27
551,北大二期孵化器大楼,9.0,8.0,3.85,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,22
552,三九商务楼,9.0,7.0,3.21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.0,0.0,1.0,5.0,18.0,1.0,26
553,海泰时代大厦,12.0,17.0,2.54,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,57.0,13.0,16.0,10.0,66.0,1.0,27
554,凌空SOHO,,11.0,4.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,0.0,3.0,1.0,5.0,0.0,25
555,上海国际汽车城产业创新园,,,1.83,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,3.0,3.0,0.0,26.0,0.0,25
556,中金国际广场C座,9.0,17.0,4.17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63.0,4.0,15.0,9.0,26.0,2.0,27
557,新思大厦,10.0,25.0,3.55,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,5.0,0.0,3.0,9.0,1.0,26
558,世和中心,8.0,13.0,4.26,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,0.0,2.0,0.0,2.0,0.0,24
559,新明KIDMALL,,,2.03,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,3.0,5.0,2.0,23.0,0.0,26
560,光启文化广场,6.0,14.0,5.06,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59.0,2.0,5.0,5.0,22.0,2.0,27
561,南洋1931,1.0,15.0,4.36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70.0,2.0,8.0,8.0,26.0,1.0,27
562,电科滨江中心,,,5.21,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,8.0,2.0,14.0,28.0,1.0,27
563,凯德星贸中心,1.0,30.0,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.0,0.0,1.0,0.0,11.0,1.0,25
564,零号湾,,,1.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0.0,0.0,1.0,4.0,1.0,25
565,联合大厦,29.0,34.0,2.84,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.0,1.0,6.0,4.0,30.0,3.0,27
566,欧银中心,10.0,9.0,4.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.0,3.0,2.0,1.0,15.0,0.0,26
567,中科招商.国际财富中心,2.0,10.0,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,1.0,1.0,3.0,35.0,1.0,27
568,绿地北郊广场,6.0,3.0,1.66,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,1.0,4.0,5.0,0.0,25
569,海东大厦,12.0,12.0,4.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,20.0,12.0,0.0,24
570,财富108广场,14.0,27.0,3.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,0.0,0.0,5.0,9.0,1.0,25
571,江苏大厦,20.0,46.0,4.72,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44.0,8.0,7.0,4.0,22.0,1.0,27
572,坤阳国际商务广场,21.0,18.0,4.06,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0,1.0,1.0,8.0,23.0,1.0,27
573,都市总部大楼,12.0,26.0,5.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,19.0,20.0,47.0,2.0,26
574,莲谷产业园,3.0,10.0,1.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0,0.0,3.0,4.0,23.0,0.0,25
575,福申大厦,21.0,20.0,2.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,159.0,12.0,0.0,18.0,0.0,3.0,25
576,优房创意园,4.0,5.0,3.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.0,2.0,3.0,5.0,25.0,0.0,26
577,伍佰视觉园,7.0,6.0,4.06,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48.0,4.0,9.0,7.0,30.0,3.0,27
578,上海晶碧产业园,7.0,5.0,1.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3.0,4.0,23.0,2.0,25
579,上海出版大楼,17.0,20.0,2.89,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.0,1.0,3.0,9.0,12.0,0.0,26
580,兆丰大厦,19.0,28.0,2.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.0,5.0,4.0,4.0,25.0,2.0,27
581,五角丰达,6.0,12.0,3.75,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.0,2.0,16.0,4.0,20.0,1.0,27
582,上海阿波罗大厦,23.0,6.0,6.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77.0,6.0,0.0,7.0,25.0,1.0,26
583,上海期货大厦,19.0,37.0,5.68,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,22
584,漕河泾国际商务中心,8.0,38.0,4.56,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.0,0.0,6.0,11.0,0.0,25
585,永盛商务楼1号楼,14.0,4.0,2.03,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.0,3.0,9.0,24.0,0.0,25
586,上海望族城大厦,21.0,28.0,3.04,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,11.0,2.0,1.0,17.0,1.0,27
587,华旭国际大厦,10.0,20.0,8.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125.0,5.0,20.0,17.0,58.0,1.0,27
588,开天大厦,1.0,28.0,1.72,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,2.0,0.0,3.0,0.0,0.0,24
589,我格广场,10.0,27.0,4.56,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29.0,3.0,3.0,4.0,30.0,0.0,26
590,马陆商务楼9号楼、7号楼,14.0,2.0,1.42,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,3.0,5.0,4.0,23.0,0.0,26
591,星展银行大厦,9.0,18.0,10.14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,0.0,0.0,4.0,11.0,1.0,25
592,1876老站创意园,,,3.35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.0,0.0,0.0,1.0,28.0,1.0,25
593,鲁能国际大厦,2.0,40.0,6.59,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52.0,4.0,2.0,10.0,41.0,0.0,26
594,嘉里不夜城二期,10.0,26.0,3.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3.0,5.0,5.0,37.0,2.0,26
595,创企天地产业园,2.0,9.0,3.85,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,23
596,虹钦园,19.0,8.0,3.19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,0.0,1.0,7.0,0.0,25
597,中丝亚太商厦,,12.0,3.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175.0,16.0,30.0,11.0,78.0,2.0,27
598,嘉发大厦,20.0,33.0,3.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57.0,12.0,16.0,16.0,42.0,3.0,27
