,name,age,floors,rent,type_jia, type_yi,type_bing,Shanghai,LuWan,JiaDing,FengXian,BaoShan,XuHui,PuTuo,YangPu,SongJiang,PuDong,HongKou,jinjiao,ChangNing,MinHang,ZhaBei,QingPu,JingAn,HuangPu,hotel,hospital,mall,park1500,store,underground,POIs
917,卓维700,13.0,8.0,6.08,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,9.0,6.0,16.0,62.0,2.0,27
918,杰地大厦,13.0,17.0,3.92,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.0,0.0,6.0,6.0,33.0,3.0,26
919,漕河泾写字楼,,6.0,3.24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0,9.0,3.0,9.0,26.0,1.0,27
920,海伦国际,6.0,13.0,2.88,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34.0,15.0,10.0,6.0,39.0,1.0,27
921,比乐创意办公空间,1.0,4.0,3.01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,22
922,滨江万科中心,,,6.08,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,1.0,0.0,2.0,6.0,0.0,25
923,致远大厦,15.0,28.0,3.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,6.0,1.0,6.0,29.0,3.0,27
924,金桥大厦,17.0,28.0,2.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.0,1.0,6.0,4.0,22.0,0.0,26
925,春秋国际大厦,,,5.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,11.0,0.0,12.0,26.0,0.0,25
926,长海商务楼,,,3.38,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.0,0.0,3.0,0.0,26.0,0.0,24
927,协泰中心,26.0,29.0,4.56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.0,1.0,0.0,7.0,22.0,0.0,25
928,上海物资大厦,,,2.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96.0,6.0,22.0,10.0,68.0,0.0,26
929,华普科技大厦,22.0,24.0,3.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.0,6.0,2.0,4.0,19.0,1.0,27
930,上海漕河泾实业大厦,,9.0,3.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,17.0,2.0,5.0,0.0,1.0,26
931,嘉汇国际广场,10.0,35.0,2.71,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73.0,4.0,3.0,8.0,25.0,1.0,27
932,渡口空间,,,6.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,4.0,1.0,3.0,6.0,1.0,27
933,蓝宝石大厦,15.0,23.0,3.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0,5.0,8.0,4.0,30.0,1.0,27
934,泛太大厦,25.0,6.0,2.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.0,12.0,2.0,10.0,40.0,0.0,26
935,康定大厦,,,5.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43.0,24.0,6.0,8.0,0.0,1.0,26
936,福德商务中心,22.0,28.0,2.13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.0,8.0,15.0,7.0,41.0,1.0,27
937,海上硕和城SOHO商务中心,6.0,14.0,2.84,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,1.0,2.0,6.0,16.0,1.0,27
938,帝宝国际大厦,10.0,9.0,3.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,3.0,1.0,1.0,15.0,0.0,26
939,张江海趣园,3.0,26.0,4.06,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21
940,上海中观产业园,,,3.38,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33.0,11.0,0.0,6.0,20.0,0.0,25
941,长宁88中心,4.0,23.0,6.59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38.0,2.0,7.0,4.0,25.0,0.0,26
942,江南智造生活广场,,2.0,4.87,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,22.0,3.0,7.0,30.0,0.0,26
943,星外滩10号,1.0,20.0,7.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.0,0.0,2.0,5.0,37.0,1.0,26
944,金赢108创意广场银座,,35.0,3.39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0,2.0,3.0,1.0,33.0,1.0,27
945,清水湾大酒店,15.0,20.0,4.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.0,2.0,1.0,7.0,21.0,1.0,27
946,越洋广场,11.0,43.0,10.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72.0,15.0,15.0,7.0,27.0,1.0,27
947,春之声大厦,11.0,18.0,4.38,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.0,3.0,3.0,6.0,25.0,1.0,27
948,力玮科技大楼,16.0,5.0,3.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.0,1.0,0.0,0.0,8.0,0.0,24
949,东展商业大厦,14.0,26.0,5.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0,10.0,17.0,16.0,36.0,3.0,27
950,大宁商务中心,1.0,23.0,5.94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21
951,汇商大厦,14.0,19.0,6.08,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,1.0,2.0,9.0,4.0,0.0,26
952,中国人寿金融中心,1.0,58.0,10.65,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0,6.0,1.0,5.0,25.0,0.0,26
953,京德大楼,,27.0,3.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,6.0,10.0,11.0,60.0,1.0,26
954,歆翱国际电商大厦,3.0,12.0,1.83,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0.0,4.0,2.0,13.0,0.0,25
955,井亭大厦,,9.0,3.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,0.0,1.0,1.0,12.0,0.0,25
956,振华企业广场,6.0,29.0,5.07,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,0.0,1.0,3.0,4.0,1.0,26
957,海琪商务大厦,,,2.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,4.0,2.0,28.0,1.0,26
958,柴火空间,4.0,5.0,1.52,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,3.0,6.0,0.0,24
959,博济F-1088(放鹤路),1.0,5.0,1.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.0,0.0,1.0,1.0,14.0,1.0,26
960,诺诚1895创意园,,3.0,3.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1.0,0.0,2.0,10.0,1.0,26
961,北外环信息产业园,7.0,3.0,2.03,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,4.0,1.0,24
962,解放日报大厦,24.0,27.0,4.56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156.0,18.0,19.0,11.0,89.0,1.0,27
963,龙裕财富中心,7.0,11.0,4.36,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,14.0,4.0,5.0,0.0,26
964,锦绣申江,6.0,12.0,3.04,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,0.0,0.0,2.0,1.0,0.0,24
965,创智良仓,3.0,26.0,3.65,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21
966,盛大天地源创谷,2.0,3.0,3.25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0.0,0.0,2.0,5.0,3.0,25
967,浦江智谷商务园,10.0,4.0,1.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21
968,武康庭,,5.0,6.13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55.0,3.0,0.0,11.0,8.0,2.0,26
969,兆丰环球大厦,20.0,28.0,5.21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,4.0,3.0,3.0,22.0,2.0,27
970,复华商业大厦,,,3.14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31.0,5.0,7.0,7.0,23.0,1.0,27
971,福龙大厦,16.0,25.0,2.07,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.0,4.0,6.0,9.0,26.0,0.0,26
972,同济联合广场B座,12.0,22.0,3.85,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.0,1.0,1.0,8.0,14.0,1.0,27
973,富容大厦,21.0,28.0,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0,5.0,3.0,6.0,25.0,1.0,27
974,华敏翰尊国际,14.0,28.0,4.87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56.0,16.0,1.0,8.0,24.0,1.0,27
975,陆家嘴世纪金融广场（...,,1.0,8.11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,183.0,0.0,26.0,12.0,89.0,1.0,26
976,悦达889广场,9.0,32.0,6.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41.0,4.0,8.0,3.0,23.0,3.0,27
977,高阳大楼,100.0,5.0,3.18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2.0,2.0,26.0,0.0,25
978,乐凯大厦,22.0,30.0,4.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39.0,8.0,12.0,5.0,25.0,2.0,27
979,上海保利广场,9.0,30.0,8.11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,22
980,松江漕河泾,,,1.52,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,1.0,2.0,0.0,11.0,0.0,25
981,文通东外滩中心,1.0,6.0,4.06,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,0.0,5.0,10.0,10.0,1.0,26
982,华能联合大厦,21.0,38.0,6.69,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.0,4.0,1.0,7.0,24.0,0.0,26
983,裕景国际商务广场A座,13.0,40.0,5.68,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,4.0,0.0,0.0,28.0,2.0,25
984,华辰金融大厦,12.0,25.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.0,6.0,0.0,2.0,7.0,0.0,25
985,上海陇盛科技大楼,,11.0,2.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.0,5.0,3.0,9.0,28.0,0.0,26
986,万事利大厦,15.0,27.0,3.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,18.0,0.0,8.0,66.0,1.0,26
987,时代大厦,20.0,22.0,2.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.0,13.0,1.0,12.0,21.0,1.0,27
988,联通国际大厦,21.0,27.0,3.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43.0,2.0,0.0,5.0,21.0,0.0,25
989,绿地汇中心,5.0,20.0,5.07,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,1.0,2.0,25
990,碧云中心,3.0,15.0,4.56,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,0.0,1.0,0.0,9.0,1.0,25
991,华鼎大厦,14.0,29.0,3.55,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1.0,5.0,5.0,16.0,0.0,26
992,永升大厦,14.0,26.0,4.28,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.0,4.0,3.0,5.0,18.0,2.0,27
993,金钟广场,19.0,45.0,6.9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,7.0,23.0,27.0,47.0,1.0,27
994,中信广场,7.0,55.0,6.08,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66.0,4.0,14.0,10.0,77.0,2.0,27
995,中创大厦,21.0,22.0,6.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68.0,13.0,18.0,16.0,34.0,3.0,27
996,海棠大厦,7.0,16.0,2.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.0,2.0,0.0,4.0,7.0,0.0,25
997,城市机场航站楼,17.0,30.0,6.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60.0,6.0,15.0,6.0,36.0,1.0,27
998,永银大厦,17.0,28.0,7.23,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,9.0,12.0,25.0,43.0,1.0,27
999,光启城办公楼,,24.0,5.07,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.0,1.0,3.0,7.0,0.0,2.0,26
1000,复兴商厦,18.0,7.0,5.07,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,3.0,12.0,14.0,29.0,1.0,27
1001,华博科技大楼,,,5.08,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.0,5.0,9.0,1.0,38.0,1.0,27
1002,国际信贸大厦,18.0,26.0,1.52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,4.0,1.0,24
1003,巴黎时韵,15.0,30.0,4.06,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.0,18.0,3.0,10.0,26.0,1.0,27
1004,兴业太古汇,2.0,56.0,10.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20.0,17.0,13.0,19.0,39.0,3.0,27
1005,歆翱商务楼,,,2.01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,3.0,1.0,5.0,0.0,26
1006,首东国顺大厦,,15.0,2.84,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,4.0,1.0,6.0,15.0,0.0,26
1007,世贸商城,22.0,30.0,4.97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.0,0.0,2.0,8.0,15.0,1.0,26
1008,氪空间徐家汇社区,8.0,4.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41.0,4.0,17.0,11.0,27.0,3.0,27
1009,中设广场,1.0,26.0,2.64,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,3.0,0.0,23
1010,上海电子物联产业园,11.0,5.0,1.62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0,0.0,3.0,2.0,23.0,0.0,25
1011,上海滩国际大厦,21.0,29.0,5.31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54.0,4.0,4.0,10.0,50.0,0.0,26
1012,飞雕国际大厦,12.0,30.0,4.87,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55.0,2.0,10.0,6.0,29.0,2.0,27
1013,沃力创业园,2.0,5.0,2.92,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,22
1014,复华高新技术园,,10.0,1.53,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.0,3.0,7.0,24.0,0.0,25
1015,爱建工业大厦,,,2.84,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,5.0,21.0,1.0,25
1016,龙之梦大厦,14.0,26.0,6.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61.0,6.0,10.0,0.0,24.0,1.0,26
1017,腾飞科技岭,,,4.06,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,22
1018,五角丰达二期,8.0,12.0,3.85,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.0,2.0,16.0,5.0,20.0,1.0,27
1019,永惠大厦,,22.0,3.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55.0,15.0,10.0,11.0,70.0,2.0,27
1020,静安新时代大厦,17.0,20.0,4.87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.0,10.0,17.0,18.0,38.0,3.0,27
1021,汇达商务园,7.0,5.0,2.74,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,9.0,0.0,23
1022,上海总部湾,6.0,16.0,2.13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,22
1023,融创外滩188,2.0,26.0,5.58,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,4.0,3.0,10.0,51.0,1.0,26
1024,徐汇创意园,12.0,6.0,3.24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,2.0,0.0,4.0,15.0,1.0,26
1025,加禾LOFT创意园,8.0,6.0,3.85,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.0,6.0,0.0,3.0,13.0,1.0,26
1026,尚大国际,6.0,5.0,3.04,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0.0,0.0,3.0,0.0,24
1027,曹杨商务大厦,11.0,17.0,3.55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0.0,5.0,14.0,2.0,25
1028,华都大厦,23.0,30.0,5.58,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43.0,2.0,7.0,3.0,21.0,1.0,27
1029,永嘉庭,11.0,4.0,6.08,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0,4.0,16.0,12.0,28.0,1.0,27
1030,鑫达大厦,21.0,25.0,3.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,2.0,1.0,8.0,10.0,0.0,26
1031,七星创业园,,,2.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,2.0,0.0,1.0,11.0,0.0,25
1032,虹桥新地中心,3.0,9.0,6.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3.0,0.0,5.0,0.0,23
1033,钦汇园,15.0,12.0,3.04,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,0.0,1.0,7.0,0.0,25
1034,新茂大楼,16.0,15.0,3.55,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0,3.0,0.0,5.0,9.0,1.0,26
1035,廖创兴金融中心,11.0,36.0,7.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.0,6.0,19.0,18.0,40.0,1.0,27
1036,世贸大厦,,34.0,8.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.0,12.0,20.0,16.0,80.0,2.0,27
1037,国正中心,3.0,25.0,4.87,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0,3.0,1.0,0.0,11.0,2.0,26
1038,法华525创意树林,11.0,6.0,5.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.0,19.0,2.0,11.0,28.0,0.0,26
1039,胜康廖氏大厦,23.0,26.0,4.36,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.0,8.0,13.0,5.0,30.0,2.0,27
1040,恒生银行大厦,20.0,46.0,10.14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0,1.0,2.0,6.0,18.0,1.0,27
1041,嘉印象,6.0,16.0,2.64,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,1.0,5.0,1.0,11.0,0.0,26
1042,绿洲中环中心5号楼,9.0,16.0,3.85,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,1.0,6.0,3.0,17.0,1.0,27
1043,陆家嘴金品,9.0,12.0,4.06,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,22.0,11.0,0.0,24
1044,徐汇晶典大厦,13.0,23.0,3.14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,5.0,6.0,14.0,1.0,26
1045,中国梦谷,,,1.62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,2.0,0.0,23
1046,中一大楼,8.0,7.0,8.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60.0,3.0,9.0,20.0,30.0,1.0,27
1047,禾谷文创园,1.0,4.0,1.62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,4.0,0.0,24
1048,阳光世界大厦,22.0,30.0,0.91,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,1.0,2.0,3.0,13.0,0.0,26
1049,三和大厦,20.0,31.0,4.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.0,8.0,2.0,5.0,37.0,0.0,26
1050,688广场,,,8.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67.0,13.0,17.0,11.0,44.0,4.0,27
1051,静安东贤大厦,2.0,27.0,3.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21
1052,上海诚达创意产业园区,,,4.06,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29.0,9.0,3.0,9.0,26.0,1.0,27
1053,加华商务广场,18.0,15.0,3.85,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30.0,46.0,1.0,7.0,25.0,2.0,27
1054,嘉定区西上海大厦,,,2.74,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,8.0,0.0,23
1055,上海中天科技商务园,7.0,2.0,2.33,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,4.0,0.0,23
1056,稻盛科研楼,,6.0,3.55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,22
1057,梅龙镇广场,20.0,37.0,8.92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99.0,4.0,21.0,10.0,39.0,2.0,27
1058,上海电力国家大学科技园,11.0,9.0,5.07,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.0,10.0,0.0,7.0,18.0,1.0,26
1059,艾库创想空间,1.0,6.0,2.84,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,1.0,2.0,0.0,24
1060,兴中心 创尚工场,,4.0,2.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.0,0.0,1.0,2.0,12.0,1.0,26
1061,沙田大厦,14.0,28.0,3.24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.0,4.0,0.0,4.0,35.0,2.0,26
1062,绿地中心二期写字楼,,,4.56,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.0,2.0,2.0,2.0,11.0,1.0,27
1063,中环协信天地,,,3.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.0,2.0,0.0,1.0,10.0,0.0,25
1064,国际航运金融大厦,19.0,15.0,6.9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0,8.0,0.0,2.0,18.0,2.0,26
1065,圣天地商务大厦,13.0,25.0,3.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41.0,8.0,3.0,2.0,30.0,1.0,27
1066,天安中心,14.0,30.0,7.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70.0,9.0,18.0,18.0,39.0,1.0,27
1067,海宏科创,4.0,6.0,1.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,4.0,0.0,24
1068,敦奴大厦,7.0,16.0,3.38,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0,0.0,0.0,2.0,13.0,1.0,25
1069,建滔企业广场,,,4.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1.0,3.0,1.0,7.0,0.0,26
1070,亨通国际大厦,20.0,23.0,3.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63.0,8.0,10.0,0.0,30.0,1.0,26
