,name,type,age,floors,rent,hotel,hospital,mall,park1500,store,underground,POIs,mean_rent
1067,海宏科创,2,4.0,6.0,1.52,2.0,0.0,0.0,1.0,4.0,0.0,4,
1068,敦奴大厦,3,7.0,16.0,3.38,10.0,0.0,0.0,2.0,13.0,1.0,5,
1069,建滔企业广场,3,,,4.26,2.0,1.0,3.0,1.0,7.0,0.0,6,3.5
1070,亨通国际大厦,2,20.0,23.0,3.85,63.0,8.0,10.0,0.0,30.0,1.0,6,
1071,杨浦都市工业园,2,10.0,5.0,2.55,9.0,1.0,1.0,1.0,17.0,0.0,6,4.5
1072,淮海国际广场,3,,30.0,8.01,0.0,0.0,8.0,21.0,0.0,1.0,4,6.9
1073,和典创意园,3,8.0,11.0,3.2,10.0,2.0,0.0,3.0,12.0,0.0,5,
1074,明珠中心,3,9.0,39.0,3.27,47.0,6.0,13.0,5.0,30.0,1.0,7,4.0
1075,地铁时代广场,3,,,1.83,2.0,0.0,2.0,2.0,1.0,0.0,5,3.3
1076,恒基•旭辉中心,3,,,4.26,0.0,0.0,0.0,0.0,1.0,0.0,2,2.83
1077,明申商务广场,3,12.0,25.0,2.64,0.0,1.0,0.0,3.0,10.0,1.0,5,
1078,福克斯(莲花)商务大厦,3,,5.0,1.52,0.0,0.0,3.0,4.0,23.0,0.0,4,2.86
1079,凤凰科技园,2,12.0,24.0,3.5,29.0,9.0,3.0,9.0,26.0,1.0,7,
1080,金汇德必易园,2,1.0,9.0,3.24,14.0,4.0,7.0,1.0,11.0,0.0,6,
1081,宝隆一方大厦,3,8.0,25.0,2.67,0.0,0.0,0.0,1.0,21.0,0.0,3,5.2
1082,北桥青年城,2,,7.0,1.83,12.0,0.0,3.0,4.0,23.0,0.0,5,7.0
1083,环球都会广场,3,,,6.08,25.0,9.0,3.0,6.0,26.0,1.0,7,
1084,瑞华集团大楼,3,,,4.06,5.0,2.0,1.0,1.0,7.0,0.0,6,4.88
1085,宏汇国际广场,3,7.0,23.0,5.59,17.0,9.0,2.0,4.0,15.0,0.0,6,
1086,张江创业源商业中心,3,8.0,5.0,4.06,7.0,1.0,0.0,0.0,4.0,0.0,4,3.1
1087,瑞特大厦,2,13.0,16.0,3.55,29.0,9.0,3.0,9.0,26.0,1.0,7,
1088,赢嘉广场,3,,12.0,3.04,0.0,0.0,0.0,0.0,4.0,0.0,2,4.31
1089,BHC中环中心,3,,,3.19,2.0,0.0,1.0,2.0,4.0,0.0,5,6.32
1090,金鹰国际广场,3,13.0,9.0,7.58,82.0,11.0,19.0,14.0,35.0,1.0,7,4.35
1091,吴中商务大厦,2,13.0,9.0,3.24,15.0,0.0,4.0,0.0,14.0,0.0,4,
1092,金创大厦,3,3.0,7.0,4.06,0.0,0.0,0.0,0.0,3.0,2.0,3,5.5
1093,张江文化科技创意产业基地,2,13.0,6.0,4.58,5.0,0.0,0.0,2.0,5.0,0.0,4,
1094,古北1699广场,3,,20.0,5.59,11.0,4.0,2.0,2.0,8.0,1.0,7,
1095,华隆大厦,2,113.0,13.0,4.34,19.0,6.0,12.0,9.0,73.0,2.0,7,6.0
1096,耀光中环国际大厦,3,9.0,18.0,2.23,8.0,0.0,4.0,3.0,7.0,2.0,6,
1097,盛源科技园,3,,,2.33,6.0,0.0,3.0,3.0,5.0,2.0,6,4.49
1098,港汇中心二座,3,13.0,51.0,9.16,48.0,4.0,16.0,10.0,30.0,3.0,7,3.8
1099,高登金融大厦,3,20.0,28.0,7.23,60.0,3.0,6.0,10.0,34.0,0.0,6,
1100,合川大厦,3,12.0,13.0,3.55,5.0,1.0,1.0,1.0,3.0,2.0,7,
1101,工商联大厦,3,20.0,35.0,3.75,100.0,11.0,16.0,14.0,60.0,2.0,7,
1102,华一实业大厦,2,14.0,25.0,3.24,7.0,0.0,0.0,5.0,7.0,0.0,4,
1103,申虹国际大厦,3,8.0,8.0,6.59,2.0,0.0,1.0,0.0,12.0,2.0,5,
1104,云顶国际商业广场,3,7.0,20.0,4.56,8.0,4.0,1.0,0.0,9.0,0.0,5,7.0
1105,金穗大厦,3,21.0,27.0,5.27,22.0,4.0,3.0,5.0,24.0,0.0,6,4.9
1106,宝龙城市广场,3,4.0,,3.04,54.0,0.0,3.0,2.0,8.0,1.0,6,
1107,生命人寿大厦,3,14.0,41.0,5.07,4.0,8.0,13.0,3.0,22.0,2.0,7,3.0
1108,建华大楼,2,18.0,7.0,3.18,11.0,4.0,4.0,5.0,24.0,0.0,6,
1109,133世界广场,3,2.0,12.0,3.04,1.0,0.0,0.0,0.0,0.0,0.0,2,
1110,麦腾创业天地,3,,,3.04,2.0,6.0,1.0,2.0,0.0,0.0,5,4.5
1111,诚信国际大厦,3,7.0,6.0,1.52,0.0,0.0,0.0,0.0,2.0,0.0,2,4.5
1112,力国大楼,2,9.0,10.0,3.35,18.0,2.0,0.0,2.0,14.0,0.0,5,2.48
1113,恒利国际大厦,3,10.0,26.0,5.88,58.0,13.0,10.0,30.0,33.0,1.0,7,
1114,陆家嘴商务广场,3,19.0,34.0,8.49,14.0,0.0,0.0,7.0,12.0,1.0,5,
1115,同济科技大厦,2,14.0,17.0,4.06,4.0,0.0,0.0,6.0,10.0,1.0,5,
1116,北外滩金光中心,3,2.0,66.0,8.24,25.0,3.0,4.0,14.0,48.0,1.0,7,
1117,运通星财富广场,3,7.0,17.0,2.55,12.0,2.0,1.0,9.0,6.0,0.0,6,4.75
1118,明谷科技园,3,9.0,13.0,2.84,4.0,0.0,0.0,1.0,52.0,0.0,4,
1119,名人商业大厦,3,8.0,22.0,6.9,106.0,14.0,27.0,7.0,70.0,1.0,7,
1120,上海时尚产业园,2,14.0,3.0,4.06,5.0,9.0,12.0,12.0,32.0,1.0,7,3.0
1121,莱茵·虹桥中心,3,8.0,9.0,3.35,12.0,3.0,2.0,1.0,22.0,1.0,7,
1122,凯德龙之梦虹口广场,3,7.0,32.0,5.58,17.0,5.0,10.0,1.0,27.0,1.0,7,2.63
1123,智慧七立方,3,3.0,,2.69,15.0,4.0,5.0,1.0,0.0,1.0,6,2.5
1124,万通中心,3,,,5.37,1.0,0.0,3.0,0.0,7.0,0.0,4,8.3
1125,金沙商务广场,3,9.0,13.0,3.04,8.0,4.0,2.0,0.0,8.0,0.0,5,
1126,郡江国际大厦,2,10.0,32.0,2.84,27.0,11.0,3.0,0.0,40.0,2.0,6,3.45
1127,飘鹰世纪大厦,3,11.0,22.0,3.04,7.0,6.0,3.0,7.0,22.0,1.0,7,2.08
1128,张江集电港,2,17.0,22.0,3.04,4.0,0.0,0.0,0.0,3.0,0.0,3,3.0
1129,华泰中心,3,2.0,7.0,1.01,15.0,2.0,4.0,4.0,9.0,1.0,7,2.5
1130,南洋实业大楼,3,21.0,6.0,5.78,48.0,4.0,16.0,10.0,30.0,3.0,7,
1131,虹桥天地,3,4.0,10.0,5.5,18.0,10.0,5.0,8.0,15.0,1.0,7,4.01
1132,绿地中央广场,3,,,4.06,0.0,0.0,0.0,2.0,5.0,0.0,3,1.33
1133,亚洲大厦,3,11.0,21.0,6.08,46.0,3.0,27.0,15.0,72.0,1.0,7,4.0
1134,七宝宝龙城市广场,3,,,3.88,6.0,0.0,1.0,0.0,26.0,0.0,4,4.15
1135,同和凤城巷,3,1.0,6.0,3.85,29.0,1.0,0.0,8.0,9.0,1.0,6,5.2
1136,航汇大厦,3,1.0,15.0,5.02,1.0,1.0,0.0,0.0,1.0,4.0,5,5.2
1137,三林金融众创空间,3,,,3.04,26.0,2.0,2.0,0.0,22.0,0.0,5,
1138,上海绿地中心一期,3,7.0,22.0,6.08,22.0,4.0,0.0,5.0,16.0,2.0,6,
1139,宏嘉大厦,3,8.0,28.0,8.31,35.0,1.0,0.0,6.0,21.0,0.0,5,
1140,中诣逸界产业园,3,,,1.93,11.0,3.0,1.0,1.0,14.0,1.0,7,
1141,静安大厦,3,18.0,16.0,7.61,61.0,40.0,2.0,6.0,18.0,0.0,6,3.13
1142,绿洲中环中心3号楼,3,8.0,23.0,4.06,17.0,9.0,6.0,2.0,7.0,1.0,7,
1143,VIP大厦,3,,28.0,2.59,45.0,7.0,0.0,2.0,17.0,0.0,5,
1144,海兴广场,3,23.0,31.0,4.06,79.0,5.0,2.0,5.0,27.0,1.0,7,8.2
1145,尚街Loft上海双创产业园,3,,,3.85,25.0,6.0,0.0,6.0,23.0,1.0,6,1.8
1146,祥鹿大厦,3,13.0,12.0,2.43,1.0,0.0,0.0,0.0,3.0,0.0,3,3.0
1147,科技绿洲,3,4.0,8.0,4.06,3.0,0.0,0.0,3.0,6.0,0.0,4,
1148,波特营,2,9.0,5.0,6.08,40.0,8.0,7.0,3.0,20.0,1.0,7,
1149,凯旋坊创意园,2,11.0,4.0,4.26,54.0,8.0,5.0,6.0,17.0,1.0,7,2.29
1150,紫金汉宫,3,10.0,6.0,4.56,42.0,3.0,12.0,1.0,27.0,1.0,7,2.32
1151,东方海外大厦,3,22.0,26.0,4.56,99.0,18.0,9.0,7.0,30.0,0.0,6,2.38
1152,尚馥骊湾88,3,6.0,6.0,3.85,15.0,3.0,1.0,6.0,23.0,0.0,6,4.0
1153,国际商贸大厦,3,9.0,20.0,1.52,1.0,0.0,0.0,0.0,4.0,0.0,3,
1154,海螺大厦,2,11.0,26.0,4.06,21.0,9.0,4.0,0.0,24.0,0.0,5,
1155,华西证券大厦,2,18.0,20.0,2.74,13.0,2.0,3.0,10.0,29.0,1.0,7,
1156,soho世纪广场,3,7.0,24.0,8.5,168.0,13.0,20.0,0.0,79.0,2.0,6,1.64
1157,淮海金融大厦,3,21.0,30.0,5.02,41.0,7.0,24.0,29.0,43.0,3.0,7,
1158,长江新能源大厦,3,,11.0,6.74,131.0,3.0,27.0,15.0,72.0,1.0,7,
1159,欧江大厦,3,21.0,31.0,3.24,55.0,1.0,0.0,8.0,22.0,1.0,6,
1160,联创国际,2,13.0,28.0,2.18,19.0,0.0,1.0,1.0,0.0,0.0,4,
1161,堡尼中心,3,7.0,11.0,3.96,2.0,0.0,0.0,4.0,7.0,0.0,4,1.95
1162,浦发广场写字楼,3,,,2.74,6.0,1.0,1.0,6.0,13.0,0.0,6,2.0
1163,福克斯元江路创新园,3,,,1.62,4.0,0.0,0.0,0.0,5.0,0.0,3,
1164,恒耀广场,3,2.0,21.0,1.52,17.0,1.0,2.0,0.0,12.0,0.0,5,1.5
1165,嘉南红塔商务广场,3,,,2.03,17.0,1.0,2.0,0.0,11.0,0.0,5,
1166,德必WE,3,,,7.1,149.0,20.0,26.0,6.0,81.0,0.0,6,1.6
1167,衡山国际商务楼,2,12.0,6.0,1.62,1.0,0.0,0.0,1.0,2.0,0.0,4,7.15
1168,飞洲国际广场,3,14.0,31.0,5.58,39.0,3.0,2.0,5.0,17.0,1.0,7,6.3
1169,东方星座,2,14.0,18.0,2.75,30.0,22.0,1.0,4.0,24.0,1.0,7,
1170,圣骊虹桥创意园,2,11.0,6.0,3.85,20.0,48.0,2.0,3.0,26.0,2.0,7,
1171,绿地M-TOWN,3,2.0,17.0,4.06,1.0,0.0,0.0,0.0,0.0,0.0,2,7.82
1172,宜嘉商务楼,3,14.0,7.0,1.7,2.0,5.0,1.0,6.0,17.0,1.0,7,1.8
1173,世嘉双塔,3,7.0,25.0,1.9,8.0,0.0,2.0,3.0,6.0,0.0,5,
1174,亚都商务楼,3,14.0,14.0,4.06,69.0,3.0,9.0,7.0,24.0,1.0,7,3.68
1175,金茂工业园,2,12.0,10.0,2.84,29.0,9.0,3.0,9.0,26.0,1.0,7,
1176,绿地伯顿广场,3,9.0,15.0,1.42,6.0,0.0,0.0,3.0,8.0,0.0,4,6.59
1177,亭福大厦,3,,,1.93,11.0,0.0,0.0,1.0,9.0,0.0,4,4.2
1178,芭洛商务大厦,3,,,2.33,15.0,0.0,1.0,1.0,7.0,0.0,5,6.3
1179,星河世纪城,1,9.0,27.0,2.5,8.0,2.0,1.0,7.0,13.0,0.0,6,4.57
1180,丁香国际大厦,3,,,7.5,12.0,0.0,3.0,16.0,4.0,2.0,6,
1181,中瑞·商务大厦,3,,30.0,3.35,28.0,2.0,1.0,3.0,0.0,1.0,6,
1182,新华文化科技园,2,8.0,10.0,2.84,13.0,0.0,1.0,2.0,12.0,1.0,6,2.5
1183,众原国际中心,3,,,1.52,0.0,20.0,6.0,8.0,30.0,1.0,6,2.1
1184,寰启商务大厦,3,3.0,9.0,1.62,3.0,0.0,0.0,0.0,2.0,0.0,3,3.42
1185,东方希望大厦,3,11.0,12.0,6.29,8.0,0.0,0.0,10.0,5.0,0.0,4,2.67
1186,华宁国际广场,3,10.0,28.0,4.56,37.0,6.0,10.0,7.0,23.0,0.0,6,
1187,创想家社区,3,,,2.03,3.0,3.0,2.0,7.0,15.0,1.0,7,7.27
1188,申通信息广场,3,18.0,28.0,4.87,57.0,4.0,3.0,11.0,21.0,2.0,7,
1189,银石科技园,2,7.0,12.0,3.47,28.0,17.0,2.0,4.0,19.0,1.0,7,10.85
1190,展想广场,3,6.0,20.0,5.5,7.0,1.0,1.0,2.0,2.0,0.0,6,5.32
1191,盛大全球研发中心,3,,5.0,3.45,1.0,0.0,0.0,0.0,0.0,0.0,2,
1192,上海跨国采购中心,3,,,4.56,2.0,1.0,1.0,8.0,3.0,0.0,6,4.2
1193,凯龙瑞,3,,,4.56,2.0,0.0,0.0,2.0,1.0,0.0,4,
1194,众原企业天地,3,5.0,7.0,1.32,15.0,13.0,16.0,27.0,25.0,2.0,7,3.5
1195,禹洲金桥国际三期,3,,,1.44,22.0,0.0,1.0,1.0,7.0,0.0,5,5.26
1196,光宝科技大厦,3,1.0,9.0,4.06,6.0,3.0,1.0,1.0,15.0,0.0,6,4.42
1197,森兰美伦,3,2.0,30.0,1.83,1.0,0.0,0.0,1.0,0.0,0.0,3,
1198,涛飞国际广场商务楼,2,,8.0,2.03,0.0,0.0,0.0,1.0,2.0,0.0,3,
1199,上海金领谷科技产业园,3,2.0,11.0,1.83,11.0,3.0,1.0,1.0,14.0,1.0,7,4.51
1200,上海世和商务中心,3,,,4.06,7.0,0.0,2.0,0.0,2.0,0.0,4,3.94
1201,招商银行上海大厦,3,,40.0,6.08,0.0,0.0,0.0,7.0,12.0,1.0,4,3.95
1202,苏州河DOHO,2,11.0,5.0,4.06,13.0,4.0,0.0,9.0,8.0,0.0,5,3.83
1203,外滩SOHO,3,,,7.61,23.0,0.0,20.0,11.0,34.0,0.0,5,4.46
1204,银统大厦,3,21.0,24.0,2.96,53.0,11.0,5.0,7.0,40.0,0.0,6,
1205,港陆广场,3,21.0,36.0,6.08,70.0,2.0,17.0,21.0,53.0,2.0,7,
1206,花园大厦,1,22.0,8.0,2.84,63.0,8.0,10.0,7.0,27.0,1.0,7,
1207,壹丰广场,3,7.0,35.0,5.58,36.0,9.0,14.0,9.0,59.0,1.0,7,
1208,长峰中心.聚贤阁,3,17.0,10.0,4.56,46.0,18.0,1.0,7.0,26.0,0.0,6,3.63
1209,龙泽大厦,3,12.0,15.0,2.39,13.0,10.0,0.0,3.0,31.0,0.0,5,
1210,美罗大厦,2,21.0,26.0,5.58,58.0,2.0,15.0,5.0,26.0,3.0,7,
1211,久事商务大厦,3,12.0,19.0,11.56,108.0,17.0,16.0,10.0,51.0,1.0,7,2.08
1212,东方有线大厦,3,,25.0,5.58,18.0,17.0,12.0,18.0,41.0,3.0,7,
1213,复旦软件园•智慧新天地,3,5.0,23.0,3.66,29.0,22.0,2.0,3.0,24.0,1.0,7,
1214,虹桥商务大厦,2,17.0,7.0,4.56,8.0,6.0,0.0,9.0,15.0,1.0,6,1.49
1215,贝多芬广场,3,12.0,6.0,3.85,58.0,9.0,1.0,7.0,24.0,1.0,7,
1216,苏宁天御国际广场,2,5.0,,3.75,8.0,0.0,1.0,2.0,6.0,0.0,5,4.24
1217,云海苑,2,15.0,29.0,3.85,77.0,16.0,15.0,23.0,41.0,3.0,7,
1218,星汇广场,2,,,3.38,6.0,3.0,0.0,0.0,0.0,1.0,4,3.2
1219,同华大厦,2,10.0,23.0,1.39,7.0,0.0,1.0,1.0,7.0,0.0,5,
1220,绿地北外滩中心,3,,20.0,5.27,41.0,0.0,2.0,4.0,32.0,1.0,6,
1221,发展大厦,2,26.0,4.0,1.62,6.0,0.0,3.0,0.0,7.0,0.0,4,6.27
1222,半岛湾时尚文化创意产业园,3,,,4.06,22.0,12.0,6.0,8.0,50.0,2.0,7,
1223,博达科技楼,3,,,4.06,1.0,0.0,0.0,0.0,0.0,0.0,2,2.8
1224,上海集电港,2,14.0,12.0,4.06,2.0,0.0,0.0,0.0,3.0,0.0,3,3.0
1225,兴业大厦,2,17.0,31.0,4.44,106.0,6.0,17.0,14.0,39.0,2.0,7,
1226,远东大厦,2,14.0,18.0,4.56,7.0,8.0,13.0,5.0,23.0,2.0,7,
1227,东方蓝海国际广场,2,7.0,24.0,4.56,18.0,4.0,8.0,8.0,17.0,0.0,6,2.2
1228,锦明大厦,3,14.0,28.0,2.84,21.0,1.0,6.0,7.0,22.0,0.0,6,2.9
1229,近铁云大厦,3,,16.0,5.3,0.0,10.0,5.0,6.0,27.0,2.0,6,2.0
1230,美奂大厦,3,,,4.04,13.0,4.0,16.0,0.0,27.0,1.0,6,5.5
1231,中城国际大厦,3,,27.0,7.21,7.0,5.0,2.0,8.0,21.0,1.0,7,
1232,凯迪克大厦,3,18.0,28.0,4.14,97.0,13.0,13.0,14.0,35.0,1.0,7,
1233,中华城,3,9.0,32.0,1.52,39.0,5.0,7.0,3.0,29.0,0.0,6,
1234,徐汇日月光中心,3,1.0,9.0,5.78,26.0,10.0,2.0,5.0,24.0,1.0,7,
1235,东苑丽宝广场,3,,,4.34,25.0,9.0,10.0,6.0,30.0,0.0,6,3.0
1236,普陀科技大厦,3,10.0,18.0,3.85,34.0,7.0,5.0,4.0,28.0,1.0,7,3.0
1237,上海港国际客运中心,3,7.0,18.0,1.82,8.0,2.0,4.0,0.0,0.0,1.0,5,
1238,凯龙金领大厦,3,,,3.04,0.0,1.0,1.0,2.0,6.0,0.0,5,
1239,欧爱喜商务广场,3,,7.0,2.53,10.0,21.0,1.0,8.0,33.0,0.0,6,2.26
1240,金融广场,3,19.0,29.0,6.33,179.0,17.0,25.0,13.0,86.0,1.0,7,7.99
1241,亚盛大厦,3,10.0,17.0,7.71,25.0,14.0,15.0,14.0,35.0,1.0,7,6.4
1242,爵士大厦,2,21.0,28.0,2.67,37.0,2.0,1.0,5.0,22.0,2.0,7,
1243,石油天然气大厦,2,13.0,19.0,4.0,86.0,0.0,10.0,12.0,37.0,0.0,5,
1244,紫金瀚宫,3,12.0,5.0,3.33,44.0,6.0,0.0,4.0,28.0,0.0,5,
1245,市北新中新,3,3.0,11.0,3.55,0.0,0.0,0.0,3.0,3.0,0.0,3,
1246,丽婴房总部营运大厦,3,7.0,20.0,3.85,12.0,0.0,0.0,2.0,0.0,1.0,4,
1247,尚街会馆,2,,8.0,3.85,34.0,3.0,4.0,0.0,25.0,0.0,5,8.6
1248,汤臣中心,2,21.0,30.0,3.33,48.0,0.0,2.0,2.0,11.0,0.0,5,3.16
1249,虹桥上海城,3,17.0,36.0,6.08,29.0,4.0,12.0,8.0,28.0,1.0,7,
1250,礼和洋行大楼,3,120.0,4.0,7.61,13.0,3.0,13.0,20.0,30.0,1.0,7,
1251,银月金融湾,3,1.0,4.0,7.1,8.0,0.0,1.0,5.0,4.0,1.0,6,5.84
1252,快易名商,3,15.0,8.0,4.64,60.0,25.0,6.0,9.0,30.0,0.0,6,3.16
1253,泓毅大厦,3,7.0,13.0,4.36,1.0,1.0,0.0,1.0,2.0,2.0,6,4.26
1254,齐成晟园,3,,,2.54,4.0,0.0,1.0,0.0,10.0,0.0,4,5.9
1255,元谷文创园,3,,,1.62,7.0,0.0,0.0,1.0,11.0,0.0,4,
1256,锦辉大厦,2,7.0,21.0,3.45,17.0,8.0,2.0,3.0,20.0,0.0,6,1.45
1257,华商时代广场,3,9.0,,2.89,19.0,1.0,15.0,3.0,15.0,0.0,6,1.45
1258,锦科文化产业园,3,4.0,10.0,2.37,1.0,0.0,0.0,0.0,0.0,0.0,2,
1259,张江微电子港,2,12.0,5.0,4.06,5.0,0.0,1.0,2.0,2.0,1.0,6,1.56
1260,288文化创意园,3,,,5.07,56.0,12.0,6.0,29.0,35.0,2.0,7,3.65
1261,虹桥总部1号,3,8.0,8.0,3.55,20.0,3.0,1.0,1.0,7.0,0.0,6,2.8
1262,九润商务大厦（银都路）,3,,,1.72,1.0,0.0,0.0,0.0,1.0,0.0,3,2.59
1263,上海国际工业设计中心,2,9.0,5.0,2.54,5.0,0.0,2.0,2.0,0.0,0.0,4,4.5
1264,创智天地广场三期,2,8.0,6.0,5.07,17.0,1.0,6.0,7.0,17.0,1.0,7,4.62
1265,三维大厦,1,12.0,23.0,2.11,10.0,6.0,3.0,3.0,18.0,1.0,7,
1266,未来资产大厦,3,11.0,31.0,8.92,4.0,2.0,6.0,10.0,11.0,1.0,7,4.14
1267,知识产业园,3,,,2.74,3.0,3.0,2.0,7.0,15.0,1.0,7,3.5
1268,上海华升大厦,3,,,4.0,3.0,3.0,2.0,7.0,15.0,1.0,7,
1269,信建大厦,3,16.0,,4.06,15.0,3.0,0.0,4.0,5.0,2.0,6,
1270,竞衡大业广场,3,7.0,18.0,2.84,23.0,2.0,3.0,1.0,12.0,0.0,6,3.33
1271,e通世界,3,7.0,12.0,1.72,1.0,0.0,0.0,0.0,3.0,0.0,3,
1272,众和金融大厦,2,,28.0,3.04,21.0,1.0,0.0,8.0,46.0,0.0,5,
1273,新宝科创园,3,3.0,9.0,2.41,21.0,3.0,3.0,1.0,17.0,0.0,6,
1274,嘉宁国际大厦,3,10.0,31.0,7.1,51.0,34.0,1.0,6.0,16.0,0.0,6,4.6
1275,中山万博广场,3,7.0,24.0,7.1,6.0,4.0,5.0,8.0,15.0,1.0,7,3.65
1276,申航大厦,2,22.0,26.0,2.48,28.0,6.0,3.0,2.0,37.0,1.0,7,2.5
1277,瑞金花园商务楼,3,20.0,28.0,3.04,0.0,6.0,2.0,13.0,30.0,2.0,6,7.65
1278,宝华城市晶典大厦,3,9.0,20.0,4.73,39.0,3.0,4.0,5.0,42.0,2.0,7,3.5
1279,复城国际,3,10.0,18.0,2.43,30.0,18.0,0.0,5.0,20.0,0.0,5,
1280,静安设计中心,3,,3.0,7.6,49.0,19.0,3.0,6.0,24.0,0.0,6,4.5
1281,文新报业大厦,3,19.0,48.0,5.37,124.0,5.0,10.0,0.0,39.0,3.0,6,3.9
1282,中华1912创意产业园,2,8.0,7.0,4.11,12.0,7.0,4.0,4.0,20.0,1.0,7,
1283,东鼎商务大厦,3,1.0,29.0,3.04,6.0,2.0,0.0,2.0,6.0,0.0,5,
1284,古北国际财富中心二期,3,7.0,30.0,7.61,19.0,5.0,0.0,7.0,7.0,1.0,6,
1285,金虹桥商务楼,2,13.0,11.0,5.0,20.0,6.0,8.0,9.0,20.0,1.0,7,
1286,南翔智地,3,,,1.83,9.0,1.0,1.0,1.0,11.0,0.0,6,2.99
1287,国阳大厦,2,7.0,10.0,3.14,22.0,3.0,5.0,7.0,17.0,1.0,7,3.62
1288,上服创意园,2,12.0,8.0,4.36,23.0,5.0,3.0,11.0,29.0,1.0,7,
1289,中环现代大厦,3,8.0,25.0,5.02,13.0,5.0,5.0,5.0,43.0,2.0,7,6.38
1290,华东理工科技园G7软件基地,2,8.0,7.0,3.55,7.0,2.0,0.0,6.0,8.0,1.0,6,5.5
1291,御河企业公馆,3,,,3.2,0.0,0.0,1.0,0.0,2.0,0.0,3,6.5
1292,良丰大厦,2,21.0,38.0,2.85,46.0,2.0,0.0,4.0,10.0,2.0,6,
1293,大宁财智中心,3,6.0,18.0,3.35,1.0,0.0,2.0,1.0,4.0,0.0,5,
1294,21世纪中心大厦,3,10.0,28.0,7.61,40.0,6.0,3.0,5.0,23.0,0.0,6,
1295,春申江大厦,2,21.0,18.0,5.3,147.0,5.0,27.0,7.0,76.0,1.0,7,5.5
1296,中成智谷,3,2.0,,2.74,4.0,1.0,1.0,2.0,8.0,1.0,7,4.48
1297,圣御大厦,2,11.0,12.0,3.04,3.0,1.0,0.0,3.0,2.0,0.0,5,
1298,中信泰富广场,3,18.0,45.0,9.13,92.0,4.0,21.0,15.0,38.0,2.0,7,7.11
1299,联峰汇,2,,10.0,5.07,38.0,3.0,6.0,10.0,27.0,3.0,7,5.18
1300,淮海商业大厦,2,,18.0,4.26,9.0,6.0,10.0,14.0,55.0,1.0,7,5.67
1301,新桥大厦,2,22.0,18.0,3.04,58.0,6.0,5.0,9.0,45.0,4.0,7,4.8
1302,凤凰大厦,3,14.0,24.0,3.55,17.0,0.0,0.0,5.0,12.0,1.0,5,
1303,禹洲广场,3,,23.0,3.04,21.0,0.0,1.0,1.0,7.0,0.0,5,2.91
1304,百乐门商务楼,2,11.0,4.0,4.06,50.0,10.0,2.0,5.0,41.0,1.0,7,
1305,智慧广场,3,8.0,,5.01,8.0,3.0,2.0,5.0,33.0,1.0,7,
1306,上海巴士大厦,2,,18.0,10.61,69.0,11.0,3.0,16.0,32.0,2.0,7,3.87
1307,张江大厦,3,13.0,18.0,4.06,5.0,0.0,3.0,1.0,4.0,1.0,6,
1308,宛轻商务楼,2,20.0,9.0,7.3,60.0,19.0,1.0,9.0,19.0,0.0,6,5.93
1309,万达财富中心,3,7.0,10.0,1.62,3.0,1.0,4.0,3.0,11.0,1.0,7,4.75
1310,兆丰世贸大厦,3,19.0,28.0,5.93,32.0,10.0,0.0,5.0,21.0,2.0,6,
1311,汇银铭尊,3,7.0,13.0,3.66,7.0,1.0,2.0,5.0,4.0,0.0,6,
1312,科技大厦,2,20.0,18.0,2.64,17.0,3.0,2.0,2.0,15.0,1.0,7,
1313,中电绿色科技园,2,,6.0,3.2,10.0,1.0,0.0,0.0,4.0,0.0,4,3.55
1314,恒越大厦,3,6.0,6.0,3.55,1.0,0.0,0.0,0.0,0.0,0.0,2,4.4
1315,飞马旅5iCENTER创意园,3,3.0,5.0,3.04,39.0,2.0,3.0,3.0,25.0,0.0,6,2.3
1316,双鸽大厦,3,14.0,17.0,5.88,19.0,0.0,0.0,0.0,16.0,2.0,4,
1317,梵克雅堡,3,4.0,,4.06,2.0,0.0,0.0,1.0,1.0,0.0,4,
1318,上海华侨大厦,3,113.0,26.0,5.68,69.0,35.0,7.0,3.0,23.0,1.0,7,
1319,金茂商务楼,2,,,1.73,2.0,0.0,0.0,0.0,4.0,0.0,3,3.13
1320,同和国际大厦,3,,18.0,5.02,8.0,3.0,1.0,0.0,8.0,2.0,6,2.85
1321,陆家嘴世纪金融广场（一期）,3,5.0,17.0,8.11,183.0,20.0,26.0,12.0,91.0,0.0,6,4.4
1322,三联大厦,2,14.0,7.0,1.6,1.0,0.0,0.0,1.0,3.0,1.0,5,
1323,浦江高科技园,3,7.0,5.0,1.38,0.0,0.0,0.0,3.0,0.0,0.0,2,
1324,中一国际商务大厦,3,9.0,25.0,4.87,7.0,2.0,1.0,4.0,22.0,1.0,7,2.7
1325,通茂大厦,3,21.0,34.0,5.02,1.0,0.0,0.0,0.0,0.0,0.0,2,2.7
1326,峻岭广场,3,22.0,38.0,3.33,64.0,11.0,13.0,18.0,0.0,2.0,6,
1327,上海银行大厦,3,12.0,46.0,10.65,0.0,0.0,0.0,0.0,0.0,0.0,1,
1328,伸大厦,2,9.0,27.0,4.87,27.0,1.0,1.0,7.0,21.0,1.0,7,
1329,新梅联合广场,3,12.0,38.0,9.13,34.0,6.0,12.0,4.0,22.0,2.0,7,
1330,宏南投资大厦,3,12.0,18.0,3.55,13.0,0.0,5.0,2.0,10.0,1.0,6,3.0
1331,磊鑫大厦,3,2.0,16.0,2.23,17.0,1.0,2.0,0.0,12.0,0.0,5,
