,name,link-href,sources,surfaceRange,address,averageRent,averageBCRent,nameBC,floors,surface,floor_height,elevator,companys,building_surface,address_for_coordinate,latitude,longitude
896,文景楼,https://www.haozu.com/sh_xzl_19038/,3,206 - 597m²,宝山  上大上大路1号  ,2.8,2.79,上大,8.0,,3,2,上海睿全广告设计有限公司,,宝山  上大上大路1号  ,31.3175468445,121.402290344
897,东方国际大厦,https://www.haozu.com/sh_xzl_1829/,26,38.7 - 808m²,长宁  仙霞新村娄山关路85号  ,5.45,7.31,仙霞新村,16.0,47000m²,3.6,4,企业名称：韩国辰水物流公社上海代表处，所属行业：物流/运输、企业名称：日本JSR株式会社上海代表处，所属行业：贸易/消费/制造/营运、企业名称：CPL英国联合工程有限公司上海代表处，所属行业：房地产/建筑、企业名称：西铁城电子贸易（上海）有限公司，所属行业：计算机/互联网/通信/电子、企业名称：德国帝雨有限公司上海代表处，所属行业：贸易/消费/制造/营运,47000,长宁  仙霞新村娄山关路85号  ,31.2110939026,121.409088135
898,华源世界广场,https://www.haozu.com/sh_xzl_3083/,5,50 - 159.8m²,普陀  中远两湾城中山北路1958号  ,3.42,3.77,中远两湾城,,42700m²,3.2,4,,42700,普陀  中远两湾城中山北路1958号  ,31.2559127808,121.43901825
899,百味林大厦,https://www.haozu.com/sh_xzl_11154/,26,120 - 1200m²,嘉定  嘉定新城马陆镇澄浏中路533号  ,1.63,2.49,嘉定新城,,,,,,,嘉定  嘉定新城马陆镇澄浏中路533号  ,31.3516960144,121.303352356
900,香港广场,https://www.haozu.com/sh_xzl_4841/,16,131 - 199m²,卢湾  淮海中路淮海中路282号  ,9.47,9.28,淮海中路,38.0,140000m²,3.6,16,强生、香港广达联运有限公司上海代表处、香港广时洋行有限公司、香港广达科技有限公司上海代表处,140000,卢湾  淮海中路淮海中路282号  ,31.2295131683,121.481414795
901,九润商务大厦（闵行）,https://www.haozu.com/sh_xzl_24733/,30,68 - 550m²,闵行  春申银都路298号  ,1.86,2.85,春申,8.0,22000m²,3.8,,,22000,闵行  春申银都路298号  ,31.1127891541,121.457519531
902,光明商务楼,https://www.haozu.com/sh_xzl_41705/,1,960m²,普陀  曹杨新村曹杨五村206号  ,4.2,5.16,曹杨新村,,,,,,,普陀  曹杨新村曹杨五村206号  ,31.2382125854,121.413764954
903,首信银都大厦,https://www.haozu.com/sh_xzl_16338/,16,168 - 941m²,长宁  中山公园延安西路1160号  ,5.37,6.92,中山公园,25.0,40000m²,4,6,上海神和实业、百恩实业发展有限公司、首都银行及信托公司上海分行、竞衡企业咨询有限公司,40000,长宁  中山公园延安西路1160号  ,31.2162780762,121.435081482
904,万达新公馆,https://www.haozu.com/sh_xzl_30289/,1,62m²,金山  山阳松卫南路998号  ,1.2,1.17,山阳,,,,,,,金山  山阳松卫南路998号  ,30.7651939392,121.344764709
905,江场一路60号,https://www.haozu.com/sh_xzl_41052/,5,68 - 338m²,闸北  其他江场一路60号  ,2.7,4.49,其他,,,,,,,闸北  其他江场一路60号  ,31.2880439758,121.457771301
906,豪禺创业园,https://www.haozu.com/sh_xzl_20454/,1,132m²,松江  九亭九泾路959号  ,1.4,2.24,九亭,,,,,,,松江  九亭九泾路959号  ,31.14909935,121.295333862
907,兴都大楼,https://www.haozu.com/sh_xzl_13145/,1,110m²,徐汇  徐家汇南丹东路18号  ,4.5,7.52,徐家汇,,,,4,,,徐汇  徐家汇南丹东路18号  ,31.1971378326,121.451965332
908,凉城商业中心,https://www.haozu.com/sh_xzl_17377/,1,1300m²,虹口  凉城虹口区车站南路340号(近...  ,3.4,4.38,凉城,19.0,,3.2,,,,虹口  凉城虹口区车站南路340号(近...  ,31.3009548187,121.481918335
909,昇Park创意产业园,https://www.haozu.com/sh_xzl_23618/,219,14.3 - 16270.6m²,宝山  大场真大路520号  ,2.59,2.79,大场,5.0,80000m²,,,,80000,宝山  大场真大路520号  ,31.3022956848,121.415496826
910,金桃大厦,https://www.haozu.com/sh_xzl_11934/,1,82m²,浦东  洋泾商城路1900号  ,3.5,8.67,洋泾,,12000m²,3,2,,12000,浦东  洋泾商城路1900号  ,31.2438831329,121.544273376
911,越界·智慧谷,https://www.haozu.com/sh_xzl_3096/,1,null,徐汇  上海南站石龙路329号  ,,,,3.0,5012m²,2.8,2,,5012,徐汇  上海南站石龙路329号  ,31.1627845764,121.448303223
912,谨泛创意产业园,https://www.haozu.com/sh_xzl_4319/,3,110 - 270m²,浦东  三林三林路738号  ,3.3,4.31,三林,5.0,8000m²,2.8,2,,8000,浦东  三林三林路738号  ,31.1468982697,121.512962341
913,龙湖虹桥天街,https://www.haozu.com/sh_xzl_16865/,160,20 - 1404m²,长宁  虹桥火车站申滨南路1058号  ,8.17,6.16,虹桥火车站,9.0,425219m²,,1,,425219,长宁  虹桥火车站申滨南路1058号  ,31.1923770905,121.334136963
914,兴力达建材装饰城,https://www.haozu.com/sh_xzl_13146/,1,300m²,徐汇  万体馆凯旋路2588号  ,4.0,5.67,万体馆,11.0,57000m²,3.2,2,企业名称：颉圣国际贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：美画贸易有限公司，所属行业：贸易/消费/制造/营运,57000,徐汇  万体馆凯旋路2588号  ,31.1916770935,121.435508728
915,衡山路335弄,https://www.haozu.com/sh_xzl_36108/,1,70m²,徐汇  衡山路衡山路335弄3号  ,11.7,10.3,衡山路,,,,,,,徐汇  衡山路衡山路335弄3号  ,31.2082633972,121.451446533
916,世昶广场,https://www.haozu.com/sh_xzl_11242/,2,135 - 200m²,嘉定  安亭新源路58  ,2.55,2.0,安亭,15.0,55280m²,,2,,55280,嘉定  安亭新源路58  ,31.2954406738,121.166175842
917,东银中心,https://www.haozu.com/sh_xzl_1324/,2,350 - 615m²,长宁  古北红宝石路500号  ,9.0,7.31,古北,30.0,85000m²,4,5,,85000,长宁  古北红宝石路500号  ,31.2039871216,121.405937195
918,福克斯（银都路店）,https://www.haozu.com/sh_xzl_16393/,8,30 - 107m²,闵行  春申银都路2755号  ,1.97,2.85,春申,,30000m²,3.2,1,米其林,30000,闵行  春申银都路2755号  ,31.1031284332,121.416610718
919,佘山会运营中心,https://www.haozu.com/sh_xzl_12785/,4,38 - 1500m²,松江  洞泾沈砖公路5555弄  ,1.33,1.74,洞泾,,,,,,,松江  洞泾沈砖公路5555弄  ,31.0885715485,121.165473938
920,中铁大厦（闸北）,https://www.haozu.com/sh_xzl_16695/,1,685m²,闸北  共和新路共和新路666号附近  ,3.5,4.33,共和新路,16.0,23428m²,4.2,6,企业名称：上海网晶通讯贸易有限公司，所属行业：计算机/互联网/通信/电子,23428,闸北  共和新路共和新路666号附近  ,31.2606945038,121.469856262
921,光启文化广场,https://www.haozu.com/sh_xzl_2436/,10,164.2 - 658.8m²,徐汇  万体馆斜土路2899号  ,6.49,5.67,万体馆,14.0,36929m²,3.5,4,企业名称：上海红阳建设集团有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海原构设计咨询有限公司，所属行业：贸易/消费/制造/营运、企业名称：汇佳桌游咖啡馆，所属行业：贸易/消费/制造/营运、企业名称：克丽缇娜国际美容护肤，所属行业：贸易/消费/制造/营运,36929,徐汇  万体馆斜土路2899号  ,31.1918010712,121.448059082
922,利通广场,https://www.haozu.com/sh_xzl_2160/,2,257 - 367m²,虹口  四川北路四川北路1350号  ,6.8,6.6,四川北路,26.0,39776m²,3.2,8,"上海隆信建筑装潢，上海诺特飞博燃烧,上海万升国际货,香港威球船务,加德士石油",39776,虹口  四川北路四川北路1350号  ,31.2589988708,121.49156189
923,裸心社（娄山关路）,https://www.haozu.com/sh_xzl_32241/,56,8 - 150m²,长宁  仙霞新村娄山关路35号  ,18.44,7.31,仙霞新村,,,,,,,长宁  仙霞新村娄山关路35号  ,31.2081699371,121.409225464
924,李子园大厦,https://www.haozu.com/sh_xzl_3094/,2,330 - 1050m²,普陀  真如交通路4703弄  ,3.5,4.38,真如,18.0,75000m²,3,3,\t企业名称：矩腾网络技术有限公司，所属行业：计算机/互联网/通信/电子、企业名称：泰柯棕化（张家港）有限公司，所属行业：贸易/消费/制造/营运、企业名称：济丰包装（上海）有限公司，所属行业：贸易/消费/制造/营运、企业名称：中核华兴达丰机械工程有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海元钧环保科技有限公司，所属行业：政府/非赢利机构/其他、企业名称：上海安诚财务公司，所属行业：会计/金融/银行/保险,75000,普陀  真如交通路4703弄  ,31.2731323242,121.396141052
925,上海滩国际大厦,https://www.haozu.com/sh_xzl_1879/,17,167 - 977.3m²,虹口  北外滩虹口黄埔路99号  ,6.12,7.99,北外滩,29.0,50000m²,3.8,9,企业名称：加德士石油，所属行业：能源/原材料、企业名称：美洲俱乐部，所属行业：专业服务/教育/培训、企业名称：美国格莱仕工业公司上海代表处，所属行业：政府/非赢利机构/其他、企业名称：香港威球船务（亚洲）有限公司，所属行业：物流/运输、企业名称：上海万升国际货运代理有限公司，所属行业：物流/运输,50000,虹口  北外滩虹口黄埔路99号  ,31.2510528564,121.498275757
926,时韵天地,https://www.haozu.com/sh_xzl_35215/,29,450 - 1621.5m²,闵行  莘庄工业区华西路与光华路交口西北...  ,2.0,3.29,莘庄工业区,,,,,,,闵行  莘庄工业区华西路与光华路交口西北...  ,31.0683250427,121.373397827
927,上海国际研发总部基地,https://www.haozu.com/sh_xzl_10426/,13,52 - 2500m²,宝山  大场沪太路2999弄1～29  ,3.13,2.79,大场,5.0,109543m²,3.7,2,,109543,宝山  大场沪太路2999弄1～29  ,31.3216533661,121.41570282
928,圣爱大厦,https://www.haozu.com/sh_xzl_3686/,22,142 - 420m²,徐汇  徐家汇漕溪北路88号  ,6.17,7.52,徐家汇,27.0,57000m²,4,8,英孚教育，浩思电脑，一嗨汽车租赁，声色广告，藤田（上海）建设工程办事处,57000,徐汇  徐家汇漕溪北路88号  ,31.1982498169,121.443534851
929,平安财富大厦,https://www.haozu.com/sh_xzl_2684/,8,244.4 - 1206m²,浦东  竹园商贸区浦东新区源深路1088号  ,9.57,11.33,竹园商贸区,30.0,63264m²,,12,,63264,浦东  竹园商贸区浦东新区源深路1088号  ,31.2313690186,121.543708801
930,长风788广场,https://www.haozu.com/sh_xzl_41798/,15,92 - 326m²,普陀  金沙江路金沙江路788号  ,6.84,5.04,金沙江路,,,,,,,普陀  金沙江路金沙江路788号  ,31.2379951477,121.405487061
931,虹桥南丰城,https://www.haozu.com/sh_xzl_2475/,44,82.4 - 1980m²,长宁  仙霞新村遵义路100号  ,6.72,7.31,仙霞新村,36.0,143471m²,3.6,9,企业名称：香港特力，所属行业：贸易/消费/制造/营运、企业名称：联合利华，所属行业：贸易/消费/制造/营运、企业名称：日本兄弟，所属行业：贸易/消费/制造/营运、企业名称：卡西欧（广州）商贸有限公司，所属行业：贸易/消费/制造/营运、企业名称：波兰共和国驻上海总领事馆，所属行业：政府/非赢利机构/其他,143471,长宁  仙霞新村遵义路100号  ,31.2134914398,121.413818359
932,张江高科四期孵化楼,https://www.haozu.com/sh_xzl_38822/,2,387.6 - 872.4m²,浦东  张江松涛路647弄  ,4.2,4.68,张江,,,,,,,浦东  张江松涛路647弄  ,31.210439682,121.592887878
933,创展大厦,https://www.haozu.com/sh_xzl_2617/,8,96 - 400m²,静安  西康路西康路928号  ,5.16,8.11,西康路,11.0,30774m²,,6,,30774,静安  西康路西康路928号  ,31.2457141876,121.449447632
934,勇卫商务大厦,https://www.haozu.com/sh_xzl_4475/,30,40 - 370m²,闵行  东兰新村漕宝路1243号  ,3.79,4.84,东兰新村,6.0,21000m²,3,2,天路行交易所、,21000,闵行  东兰新村漕宝路1243号  ,31.1651477814,121.399719238
935,汇银大厦,https://www.haozu.com/sh_xzl_2266/,2,155.1 - 731.9m²,静安  南京西路南京西路758号  ,9.5,8.86,南京西路,27.0,,,3,,,静安  南京西路南京西路758号  ,31.2373847961,121.469474792
936,D1国际创意空间,https://www.haozu.com/sh_xzl_36430/,4,370 - 400m²,徐汇  万体馆天钥桥路909915号  ,5.73,5.67,万体馆,,,,,,,徐汇  万体馆天钥桥路909915号  ,31.1946277618,121.448524475
937,歆翱·国际商务园,https://www.haozu.com/sh_xzl_28492/,173,78 - 3298m²,嘉定  江桥爱特路877号  ,1.86,9.86,江桥,12.0,,3.5,6,,,嘉定  江桥爱特路877号  ,31.2382507324,121.307998657
938,安信财富中心,https://www.haozu.com/sh_xzl_29731/,3,282 - 357.9m²,宝山  友谊路牡丹江路1248号  ,3.0,2.63,友谊路,22.0,30318m²,3.8/3.7,4,,30318,宝山  友谊路牡丹江路1248号  ,31.3994884491,121.494644165
939,华润时代广场,https://www.haozu.com/sh_xzl_3251/,21,118 - 1299m²,浦东  八佰伴张杨路500号  ,8.89,7.76,八佰伴,34.0,98807m²,3.6,8,孟莫克化工成套设备（上海）有限公司、兴业期货有限公司、丰田纺织中国有限公司、金大元集团\n中石化中化成品油销售有限公司,98807,浦东  八佰伴张杨路500号  ,31.2327003479,121.523872375
940,均瑶国际广场,https://www.haozu.com/sh_xzl_1192/,4,150 - 268.4m²,徐汇  徐家汇肇嘉浜路789号  ,6.4,7.52,徐家汇,17.0,75000m²,3.8,9,,75000,徐汇  徐家汇肇嘉浜路789号  ,31.2046871185,121.455024719
941,世博花园,https://www.haozu.com/sh_xzl_35294/,5,200 - 685m²,虹口  四平路四达路58弄  ,5.0,5.89,四平路,,,,,,,虹口  四平路四达路58弄  ,31.2747592926,121.498031616
942,立同祁南商务楼,https://www.haozu.com/sh_xzl_35157/,5,80.3 - 88m²,普陀  长征祁连山南路588弄2号楼  ,2.94,5.04,长征,,,,,,,普陀  长征祁连山南路588弄2号楼  ,31.2408618927,121.374427795
943,金赢108创意广场品座,https://www.haozu.com/sh_xzl_29587/,14,null,闸北  西藏北路平型关路108弄37号3号楼  ,,,,,,,,,,闸北  西藏北路平型关路108弄37号3号楼  ,31.273349762,121.472114563
944,龙之梦雅仕大厦,https://www.haozu.com/sh_xzl_10617/,53,143 - 430m²,长宁  中山公园凯旋路369号  ,9.36,6.92,中山公园,34.0,85680m²,2.7,12,,85680,长宁  中山公园凯旋路369号  ,31.2217788696,121.422576904
945,嘉华中心,https://www.haozu.com/sh_xzl_2434/,30,444 - 1234.8m²,徐汇  淮海西路淮海中路1010号  ,11.75,10.3,淮海西路,45.0,86202m²,3.7,17,\t企业名称：柯尼卡美能达(中国)投资有限公司，所属行业：贸易/消费/制造/营运、企业名称：吉田拉链，所属行业：贸易/消费/制造/营运、企业名称：格蕾斯中国，所属行业：贸易/消费/制造/营运、企业名称：香港康力斯亚洲有限公司上海代表处，所属行业：贸易/消费/制造/营运、企业名称：UOB投资管理有限公司，所属行业：会计/金融/银行/保险,86202,徐汇  淮海西路淮海中路1010号  ,31.2220630646,121.462753296
946,怡富商务广场,https://www.haozu.com/sh_xzl_1535/,1,367m²,杨浦  五角场上海市杨浦区黄兴路1737号  ,3.5,24.11,五角场,26.0,56163m²,3.3,4,企业名称：上海晨平商贸有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海宝就工贸有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海欧脉电子科技发展有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海莲云建筑装饰工程有限公司，所属行业：房地产/建筑、企业名称：上海衡事欣冷暖设备有限公司，所属行业：贸易/消费/制造/营运,56163,杨浦  五角场上海市杨浦区黄兴路1737号  ,31.2966213226,121.525985718
947,大宁德必易园,https://www.haozu.com/sh_xzl_2091/,7,50 - 2171.9m²,闸北  大宁路彭江璐602号  ,4.86,4.91,大宁路,4.0,25000m²,3.5,4,,25000,闸北  大宁路彭江璐602号  ,31.2802715302,121.456268311
948,华旭国际大厦,https://www.haozu.com/sh_xzl_1470/,46,62.1 - 1120.7m²,黄浦  人民广场西藏中路336号  ,10.59,8.57,人民广场,20.0,30131.93m²,4,4,企业名称：广东哎呀呀饰品股份有限公司上海分公司，所属行业：贸易/消费/制造/营运、企业名称：上海雅泰劳动保障咨询服务有限公司，所属行业：专业服务/教育/培训、企业名称：希腊签证申请中心，所属行业：专业服务/教育/培训、企业名称：法国签证申请中心，所属行业：专业服务/教育/培训、企业名称：比利时签证申请中心，所属行业：专业服务/教育/培训,30131.93,黄浦  人民广场西藏中路336号  ,31.2397689819,121.482688904
949,申峰大厦,https://www.haozu.com/sh_xzl_4389/,1,76m²,徐汇  徐家汇天钥桥路438号  ,3.5,7.52,徐家汇,28.0,5321m²,2.7,4,爱建立好信、安尔比（上海）贸易有限公司是澳大利亚上市公司、上海奉全商贸有限公司、TESOL国际少儿英语师资培训,5321,徐汇  徐家汇天钥桥路438号  ,31.1936645508,121.448196411
950,永华大厦,https://www.haozu.com/sh_xzl_16992/,14,581.3m²,浦东  陆家嘴浦东大道138号  ,7.0,13.92,陆家嘴,28.0,32000m²,2.4,4,企业名称：西门子，所属行业：贸易/消费/制造/营运、企业名称：厦门银行，所属行业：会计/金融/银行/保险、企业名称：永汉日语，所属行业：专业服务/教育/培训、企业名称：三维流动，所属行业：计算机/互联网/通信/电子、企业名称：绿盟贸易，所属行业：贸易/消费/制造/营运,32000,浦东  陆家嘴浦东大道138号  ,31.2443218231,121.520530701
951,欧本商务中心,https://www.haozu.com/sh_xzl_27794/,2,134 - 269m²,浦东  塘桥茂兴路88号仁恒广场第四座  ,4.5,6.81,塘桥,,,,,,,浦东  塘桥茂兴路88号仁恒广场第四座  ,31.2154026031,121.5206604
952,中设广场,https://www.haozu.com/sh_xzl_29076/,49,113.4 - 590.8m²,宝山  高境殷高路1号  ,2.83,2.63,高境,23.0,68061m²,4.5,6,,68061,宝山  高境殷高路1号  ,31.3264465332,121.501548767
953,上海御泰实业有限公司研发大厦,https://www.haozu.com/sh_xzl_11241/,1,1000m²,嘉定  嘉定镇澄浏公路88号  ,2.5,2.49,嘉定镇,,,,,,,嘉定  嘉定镇澄浏公路88号  ,31.4081268311,121.27947998
954,百士威大楼,https://www.haozu.com/sh_xzl_12721/,7,80.5 - 155m²,松江  九亭朱泾路801号  ,1.7,2.24,九亭,,,,,,,松江  九亭朱泾路801号  ,31.115606308,121.326454163
955,新华大厦,https://www.haozu.com/sh_xzl_4534/,2,145 - 150m²,长宁  新华路新华路543号  ,3.5,7.18,新华路,,38000m²,,2,,38000,长宁  新华路新华路543号  ,31.2104892731,121.428848267
956,融汇958创意园,https://www.haozu.com/sh_xzl_1299/,8,420 - 430m²,浦东  洋泾灵山路958号5号楼2楼  ,5.5,8.67,洋泾,,,,2,"上海旺羿商务服务有限公司""}]",,浦东  洋泾灵山路958号5号楼2楼  ,31.2394695282,121.560516357
957,企业公馆,https://www.haozu.com/sh_xzl_35254/,4,160 - 268m²,闸北  新客站共和路219号  ,6.5,5.92,新客站,,,,,,,闸北  新客站共和路219号  ,31.2509269714,121.464416504
958,淮海金融大楼,https://www.haozu.com/sh_xzl_18866/,5,62 - 365m²,卢湾  淮海中路淮海中路200号  ,6.5,9.28,淮海中路,24.0,,,2,商务国际旅行社,,卢湾  淮海中路淮海中路200号  ,31.2301769257,121.483222961
959,寰启商务园,https://www.haozu.com/sh_xzl_3438/,22,70 - 500m²,闵行  浦江江月路1188号  ,2.35,2.23,浦江,9.0,,,3,,,闵行  浦江江月路1188号  ,31.0911941528,121.524520874
960,绿洲大厦,https://www.haozu.com/sh_xzl_2043/,67,20 - 3272m²,长宁  中山公园中山西路555号  ,10.56,6.92,中山公园,25.0,15000m²,3.5,4,\t企业名称：欣通国际货运代理有限公司，所属行业：物流/运输、企业名称：飞盟货运代理有限公司，所属行业：物流/运输、企业名称：日本上海事务处，所属行业：专业服务/教育/培训、企业名称：上海市工业综合开发区办事处，所属行业：专业服务/教育/培训、企业名称：捷超国际贸易有限公司，所属行业：贸易/消费/制造/营运,15000,长宁  中山公园中山西路555号  ,31.219827652,121.419128418
961,虹桥国际商务花园,https://www.haozu.com/sh_xzl_4384/,7,1000 - 2400m²,长宁  北新泾福泉北路518号  ,4.6,4.63,北新泾,,28000m²,3.5,2,上海虹桥国际商务花园地产发展有限公司,28000,长宁  北新泾福泉北路518号  ,31.2335567474,121.363937378
962,福申大厦,https://www.haozu.com/sh_xzl_4196/,1,926m²,黄浦  人民广场湖北路20号  ,3.5,8.57,人民广场,20.0,18520m²,3.6,3,兴记九兴贸易（上海）有限公司、上海傣妹品牌管理有限公司、上海华磊置业有限公司、北方一汉沙杨建筑工程设计,18520,黄浦  人民广场湖北路20号  ,31.2371463776,121.488586426
963,阿耐思特岩田商务楼,https://www.haozu.com/sh_xzl_12845/,1,180m²,徐汇  肇嘉浜路宛平南路200号  ,3.0,5.64,肇嘉浜路,,,,,,,徐汇  肇嘉浜路宛平南路200号  ,31.2000045776,121.452522278
964,众鑫大厦,https://www.haozu.com/sh_xzl_12433/,3,98 - 116m²,浦东  塘桥浦东南路1860弄路10号  ,2.7,6.81,塘桥,,,,,,,浦东  塘桥浦东南路1860弄路10号  ,31.2221984863,121.524627686
965,金丹商务广场,https://www.haozu.com/sh_xzl_30537/,1,151m²,普陀  曹杨新村金沙江路1304弄2号  ,3.5,5.16,曹杨新村,,,,,,,普陀  曹杨新村金沙江路1304弄2号  ,31.2384757996,121.392829895
966,苏河工厂创意园,https://www.haozu.com/sh_xzl_23315/,1,126m²,闸北  天目西路光复路581号  ,4.8,5.92,天目西路,,,,,,,闸北  天目西路光复路581号  ,31.247631073,121.46849823
967,南方都市园,https://www.haozu.com/sh_xzl_4416/,1,690m²,闵行  颛桥金都路1165弄  ,1.5,2.03,颛桥,6.0,,3.5,2,,,闵行  颛桥金都路1165弄  ,31.0836849213,121.3907547
968,嘉正国际大厦,https://www.haozu.com/sh_xzl_2640/,3,67 - 80m²,嘉定  安亭安亭镇墨玉路28号  ,2.07,2.0,安亭,,43802m²,,,,43802,嘉定  安亭安亭镇墨玉路28号  ,31.2960968018,121.169403076
969,市北高新科技园区,https://www.haozu.com/sh_xzl_24071/,4,550 - 645m²,闸北  汶水路江场三路161号  ,3.07,4.33,汶水路,10.0,,,,科勒（中国）投资有限公司、中国铁路工程总公司的直属企业中国铁路工程总公司上海分公司等企业为代表的区域性及功能性总部，环达电脑（上海）有限公司、上海研华慧胜智能科技有限公司等企业为代表的跨国企业研发中心，赛科斯信息技术（上海）有限公司、上海智联易才人才咨询有限公司等为代表的服务外包机构。,,闸北  汶水路江场三路161号  ,31.2992572784,121.445053101
970,苏河汇,https://www.haozu.com/sh_xzl_2056/,1,167.2m²,普陀  曹杨新村光复西路1107号  ,4.5,5.16,曹杨新村,5.0,9868m²,3.9,2,企业名称：上海唐硕咨询企业管理有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海柯慧网络科技公司，所属行业：计算机/互联网/通信/电子、企业名称：富帝克信息技术（上海）有限公司，所属行业：计算机/互联网/通信/电子、企业名称：UPA中国总部办公司，所属行业：计算机/互联网/通信/电子、企业名称：上海兰湾投资管理有限公司，所属行业：会计/金融/银行/保险,9868,普陀  曹杨新村光复西路1107号  ,31.2346935272,121.429397583
971,创洁大厦,https://www.haozu.com/sh_xzl_41698/,5,478 - 1090m²,浦东  张江郭守敬路415  ,4.22,4.68,张江,,,,,,,浦东  张江郭守敬路415  ,31.2168102264,121.603614807
972,南方友谊商城,https://www.haozu.com/sh_xzl_28864/,1,330m²,闵行  其他沪闵路7250号  ,5.5,3.74,其他,,,,,,,闵行  其他沪闵路7250号  ,31.13671875,121.406845093
973,裕民南路1518弄,https://www.haozu.com/sh_xzl_40416/,21,221 - 1621m²,嘉定  其他裕民南路1518弄  ,2.67,1.59,其他,,,,,,,嘉定  其他裕民南路1518弄  ,31.3553161621,121.269889832
974,财富108广场,https://www.haozu.com/sh_xzl_11385/,17,52 - 207m²,闵行  七宝七莘路1839号  ,489.53,16.23,七宝,27.0,96158m²,3.7,5,蓝洋教育、上海锐鹰实业有限公司,96158,闵行  七宝七莘路1839号  ,31.1408004761,121.368507385
975,良友大厦（上海浦东）,https://www.haozu.com/sh_xzl_16955/,13,20 - 211m²,浦东  八佰伴商城路618号  ,8.71,7.76,八佰伴,28.0,38000m²,2.4,6,久联集团,38000,浦东  八佰伴商城路618号  ,31.2360286713,121.52444458
976,汇智园满星空间,https://www.haozu.com/sh_xzl_20341/,44,131.3 - 686m²,闸北  汶水路江场路1400号  ,4.53,4.33,汶水路,8.0,50000m²,6.5,,,50000,闸北  汶水路江场路1400号  ,31.304769516,121.462356567
977,浦江高科技园,https://www.haozu.com/sh_xzl_18956/,21,126.8 - 1284m²,闵行  浦江新骏环路189号  ,1.72,2.23,浦江,5.0,180000m²,3,4,,180000,闵行  浦江新骏环路189号  ,31.0935382843,121.42502594
978,枫林医药研究大厦二期,https://www.haozu.com/sh_xzl_12892/,7,1681.4 - 2139.5m²,徐汇  枫林路零陵路  ,6.5,5.64,枫林路,,,,,,,徐汇  枫林路零陵路  ,31.1984272003,121.463973999
979,1788国际中心,https://www.haozu.com/sh_xzl_3873/,35,308 - 3078.1m²,静安  南京西路南京西路1788号  ,11.06,8.86,南京西路,35.0,110000m²,4,15,"OMGroup,Inc.(OMG)、港澳航空公司",110000,静安  南京西路南京西路1788号  ,31.2289047241,121.450187683
980,物华大楼,https://www.haozu.com/sh_xzl_10961/,6,150 - 800m²,虹口  临平路物华路58号  ,1.75,4.44,临平路,12.0,11000m²,,,,11000,虹口  临平路物华路58号  ,31.2654724121,121.502815247
981,嘉亭大厦,https://www.haozu.com/sh_xzl_2586/,5,101 - 210m²,嘉定  安亭墨玉南路1033号  ,3.94,2.0,安亭,12.0,12533m²,4.5,4,,12533,嘉定  安亭墨玉南路1033号  ,31.293182373,121.169403076
982,新理想大厦,https://www.haozu.com/sh_xzl_2075/,12,315.5 - 343.6m²,闸北  老北站中兴路1520号  ,6.35,5.92,老北站,20.0,20456m²,,,,20456,闸北  老北站中兴路1520号  ,31.2583312988,121.464637756
983,都园8号创意园,https://www.haozu.com/sh_xzl_19827/,10,41 - 320m²,闵行  春申都园路8号  ,1.75,2.85,春申,8.0,30000m²,3,2,,30000,闵行  春申都园路8号  ,31.1025676727,121.408226013
984,莘乔商务楼,https://www.haozu.com/sh_xzl_1882/,7,55 - 176m²,闵行  莘庄外环路352号  ,2.5,3.29,莘庄,3.0,12000m²,3.5,1,,12000,闵行  莘庄外环路352号  ,31.1138877869,121.369720459
985,东阔实业,https://www.haozu.com/sh_xzl_11421/,3,270 - 478m²,闵行  莘庄莘沥路197号  ,4.5,3.29,莘庄,,,,,,,闵行  莘庄莘沥路197号  ,31.1169395447,121.379722595
986,海上新东坊,https://www.haozu.com/sh_xzl_13259/,9,88.8m²,杨浦  长阳路长阳路1514号  ,3.5,5.44,长阳路,4.0,6500m²,3.5,1,,6500,杨浦  长阳路长阳路1514号  ,31.2740859985,121.538238525
987,逸阁大楼,https://www.haozu.com/sh_xzl_23648/,8,75m²,静安  其他康定路1018号2楼  ,8.8,8.36,其他,,,,,,,静安  其他康定路1018号2楼  ,31.2370929718,121.443664551
988,星月·虹桥摩8,https://www.haozu.com/sh_xzl_23464/,41,1561 - 15000m²,长宁  虹桥火车站申坤路与润虹路交界处  ,4.8,6.16,虹桥火车站,5.0,12000m²,7.6,,,12000,长宁  虹桥火车站申坤路与润虹路交界处  ,31.1923770905,121.334136963
989,世和中心,https://www.haozu.com/sh_xzl_12210/,16,79 - 510m²,浦东  张江祖冲之路2277弄  ,4.98,4.68,张江,13.0,81407m²,3.6,6,上海同岳租赁有限公司,81407,浦东  张江祖冲之路2277弄  ,31.2185630798,121.633239746
990,太仓路58号,https://www.haozu.com/sh_xzl_24663/,7,null,卢湾  新天地太仓路58号  ,,,,,,,,,,卢湾  新天地太仓路58号  ,31.227853775,121.483848572
