,name,link-href,sources,surfaceRange,address,averageRent,averageBCRent,nameBC,floors,surface,floor_height,elevator,companys,building_surface,address_for_coordinate,latitude,longitude
316,上海·宝业中心,https://www.haozu.com/sh_xzl_11541/,4,690.3 - 1200m²,长宁  虹桥火车站核心区南北片区南02申长...  ,5.55,6.16,虹桥火车站,,,,,,,长宁  虹桥火车站核心区南北片区南02申长...  ,31.1923770905,121.334136963
317,怡亚通广场,https://www.haozu.com/sh_xzl_25095/,3,200 - 460m²,浦东  金桥金粤路202号  ,2.5,3.46,金桥,7.0,48061m²,4.5,4,,48061,浦东  金桥金粤路202号  ,31.2488594055,121.635597229
318,上海银行大厦,https://www.haozu.com/sh_xzl_3240/,56,90 - 1864.8m²,浦东  陆家嘴银城中路168号  ,13.96,13.92,陆家嘴,46.0,109233m²,4,16,交通银行、上海银行、国泰君安证券股份有限公司、美国艾威亚洲服务有限责任公司、博世（中国）投资有限公司,109233,浦东  陆家嘴银城中路168号  ,31.2453918457,121.511428833
319,愚园108大厦,https://www.haozu.com/sh_xzl_2404/,5,148 - 365m²,静安  静安寺愚园路108号  ,7.63,9.34,静安寺,12.0,15000m²,,2,,15000,静安  静安寺愚园路108号  ,31.2311401367,121.452217102
320,裕景国际商务广场,https://www.haozu.com/sh_xzl_3105/,11,104.6 - 400m²,浦东  陆家嘴浦东大道545号  ,6.9,13.92,陆家嘴,36.0,125500m²,2.8,5,上海银行金桥支行(金新路)、贡普实业（上海）有限公司,125500,浦东  陆家嘴浦东大道545号  ,31.2467708588,121.527259827
321,东方万国企业中心,https://www.haozu.com/sh_xzl_3993/,89,136.8 - 1952.4m²,浦东  金桥新金桥路1599号  ,4.23,3.46,金桥,12.0,300000m²,,,,300000,浦东  金桥新金桥路1599号  ,31.2627944946,121.626602173
322,汇宝中心,https://www.haozu.com/sh_xzl_32999/,45,151.7 - 1175.3m²,浦东  御桥沪南路2633弄（近康桥路）  ,3.26,3.53,御桥,,,,,,,浦东  御桥沪南路2633弄（近康桥路）  ,31.1446781158,121.570991516
323,恒基不夜城,https://www.haozu.com/sh_xzl_18396/,1,91m²,闸北  新客站天目西路547号  ,2.5,5.92,新客站,27.0,38000m²,,,,38000,闸北  新客站天目西路547号  ,31.2520771027,121.457191467
324,上海交科松江科创园,https://www.haozu.com/sh_xzl_23233/,1,129m²,松江  泗泾泗砖路351号  ,1.9,1.74,泗泾,,,3.6,2,,,松江  泗泾泗砖路351号  ,31.1102428436,121.290885925
325,由由国际广场,https://www.haozu.com/sh_xzl_3904/,5,210 - 2125m²,浦东  塘桥浦建路76号  ,8.18,6.81,塘桥,37.0,450000m²,2.8,8,成都创新投资管理公司,450000,浦东  塘桥浦建路76号  ,31.2144947052,121.525909424
326,绿地东海岸国际广场,https://www.haozu.com/sh_xzl_16948/,1,100m²,浦东  其他浦东新区绿地东海岸国...  ,2.2,7.29,其他,17.0,98420m²,5.5,4,,98420,浦东  其他浦东新区绿地东海岸国...  ,31.1889057159,121.705986023
327,中谊大厦,https://www.haozu.com/sh_xzl_12698/,11,45 - 390m²,普陀  真如曹杨路1040弄12号  ,3.65,4.38,真如,,,,3,,,普陀  真如曹杨路1040弄12号  ,31.2499904633,121.416824341
328,真北坊,https://www.haozu.com/sh_xzl_23438/,9,87 - 1100m²,普陀  其他同普路1225弄1~18号  ,3.05,4.91,其他,,,,,,,普陀  其他同普路1225弄1~18号  ,31.2362041473,121.376396179
329,东方明珠涉外商务楼,https://www.haozu.com/sh_xzl_5263/,3,61 - 144m²,闸北  闸北公园洛川东路285号  ,3.3,4.77,闸北公园,,,3.4,2,,,闸北  闸北公园洛川东路285号  ,31.2768726349,121.469009399
330,宝隆一方大厦,https://www.haozu.com/sh_xzl_16513/,3,181 - 530m²,杨浦  五角场逸仙路158号  ,3.2,24.11,五角场,25.0,27193m²,3.5,4,上海泰和金属材料有限公司、上海晟钢物资有限公司、上海钢杨金属材料有限公司,27193,杨浦  五角场逸仙路158号  ,31.3015594482,121.494636536
331,虹梅商务大厦,https://www.haozu.com/sh_xzl_12930/,1,13m²,徐汇  漕河泾沪闵路8075号  ,8.9,4.78,漕河泾,,,,,,,徐汇  漕河泾沪闵路8075号  ,31.1484775543,121.420623779
332,晟泓商务楼,https://www.haozu.com/sh_xzl_13336/,1,111m²,杨浦  周家嘴路周家嘴路3850号  ,2.0,5.31,周家嘴路,,,,,,,杨浦  周家嘴路周家嘴路3850号  ,31.2866325378,121.551979065
333,闻通商务中心,https://www.haozu.com/sh_xzl_25402/,2,240 - 340m²,浦东  八佰伴浦东南路1630号  ,4.0,7.76,八佰伴,,,,,,,浦东  八佰伴浦东南路1630号  ,31.2253398895,121.524993896
334,太湖世家国际大厦,https://www.haozu.com/sh_xzl_35358/,10,78 - 300m²,嘉定  嘉定新城嘉定区德富路1198号  ,2.14,2.07,嘉定新城,25.0,42093m²,,6,,42093,嘉定  嘉定新城嘉定区德富路1198号  ,31.3531761169,121.26512146
335,金桥151,https://www.haozu.com/sh_xzl_40042/,160,106 - 504m²,浦东  金桥金高路1296弄151号  ,3.35,3.46,金桥,,,,,,,浦东  金桥金高路1296弄151号  ,31.2838001251,121.61365509
336,金岛大厦,https://www.haozu.com/sh_xzl_1551/,3,120 - 250m²,杨浦  五角场上海杨浦区四平路2500号  ,4.27,24.11,五角场,22.0,35000m²,3.8,4,企业名称：可颂坊(五角场店)，所属行业：贸易/消费/制造/营运、企业名称：北亚文化传媒策划有限公司，所属行业：广告/媒体、企业名称：上海北岛置地有限公司，所属行业：房地产/建筑、企业名称：上海明翼瑜伽会所，所属行业：专业服务/教育/培训、企业名称：上海海源制衣有限公司，所属行业：贸易/消费/制造/营运,35000,杨浦  五角场上海杨浦区四平路2500号  ,31.3047447205,121.522254944
337,银东大厦,https://www.haozu.com/sh_xzl_1934/,3,184 - 264m²,浦东  金桥新金桥路58号  ,3.0,3.46,金桥,31.0,52000m²,2.6,6,企业名称：上海瑞仁国际贸易有限公司.，所属行业：贸易/消费/制造/营运、企业名称：巴隆克国际贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海锡明光电科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海鹤贵商贸有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海迅其实业发展有限公司，所属行业：贸易/消费/制造/营运,52000,浦东  金桥新金桥路58号  ,31.2526111603,121.59980011
338,红星国际广场,https://www.haozu.com/sh_xzl_16648/,8,62 - 220m²,闵行  浦江浦星公路1619号（8号线...  ,2.4,2.23,浦江,,220000m²,3.5,6,,220000,闵行  浦江浦星公路1619号（8号线...  ,31.0922374725,121.514930725
339,亨通国际大厦,https://www.haozu.com/sh_xzl_10552/,1,365m²,长宁  中山公园长宁路855号  ,4.5,6.92,中山公园,23.0,14738m²,3.5,3,上海绿光教育培训中心、上海尚邦建筑设计工程有限公司、杰弘建筑咨询（上海）有限公司、上海众华律师事务所,14738,长宁  中山公园长宁路855号  ,31.2248020172,121.426734924
340,特耐博生命科技产业园,https://www.haozu.com/sh_xzl_24446/,15,1841 - 3648m²,青浦  徐泾徐祥路207号  ,3.28,3.28,徐泾,,,,,,,青浦  徐泾徐祥路207号  ,31.2011566162,121.270996094
341,清华同方创业家,https://www.haozu.com/sh_xzl_33649/,4,180 - 220m²,闵行  浦江新骏环路188号  ,1.7,2.23,浦江,,,,,,,闵行  浦江新骏环路188号  ,31.1278057098,121.466682434
342,张润大厦,https://www.haozu.com/sh_xzl_37293/,84,530 - 2500m²,浦东  张江金秋路158弄  ,5.59,4.68,张江,,,,,,,浦东  张江金秋路158弄  ,31.2216148376,121.637405396
343,隆宇国际商务广场,https://www.haozu.com/sh_xzl_1205/,2,144 - 260m²,闸北  老北站恒丰路299号  ,7.3,5.92,老北站,25.0,123555m²,3.3,10,,123555,闸北  老北站恒丰路299号  ,31.2489414215,121.463150024
344,诺诚创意园,https://www.haozu.com/sh_xzl_23497/,2,304.9 - 980m²,宝山  大场沪太路1886号  ,3.2,2.79,大场,5.0,4025.74m²,3.2-4.5,1,,4025.74,宝山  大场沪太路1886号  ,31.2982292175,121.422798157
345,城投控股大厦,https://www.haozu.com/sh_xzl_1930/,3,80 - 1500m²,虹口  北外滩吴淞路130号  ,7.27,7.99,北外滩,21.0,61346m²,3.2,9,,61346,虹口  北外滩吴淞路130号  ,31.2524852753,121.496528625
346,赢享文创园,https://www.haozu.com/sh_xzl_38828/,49,98 - 1560m²,奉贤  南桥光建路158号  ,1.64,1.37,南桥,,,,,,,奉贤  南桥光建路158号  ,30.9041786194,121.494316101
347,绿地威科国际商业广场,https://www.haozu.com/sh_xzl_16624/,11,67.9 - 252m²,普陀  甘泉路新村路425号  ,4.49,3.28,甘泉路,14.0,49087m²,4,4,上海鹤阳通信工程有限公司、上海亮迪化工科技有限公司,49087,普陀  甘泉路新村路425号  ,31.271900177,121.434410095
348,万象城,https://www.haozu.com/sh_xzl_11572/,119,103 - 2614m²,闵行  龙柏金汇吴中路1799号（紫藤路地...  ,6.77,6.28,龙柏金汇,8.0,530000m²,4.1,,,530000,闵行  龙柏金汇吴中路1799号（紫藤路地...  ,31.175617218,121.372306824
349,芭洛商务大厦,https://www.haozu.com/sh_xzl_5344/,5,90 - 1000m²,闵行  春申春申路2525号  ,2.36,2.85,春申,5.0,,5.6,2,,,闵行  春申春申路2525号  ,31.1165962219,121.421859741
350,炬芯研发大楼,https://www.haozu.com/sh_xzl_11944/,42,30 - 1707.8m²,浦东  张江中科路  ,5.76,4.68,张江,9.0,41547m²,,,,41547,浦东  张江中科路  ,31.2108249664,121.591850281
351,方糖小镇（虹口文创社区）,https://www.haozu.com/sh_xzl_25946/,1,null,虹口  四川北路1919号  ,,,,,,,,,,虹口  四川北路1919号  ,31.2679748535,121.490325928
352,浦禾大厦,https://www.haozu.com/sh_xzl_29444/,3,184 - 1465m²,闵行  浦江浦江镇江凯路177号  ,1.97,2.23,浦江,,30000m²,4.5,,,30000,闵行  浦江浦江镇江凯路177号  ,31.0938167572,121.521766663
353,胜富仁大厦,https://www.haozu.com/sh_xzl_5283/,1,270m²,闵行  南方商城沪闵路7876号  ,5.0,5.16,南方商城,,15282m²,3.9,3,,15282,闵行  南方商城沪闵路7876号  ,31.1396427155,121.410163879
354,半岛1919,https://www.haozu.com/sh_xzl_16900/,1,1900m²,宝山  淞宝淞兴西路258  ,2.0,2.63,淞宝,2.0,73000m²,4.8,3,上海新置家居网络科技有限公司、上海俄金玄武岩纤维有限公司,73000,宝山  淞宝淞兴西路258  ,31.3731517792,121.494239807
355,沪办大厦,https://www.haozu.com/sh_xzl_3589/,8,43.7 - 1000m²,虹口  大柏树中山北一路1250号  ,2.5,3.68,大柏树,21.0,75000m²,3.3,2,上海市鸿本金属材料公司、上海宝洲贸易有限公司、上海津海源贸易有限公司、上海荣川国际贸易有限公司,75000,虹口  大柏树中山北一路1250号  ,31.2974033356,121.49571228
356,巨丰商务广场,https://www.haozu.com/sh_xzl_13491/,1,400m²,闸北  大宁路灵石路6973号9号楼  ,2.9,4.91,大宁路,6.0,20000m²,3.8,2,上海正策律师事务所、龙之梦大厦商务餐厅,20000,闸北  大宁路灵石路6973号9号楼  ,31.2709732056,121.429176331
357,康健商务广场,https://www.haozu.com/sh_xzl_2781/,9,151.5 - 597m²,普陀  真如真南路1288号  ,3.26,4.38,真如,16.0,95000m²,,5,,95000,普陀  真如真南路1288号  ,31.2779655457,121.380950928
358,东辰大厦,https://www.haozu.com/sh_xzl_5080/,4,25 - 423m²,浦东  花木牡丹路60号  ,4.83,7.23,花木,24.0,26500m²,3.8,3,大科原系统设备工程有限公司、上海尊悦电子科技有限公司、lmt科技信息电子公司,26500,浦东  花木牡丹路60号  ,31.2150669098,121.558761597
359,世发大厦,https://www.haozu.com/sh_xzl_4970/,3,788 - 803m²,黄浦  董家渡半淞园路20号  ,7.5,6.9,董家渡,,,3.5,1,,,黄浦  董家渡半淞园路20号  ,31.2124195099,121.507324219
360,山谷you帮,https://www.haozu.com/sh_xzl_16449/,19,90.8 - 386.7m²,闵行  颛桥颛兴东路1559  ,2.17,2.03,颛桥,7.0,10000m²,,,经艺装饰华东区上海营建中心办公室,10000,闵行  颛桥颛兴东路1559  ,31.0768680573,121.416137695
361,金钟广场,https://www.haozu.com/sh_xzl_1455/,10,176.9 - 338.7m²,卢湾  淮海中路淮海中路98号  ,8.0,9.28,淮海中路,45.0,91781.92m²,3.5,8,企业名称：健宇投资管理咨询有限公司，所属行业：会计/金融/银行/保险、企业名称：上海实业医药投资股份有限公司，所属行业：贸易/消费/制造/营运、企业名称：兴雅中工程设备有限公司，所属行业：贸易/消费/制造/营运、企业名称：八达房地产估价有限公司，所属行业：专业服务/教育/培训、企业名称：新宇钟表(集团)有限公司，所属行业：贸易/消费/制造/营运,91781.92,卢湾  淮海中路淮海中路98号  ,31.2311077118,121.485527039
362,中金国际广场,https://www.haozu.com/sh_xzl_2178/,65,88 - 530m²,徐汇  徐家汇漕溪北路333号  ,8.13,7.52,徐家汇,22.0,103155m²,4,5,道晨胜管理咨询(上海)有限公司、宁波方太厨具有限公司上海分公司、上海市嘉华律师事务所,103155,徐汇  徐家汇漕溪北路333号  ,31.1972084045,121.445106506
363,张江国创中心,https://www.haozu.com/sh_xzl_18243/,92,116 - 4367m²,浦东  张江丹桂路899号  ,4.1,4.68,张江,,94000m²,,2,,94000,浦东  张江丹桂路899号  ,31.2255096436,121.634498596
364,港隆国际大厦,https://www.haozu.com/sh_xzl_25281/,1,100m²,青浦  白鹤盈港路453号  ,1.6,3.28,白鹤,,,,,,,青浦  白鹤盈港路453号  ,31.1650466919,121.122360229
365,金汇德必易园,https://www.haozu.com/sh_xzl_25525/,10,71.8 - 1000m²,闵行  龙柏金汇吴中路1366号  ,3.92,6.28,龙柏金汇,,,,,,,闵行  龙柏金汇吴中路1366号  ,31.1814823151,121.383201599
366,丰鼎国际商务楼,https://www.haozu.com/sh_xzl_10362/,2,310 - 311m²,宝山  吴淞淞滨路135  ,2.2,2.07,吴淞,,,,,,,宝山  吴淞淞滨路135  ,31.3986225128,121.409042358
367,中铝大厦,https://www.haozu.com/sh_xzl_29823/,14,500 - 3400m²,浦东  世博滨江长青北路51号  ,9.5,7.27,世博滨江,,,,,,,浦东  世博滨江长青北路51号  ,30.8843860626,121.40864563
368,中房华东大厦,https://www.haozu.com/sh_xzl_13595/,9,74.7 - 91m²,闸北  天目西路长安路1138号  ,3.23,5.92,天目西路,26.0,24500m²,3,2,上海富豪娱乐公司、上海帝凡广告策划有限公司、锐健装饰设计有限公司、上海净源科技有限公司,24500,闸北  天目西路长安路1138号  ,31.2533302307,121.458145142
369,BHC中环中心,https://www.haozu.com/sh_xzl_18040/,6,102.3 - 115m²,浦东  御桥浦东新区浦东御北路618号  ,4.45,3.53,御桥,24.0,106575m²,4.5,5,,106575,浦东  御桥浦东新区浦东御北路618号  ,31.1644592285,121.568405151
370,S569上海服装数字化创意园,https://www.haozu.com/sh_xzl_16285/,17,100 - 180m²,徐汇  上海南站石龙路569号  ,4.3,4.51,上海南站,,15000m²,5,,上海耀洋网络科技有限公司、铂咖实业(上海)有限公司,15000,徐汇  上海南站石龙路569号  ,31.160112381,121.442314148
371,互联宝地,https://www.haozu.com/sh_xzl_24961/,187,39 - 8300m²,杨浦  黄兴黄兴路221号  ,5.16,24.11,黄兴,,,,,,,杨浦  黄兴黄兴路221号  ,31.2782859802,121.537399292
372,众国大厦,https://www.haozu.com/sh_xzl_21327/,29,52 - 172m²,普陀  桃浦红柳路255号2  ,2.31,4.38,桃浦,,,,,,,普陀  桃浦红柳路255号2  ,31.3013076782,121.361618042
373,书豪产业园,https://www.haozu.com/sh_xzl_40054/,11,30 - 120m²,宝山  水产路水产路1508号  ,1.95,2.63,水产路,,,,,,,宝山  水产路水产路1508号  ,31.3837242126,121.48273468
374,福克斯创新园,https://www.haozu.com/sh_xzl_19008/,9,24 - 282m²,闵行  颛桥闵行区元江路3599号  ,1.91,2.03,颛桥,5.0,,,,,,闵行  颛桥闵行区元江路3599号  ,31.0533905029,121.405921936
375,华宜大厦,https://www.haozu.com/sh_xzl_4295/,36,150 - 600m²,徐汇  万体馆中山西路2020号  ,5.6,5.67,万体馆,24.0,40412.73m²,4,4,上海杰森物流、上海伏勒密会展服务有限公司、青海玉珠峰矿泉水有限公司上海办事处、代信生物技术有限公司、自强链条,40412.73,徐汇  万体馆中山西路2020号  ,31.1884365082,121.433334351
376,证大喜马拉雅中心,https://www.haozu.com/sh_xzl_25206/,32,1727 - 3654m²,浦东  世纪公园芳甸路1188弄  ,7.5,7.23,世纪公园,30.0,162270m²,3.6,6,,162270,浦东  世纪公园芳甸路1188弄  ,31.2149906158,121.568740845
377,中瑞商务大厦,https://www.haozu.com/sh_xzl_3241/,26,50 - 425m²,普陀  光新中山北路2438号  ,3.74,6.68,光新,30.0,31000m²,3.5,4,,31000,普陀  光新中山北路2438号  ,31.2637424469,121.398445129
378,丰利大厦,https://www.haozu.com/sh_xzl_40170/,1,12000m²,浦东  塘桥浦明路1366号  ,8.3,6.81,塘桥,,,,,,,浦东  塘桥浦明路1366号  ,31.2167701721,121.519569397
379,新天地文化广场,https://www.haozu.com/sh_xzl_41053/,3,68.8 - 184.5m²,卢湾  新天地马当路119号  ,10.5,8.77,新天地,,,,,,,卢湾  新天地马当路119号  ,31.2267227173,121.480857849
380,林顿大厦,https://www.haozu.com/sh_xzl_13507/,12,84 - 101m²,闸北  老北站恒丰北路100号  ,3.15,5.92,老北站,28.0,37500m²,3.3,3,企业名称：淮达实业，所属行业：贸易/消费/制造/营运、企业名称：硕博贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海千鹏广告有限公司，所属行业：广告/媒体、企业名称：上海瀚瑟网络科技有限公司，所属行业：计算机/互联网/通信/电子,37500,闸北  老北站恒丰北路100号  ,31.2615756989,121.458137512
381,base宋园路,https://www.haozu.com/sh_xzl_20482/,5,74 - 216m²,长宁  其他宋园路45号  ,10.88,6.26,其他,6.0,8419m²,5,3,,8419,长宁  其他宋园路45号  ,31.2005844116,121.419792175
382,中城大楼,https://www.haozu.com/sh_xzl_11139/,9,null,卢湾  其他瑞金一路8号  ,,,,,508500m²,3.5,2,,508500,卢湾  其他瑞金一路8号  ,31.2293434143,121.469490051
383,金沙商务广场,https://www.haozu.com/sh_xzl_2656/,2,165 - 1300m²,普陀  长风新村金沙江路1989号  ,3.0,5.04,长风新村,13.0,14300m²,3.6,2,飞虹俱乐部、上海凯聪电子科技有限公司、统帅装饰,14300,普陀  长风新村金沙江路1989号  ,31.2403068542,121.379219055
384,企联大厦,https://www.haozu.com/sh_xzl_13526/,13,50 - 500m²,闸北  大宁路共和新路2623号  ,4.44,4.91,大宁路,,,,,,,闸北  大宁路共和新路2623号  ,31.2889270782,121.458633423
385,WE国际文化创意中心（外滩),https://www.haozu.com/sh_xzl_16967/,54,102.1 - 742.6m²,黄浦  南京东路九江路501  ,9.08,7.28,南京东路,9.0,20000m²,3.5,4,,20000,黄浦  南京东路九江路501  ,31.2411804199,121.488609314
386,高尚领域,https://www.haozu.com/sh_xzl_12482/,16,105 - 164m²,普陀  真如曹杨路1518号  ,2.93,4.38,真如,,1140000m²,,4,,1140000,普陀  真如曹杨路1518号  ,31.2581176758,121.41381073
387,中成智谷创意园,https://www.haozu.com/sh_xzl_3024/,45,70.3 - 14000m²,宝山  淞南长江路258号  ,2.8,2.63,淞南,,210000m²,3.5,2,,210000,宝山  淞南长江路258号  ,31.3567142487,121.502586365
388,联峰汇大厦,https://www.haozu.com/sh_xzl_13016/,9,261 - 671.4m²,徐汇  徐家汇广元西路315号  ,6.78,7.52,徐家汇,9.0,,3.4,3,,,徐汇  徐家汇广元西路315号  ,31.2011642456,121.438812256
389,长峰中心,https://www.haozu.com/sh_xzl_2013/,22,38.8 - 455m²,长宁  中山公园延安西路1088号  ,5.39,6.92,中山公园,34.0,45400m²,3.6,5,\t企业名称：杜邦纤维，所属行业：贸易/消费/制造/营运、企业名称：西南航空平安保险，所属行业：会计/金融/银行/保险、企业名称：上海诚一服装有限公司，所属行业：贸易/消费/制造/营运、企业名称：新加坡FE环球电子私人有限公司上海代表处，所属行业：计算机/互联网/通信/电子、企业名称：上海昕闳讯电子科技有限公司，所属行业：计算机/互联网/通信/电子,45400,长宁  中山公园延安西路1088号  ,31.2179355621,121.437179565
390,医谷纳诺产业园,https://www.haozu.com/sh_xzl_17511/,3,376m²,浦东  张江天雄路199号  ,2.4,4.68,张江,6.0,24000m²,5,1,,24000,浦东  张江天雄路199号  ,31.0994491577,121.618331909
391,中信泰富广场,https://www.haozu.com/sh_xzl_5163/,70,81 - 1805.8m²,静安  南京西路南京西路1168号  ,11.12,8.86,南京西路,45.0,71300m²,3.5,18,摩托罗拉、上海动量广告传媒有限公司、上海碧迪医疗器械（上海）有限公司,71300,静安  南京西路南京西路1168号  ,31.234172821,121.46231842
392,岛里·创新园,https://www.haozu.com/sh_xzl_28860/,9,79 - 437m²,宝山  大场沪太路1861弄39号  ,2.87,2.79,大场,,8286m²,4-7,,,8286,宝山  大场沪太路1861弄39号  ,31.296579361,121.427261353
393,苗江路123号,https://www.haozu.com/sh_xzl_40657/,1,600m²,黄浦  半淞园路苗江路123号  ,5.5,6.9,半淞园路,,,,,,,黄浦  半淞园路苗江路123号  ,31.2112674713,121.505760193
394,昆仑商务中心,https://www.haozu.com/sh_xzl_12538/,5,72 - 2000m²,普陀  长寿路长寿路393号昆仑商务中...  ,3.28,5.94,长寿路,12.0,17678m²,3,3,上海中期期货经纪有限公司、世界华人华侨商联合会品牌项目,17678,普陀  长寿路长寿路393号昆仑商务中...  ,31.2461719513,121.443832397
395,和平·莱茵广场,https://www.haozu.com/sh_xzl_20720/,1,500m²,浦东  御桥沪南路2651号和平莱茵广场  ,5.0,3.53,御桥,18.0,90000m²,,7,,90000,浦东  御桥沪南路2651号和平莱茵广场  ,31.1528835297,121.574775696
396,中外运大厦,https://www.haozu.com/sh_xzl_11146/,17,110.6 - 520m²,黄浦  南京东路福建中路188号  ,5.19,7.28,南京东路,33.0,23000m²,3.6,4,上海中欧国际船务代理有限公司、上海博飞诺国际货运有限公司,23000,黄浦  南京东路福建中路188号  ,31.2397918701,121.48828125
397,文新报业大厦,https://www.haozu.com/sh_xzl_2582/,42,161.7 - 374m²,"静安  南京西路威海路755号,陕西北路口  ",5.7,8.86,南京西路,43.0,71169.166m²,3,11,,71169.166,"静安  南京西路威海路755号,陕西北路口  ",31.2317314148,121.46395874
398,上海国际设计交流中心,https://www.haozu.com/sh_xzl_17043/,1,701.4m²,杨浦  长阳路长阳路1080号  ,2.5,5.44,长阳路,,38000m²,,2,,38000,杨浦  长阳路长阳路1080号  ,31.2701435089,121.531044006
399,湾谷科技园,https://www.haozu.com/sh_xzl_1597/,259,79 - 1910m²,杨浦  新江湾城国权北路1600号  ,3.29,3.46,新江湾城,,410000m²,4.2,,,410000,杨浦  新江湾城国权北路1600号  ,31.3436031342,121.508766174
400,强劲大厦,https://www.haozu.com/sh_xzl_2244/,13,63.7 - 340m²,闵行  七莘路黎安路688号  ,4.88,4.81,七莘路,17.0,31040.57m²,6,,,31040.57,闵行  七莘路黎安路688号  ,31.1342334747,121.374183655
401,中科招商国际财富中心,https://www.haozu.com/sh_xzl_25435/,3,177 - 1200m²,虹口  北外滩杨树浦路128138号  ,8.33,7.99,北外滩,,,,,,,虹口  北外滩杨树浦路128138号  ,31.252866745,121.50201416
402,旭辉·莘庄中心,https://www.haozu.com/sh_xzl_38962/,10,126 - 2363m²,闵行  七莘路秀文路园秀路路口西150米  ,4.5,4.81,七莘路,,,,,,,闵行  七莘路秀文路园秀路路口西150米  ,31.1283416748,121.369926453
403,新虹口市政商务楼,https://www.haozu.com/sh_xzl_19717/,3,46m²,虹口  周家嘴路丹徒路377号  ,3.5,7.99,周家嘴路,6.0,,3.2,1,,,虹口  周家嘴路丹徒路377号  ,31.2622928619,121.508018494
404,武夷坊文化园,https://www.haozu.com/sh_xzl_3232/,2,85 - 177m²,长宁  中山公园定西路1118号近武夷路  ,5.45,6.92,中山公园,12.0,,3.5,2,,,长宁  中山公园定西路1118号近武夷路  ,31.2186260223,121.429771423
405,春秋国际大厦,https://www.haozu.com/sh_xzl_21008/,5,143.5 - 278.6m²,长宁  中山公园昭化路699号  ,6.5,6.92,中山公园,10.0,28000m²,3.1,3,,28000,长宁  中山公园昭化路699号  ,31.21808815,121.425384521
406,绿地领创国际,https://www.haozu.com/sh_xzl_29541/,3,90m²,宝山  上大宝山区城银路525号  ,2.6,2.79,上大,15.0,350000m²,4.2,4,,350000,宝山  上大宝山区城银路525号  ,31.3193626404,121.35735321
407,长征工业设计产业园,https://www.haozu.com/sh_xzl_23312/,4,300 - 1090m²,普陀  长寿路同普路1412号  ,3.7,5.94,长寿路,,,,,,,普陀  长寿路同普路1412号  ,31.2398738861,121.373207092
408,曙光大厦,https://www.haozu.com/sh_xzl_11096/,8,null,卢湾  新天地普安路187189号  ,,,,26.0,39000m²,3,2,上海榄族文化传播有限公司，上海安琪拉动画制作有限公司，弘文教育集团,39000,卢湾  新天地普安路187189号  ,31.2268238068,121.480873108
409,港陆黄浦中心,https://www.haozu.com/sh_xzl_2148/,7,195 - 680m²,黄浦  人民广场上海黄浦区六合路98号  ,4.75,8.57,人民广场,22.0,23000m²,3.6,3,法国麦瑞有限公司上海代表处、亚柏莱国际货运代理(上海）、新世界英语培训学校、保得国际贸易（上海）有限公司,23000,黄浦  人民广场上海黄浦区六合路98号  ,31.2425518036,121.481483459
410,拉德芳斯,https://www.haozu.com/sh_xzl_21509/,8,929.9 - 957.7m²,青浦  青浦新城北盈路66号  ,1.5,2.0,青浦新城,,,,,,,青浦  青浦新城北盈路66号  ,31.1308612823,121.091423035
411,华强大厦,https://www.haozu.com/sh_xzl_3266/,13,15 - 120m²,浦东  张江科苑路151号  ,5.1,4.68,张江,6.0,,5,2,,,浦东  张江科苑路151号  ,31.2159118652,121.594703674
412,麦可将园区大楼,https://www.haozu.com/sh_xzl_3376/,3,15 - 74m²,闵行  七宝联明路389号  ,2.5,16.23,七宝,7.0,13000m²,3.5,3,,13000,闵行  七宝联明路389号  ,31.1504688263,121.35320282
413,上海世博会浦西管理中心,https://www.haozu.com/sh_xzl_18136/,1,253.4m²,黄浦  人民广场局门路801号  ,5.9,8.57,人民广场,5.0,,3,1,上海亿零投资管理有限公司、震格实业（上海）有限公司、爱丽舍宫韩国高端礼堂、上海源泰艺术品、上海赵涌信息技术、爱丽舍宫韩国高端礼堂（大堂）,,黄浦  人民广场局门路801号  ,31.198469162,121.487724304
414,虹桥晶座,https://www.haozu.com/sh_xzl_11431/,7,181 - 190.2m²,闵行  龙柏金汇虹井路280弄2号虹桥晶座1层  ,4.1,6.28,龙柏金汇,9.0,16084m²,3.7,2,,16084,闵行  龙柏金汇虹井路280弄2号虹桥晶座1层  ,31.1829338074,121.379081726
415,鑫鑫大楼,https://www.haozu.com/sh_xzl_10974/,1,207m²,虹口  临平路辽宁路244  ,4.5,4.44,临平路,,,,,,,虹口  临平路辽宁路244  ,31.2608585358,121.49810791
416,越界·500视觉园,https://www.haozu.com/sh_xzl_3592/,4,91 - 348m²,徐汇  斜土路瑞金南路500号  ,4.65,7.52,斜土路,6.0,5755m²,4,1,上海维拉利尔服饰有限公司、上海春季艺术沙龙有限公司、上海蓝天城市科技信息有限公司,5755,徐汇  斜土路瑞金南路500号  ,31.2046852112,121.474838257
417,三邻桥,https://www.haozu.com/sh_xzl_32635/,4,1135 - 1138m²,宝山  淞南江杨南路485号  ,3.5,2.63,淞南,,,,,,,宝山  淞南江杨南路485号  ,31.4075336456,121.408294678
