,name,link-href,sources,surfaceRange,address,averageRent,averageBCRent,nameBC,floors,surface,floor_height,elevator,companys,building_surface,store,mall,park,hotel,underground,park1500
1289,中创大厦,https://www.haozu.com/sh_xzl_2110/,8,40 - 448m²,静安  南京西路南京西路819号  ,8.04,8.86,南京西路,22.0,25000m²,,5,,25000,34.0,16.0,34.0,28.0,3.0,15.0
1290,明申商务广场,https://www.haozu.com/sh_xzl_2818/,4,192.8 - 380m²,徐汇  漕河泾漕宝路400号  ,3.25,4.78,漕河泾,25.0,35619m²,3,4,上海艾仕国际贸易有限公司，中博创业投资管理有限公司，西昌瑞康钛业有限公司，上海冠相电子科技有限公司，《电源世界》杂志社,35619,8.0,0.0,8.0,8.0,1.0,5.0
1291,协信星光广场,https://www.haozu.com/sh_xzl_41060/,10,59 - 407m²,闸北  汶水路江场路1228弄6号楼  ,4.24,4.33,汶水路,,,,,,,2.0,0.0,2.0,0.0,0.0,1.0
1292,圣御大厦,https://www.haozu.com/sh_xzl_12203/,1,170m²,浦东  张江张江路185号  ,3.2,4.68,张江,12.0,7000m²,4,2,企业名称：上海麦视光电科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海华澄装饰设计有限公司，所属行业：房地产/建筑、企业名称：亿联博通（北京）技术有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海联影医疗科技有限公司，所属行业：贸易/消费/制造/营运、企业名称：皇明太阳能(上海)有限公司，所属行业：贸易/消费/制造/营运,7000,1.0,0.0,1.0,7.0,0.0,0.0
1293,东方金融广场,https://www.haozu.com/sh_xzl_1651/,1,555.5m²,浦东  八佰伴上海世纪大道1168号  ,9.0,7.76,八佰伴,23.0,115327.82m²,4.5,8,,115327.82,23.0,6.0,23.0,14.0,1.0,2.0
1294,虹口新业坊创意商务园,https://www.haozu.com/sh_xzl_28488/,13,300 - 1250m²,虹口  凉城广粤之路1号  ,5.23,4.38,凉城,,,,,,,10.0,0.0,10.0,3.0,0.0,0.0
1295,世博村路231,https://www.haozu.com/sh_xzl_24788/,10,66.4 - 858.3m²,浦东  世博滨江世博村路231  ,4.8,7.27,世博滨江,,,,,,,0.0,0.0,,0.0,0.0,0.0
1296,潮州路508创意园,https://www.haozu.com/sh_xzl_36769/,22,187.8 - 3130m²,普陀  真如潮州路508号  ,3.72,4.38,真如,,,,,,,9.0,3.0,9.0,5.0,0.0,3.0
1297,八号桥三期,https://www.haozu.com/sh_xzl_18011/,5,113.9 - 344.9m²,卢湾  鲁班路局门路550号  ,7.2,10.1,鲁班路,,12000m²,4.2,,,12000,28.0,2.0,28.0,14.0,1.0,5.0
1298,复旦软件园,https://www.haozu.com/sh_xzl_19127/,15,20 - 1250m²,宝山  淞南长逸路158号  ,3.15,2.63,淞南,15.0,20000m²,3.5,4,已入驻企业：上海黄浦拍卖行有限公司(会计/金融/银行/保险)、上海浩霆信息科技有限公司(计算机/互联网/通信/电子)、上海引领电缆有限公司(贸易/消费/制造/营运)、上海营康计算机科技有限公司(计算机/互联网/通信/电子)、上海瑞立运输有限公司(物流/运输),20000,8.0,2.0,8.0,2.0,0.0,1.0
1299,金百亿商务楼,https://www.haozu.com/sh_xzl_11470/,2,48 - 83m²,闵行  漕宝路吴中路1377号  ,2.8,16.23,漕宝路,4.0,,3.5,1,,,12.0,2.0,12.0,4.0,0.0,0.0
1300,快易名商徐汇中心,https://www.haozu.com/sh_xzl_12850/,22,55 - 643m²,徐汇  万体馆零陵路599号  ,6.87,5.67,万体馆,16.0,10000m²,,2,,10000,25.0,2.0,25.0,25.0,1.0,4.0
1301,东朔商务中心,https://www.haozu.com/sh_xzl_28421/,13,15 - 98.6m²,长宁  新华路昭化路505号  ,6.33,7.18,新华路,3.0,5500m²,3.2,2,,5500,37.0,5.0,,15.0,1.0,8.0
1302,新智驿商务中心,https://www.haozu.com/sh_xzl_11597/,1,800m²,闵行  虹桥虹梅路3325号  ,4.0,4.84,虹桥,,,,,,,10.0,3.0,10.0,4.0,0.0,1.0
1303,张江·海豚湾,https://www.haozu.com/sh_xzl_28344/,4,153 - 259.6m²,浦东  张江海科路189号  ,5.98,4.68,张江,,,,,,,0.0,0.0,,0.0,0.0,0.0
1304,哥伦比亚公园,https://www.haozu.com/sh_xzl_30246/,14,701 - 5700m²,长宁  江苏路延安西路1262号  ,9.35,6.92,江苏路,,,,,,,33.0,2.0,33.0,25.0,0.0,8.0
1305,东隆大厦,https://www.haozu.com/sh_xzl_21785/,1,1200m²,青浦  徐泾双联路158号  ,1.7,3.28,徐泾,,,,,,,23.0,0.0,23.0,0.0,0.0,0.0
1306,英沃工场（徐汇日月光社区）,https://www.haozu.com/sh_xzl_17838/,3,28 - 155m²,徐汇  漕宝路地铁漕宝路36号  ,5.0,5.67,漕宝路地铁,6.0,,4.8,5,,,22.0,2.0,,15.0,1.0,4.0
1307,东交通中心,https://www.haozu.com/sh_xzl_38905/,23,77 - 520m²,长宁  虹桥火车站虹桥路2550号  ,7.5,6.16,虹桥火车站,,,,,,,3.0,0.0,3.0,2.0,1.0,14.0
1308,平高世贸中心,https://www.haozu.com/sh_xzl_20632/,2,320m²,松江  中山中山中路79弄  ,3.5,2.93,中山,26.0,87731m²,3.8,5,,87731,19.0,5.0,19.0,18.0,0.0,4.0
1309,新建商务大厦,https://www.haozu.com/sh_xzl_18166/,2,138.9 - 870m²,静安  江宁路江宁路6311  ,6.35,8.86,江宁路,10.0,10000m²,4,1,,10000,33.0,14.0,33.0,36.0,2.0,13.0
1310,空间188创意园,https://www.haozu.com/sh_xzl_10890/,2,155 - 410m²,虹口  鲁迅公园东江湾路188号  ,4.5,5.89,鲁迅公园,12.0,30000m²,3.5,2,软件画面技术学院、上海卓迅国际货运代理有限公司、上海旗鱼设计咨询有限公司,30000,34.0,8.0,34.0,8.0,1.0,2.0
1311,美奂大厦,https://www.haozu.com/sh_xzl_2440/,145,188 - 1483m²,徐汇  龙华中山南二路107号  ,6.2,6.2,龙华,23.0,40000m²,3.5,4,,40000,17.0,3.0,17.0,5.0,1.0,2.0
1312,英美华商务中心,https://www.haozu.com/sh_xzl_25417/,6,17 - 33.4m²,闵行  龙柏金汇虹井路280弄2号虹桥晶座8楼  ,9.97,6.28,龙柏金汇,,,,,,,14.0,11.0,14.0,6.0,1.0,0.0
1313,嘉宝大厦,https://www.haozu.com/sh_xzl_25028/,15,525 - 1575m²,嘉定  嘉定新城洪德路918号  ,2.5,2.07,嘉定新城,14.0,23900m²,4.5,,,23900,1.0,1.0,1.0,0.0,0.0,0.0
1314,建工大唐国际大厦,https://www.haozu.com/sh_xzl_17948/,4,475 - 950m²,浦东  世纪公园樱花路868号  ,9.6,7.23,世纪公园,22.0,126000m²,4.2,2,,126000,7.0,4.0,7.0,9.0,3.0,13.0
1315,歆翱国际电商大厦,https://www.haozu.com/sh_xzl_4902/,78,128 - 3298m²,嘉定  江桥爱特路855号、866号  ,1.85,9.86,江桥,12.0,24000m²,3.5,2,,24000,1.0,0.0,1.0,0.0,0.0,3.0
1316,歆翱智慧谷,https://www.haozu.com/sh_xzl_32914/,39,114 - 1600m²,闵行  颛桥都庄路2350号  ,1.83,2.03,颛桥,,,,,,,2.0,0.0,2.0,0.0,0.0,0.0
1317,绿亮科创园（泗泾）,https://www.haozu.com/sh_xzl_20160/,1,70m²,松江  泗泾高技路655号  ,1.8,1.74,泗泾,,100000m²,,,皖臻电子(上海)有限公司,100000,2.0,0.0,,0.0,0.0,1.0
1318,新宏大楼,https://www.haozu.com/sh_xzl_3603/,3,76 - 292m²,虹口  四平路四平路623号  ,3.15,5.89,四平路,10.0,150000m²,2.7,1,学大教育,150000,27.0,1.0,27.0,10.0,1.0,5.0
1319,华贸商务,https://www.haozu.com/sh_xzl_11454/,7,95 - 238m²,闵行  七宝中春路6785  ,2.33,16.23,七宝,5.0,,3.2,,上海硕菱自动化科技有限公司、上海伟亿电子科技有限公司,,6.0,0.0,6.0,1.0,0.0,1.0
1320,新华保险大厦,https://www.haozu.com/sh_xzl_1940/,17,212m²,虹口  北外滩东大名路558号  ,7.0,7.99,北外滩,18.0,22000m²,3.8,8,,22000,15.0,2.0,15.0,12.0,1.0,3.0
1321,素锦年华,https://www.haozu.com/sh_xzl_11345/,4,100 - 140m²,静安  江宁路西苏州路71静安河滨花园...  ,5.9,8.86,江宁路,8.0,,3.6,2,,,18.0,3.0,18.0,20.0,0.0,3.0
1322,金桥大厦,https://www.haozu.com/sh_xzl_2827/,1,143m²,长宁  虹桥延安西路2077号  ,3.1,7.31,虹桥,28.0,36859m²,3.2,4,\t企业名称：住友等，所属行业：贸易/消费/制造/营运、企业名称：上三实业，所属行业：贸易/消费/制造/营运、企业名称：泰昌货运，所属行业：物流/运输、企业名称：香港和记实业，所属行业：贸易/消费/制造/营运、企业名称：尼特实业，所属行业：贸易/消费/制造/营运,36859,15.0,3.0,15.0,13.0,0.0,5.0
1323,申鑫大厦,https://www.haozu.com/sh_xzl_3869/,64,53.5 - 196m²,黄浦  人民广场宁海东路200号  ,3.55,8.57,人民广场,28.0,28000m²,3.5,5,界龙实业集团、华鑫期货有限公司、北京艾克斯科技有限公司、上海陆达信息发展有限公司、上海中大股份有限公司,28000,59.0,11.0,59.0,50.0,1.0,15.0
1324,文渊楼,https://www.haozu.com/sh_xzl_10448/,5,107 - 783m²,宝山  大场沪太路2388号  ,3.0,2.79,大场,6.0,,3,2,,,10.0,0.0,10.0,4.0,1.0,1.0
1325,麦腾智慧天地,https://www.haozu.com/sh_xzl_1265/,18,65.7 - 332.6m²,浦东  金桥锦绣东路1999号  ,3.17,3.46,金桥,7.0,20000m²,2.8,4,"新三板产业园""}]",20000,1.0,1.0,1.0,6.0,0.0,0.0
1326,弘基幸福湾,https://www.haozu.com/sh_xzl_17713/,2,45 - 61m²,宝山  友谊路同济路999号  ,3.0,2.63,友谊路,12.0,50000m²,3.5,,宝钢工程技术有限公司,50000,14.0,4.0,14.0,5.0,1.0,1.0
1327,英脉物流总部,https://www.haozu.com/sh_xzl_40444/,3,400m²,嘉定  安亭宝安公路2461号  ,1.6,2.0,安亭,,,,,,,4.0,1.0,,2.0,0.0,1.0
1328,嘉鼎国际,https://www.haozu.com/sh_xzl_3666/,2,200 - 250m²,嘉定  新城天祝路818号  ,2.05,2.07,新城,,18981.44m²,,4,,18981.44,5.0,2.0,5.0,4.0,0.0,1.0
1329,桂果园智源谷,https://www.haozu.com/sh_xzl_1772/,8,145 - 711m²,徐汇  漕河泾桂平路471号  ,3.64,4.78,漕河泾,6.0,58800m²,3,1,企业名称：三立精密电子有限公司，所属行业：计算机/互联网/通信/电子、企业名称：奥豪斯仪器（上海），所属行业：贸易/消费/制造/营运、企业名称：上海市社会保障卡服务中心，所属行业：专业服务/教育/培训、企业名称：中科磁记录有限公司，所属行业：贸易/消费/制造/营运,58800,7.0,0.0,,5.0,0.0,2.0
1330,金桥万创中心,https://www.haozu.com/sh_xzl_40462/,10,155 - 1420m²,浦东  其他冀桥路700号  ,3.5,7.29,其他,,,,,,,5.0,1.0,5.0,0.0,0.0,0.0
1331,铭光商务楼,https://www.haozu.com/sh_xzl_10628/,2,60 - 107m²,长宁  中山公园昭化路51、351号  ,4.55,6.92,中山公园,,,,,,,27.0,2.0,27.0,26.0,0.0,7.0
1332,文广大厦,https://www.haozu.com/sh_xzl_10687/,20,15 - 1144m²,长宁  古北虹桥路13807、1386  ,11.53,7.31,古北,,42229m²,2.8,5,文广集团,42229,6.0,3.0,6.0,8.0,0.0,3.0
1333,东明广场,https://www.haozu.com/sh_xzl_11730/,2,150 - 159m²,浦东  八佰伴张杨路628弄2号  ,2.55,7.76,八佰伴,26.0,42000m²,2.7,2,上海心奇企业管理咨询有限公司，馨儿宝贝服饰礼品有限公司、利森通讯信息科技有限公司,42000,25.0,11.0,,19.0,1.0,2.0
1334,银城大厦,https://www.haozu.com/sh_xzl_2519/,1,1280m²,普陀  曹杨新村中山北路3620弄2号  ,4.0,5.16,曹杨新村,35.0,65000m²,3.85,,上海颜氏企业形象策划有限公司、上海聚原电子科技有限公司,65000,14.0,1.0,14.0,18.0,1.0,7.0
1335,尚品都汇,https://www.haozu.com/sh_xzl_1227/,9,157.2 - 328m²,长宁  北新泾通协路258号  ,4.7,4.63,北新泾,8.0,54713.1m²,4.25,7,,54713.1,9.0,1.0,,2.0,0.0,1.0
1336,SOHO天山广场,https://www.haozu.com/sh_xzl_23480/,105,230 - 1644.6m²,长宁  仙霞新村天山路1715号  ,6.93,7.31,仙霞新村,31.0,171154m²,3.2,T1栋10部T2栋8,,171154,27.0,7.0,27.0,15.0,1.0,9.0
1337,翔殷路81号,https://www.haozu.com/sh_xzl_30606/,1,833m²,杨浦  中原翔殷路81号  ,2.2,3.25,中原,,,,,,,2.0,1.0,2.0,2.0,0.0,0.0
1338,愚园路别墅,https://www.haozu.com/sh_xzl_17136/,1,380m²,长宁  江苏路地铁愚园路749弄  ,6.9,6.92,江苏路地铁,,,,,,,18.0,1.0,18.0,17.0,2.0,5.0
1339,汇映中心,https://www.haozu.com/sh_xzl_25821/,2,70m²,长宁  动物园虹梅路3337号  ,4.5,7.31,动物园,,,,,,,10.0,3.0,10.0,5.0,1.0,1.0
1340,壹丰广场,https://www.haozu.com/sh_xzl_2165/,3,320 - 1403.6m²,虹口  四川北路四川北路1363号  ,6.75,6.6,四川北路,35.0,76389m²,2.84,7,鸿安货运、信光会计事务所,76389,50.0,14.0,50.0,19.0,1.0,4.0
1341,世界广场,https://www.haozu.com/sh_xzl_17850/,25,108 - 1027m²,浦东  八佰伴浦东南路855号  ,6.98,7.76,八佰伴,38.0,63599m²,2.55,12,,63599,19.0,7.0,19.0,18.0,2.0,3.0
1342,汇亚大厦,https://www.haozu.com/sh_xzl_3383/,2,370m²,浦东  陆家嘴陆家嘴环路1233号  ,13.25,13.92,陆家嘴,37.0,78870m²,4.5,14,希森美康医用电子(上海)有限公司、狮城产业投资咨询(上海)有限公司、三菱日联咨询(上海)有限公司、香港路通资讯香港有限公司上海代表处有限公司、毕盛投资咨询,78870,14.0,2.0,14.0,5.0,1.0,2.0
1343,长城金融大厦,https://www.haozu.com/sh_xzl_1672/,44,67 - 289m²,卢湾  打浦桥打浦桥路15号  ,7.55,6.86,打浦桥,52.0,99491m²,,2,,99491,25.0,0.0,,26.0,1.0,9.0
1344,源创新天地中心,https://www.haozu.com/sh_xzl_18385/,10,null,卢湾  新天地源创新天地中心淡水路34...  ,,,,3.0,850m²,3.0,,,850,31.0,7.0,31.0,20.0,1.0,21.0
1345,吴中商务大厦,https://www.haozu.com/sh_xzl_17849/,1,199m²,闵行  虹桥吴中路1099号  ,3.2,4.84,虹桥,10.0,,4.3,2,,,10.0,3.0,10.0,11.0,0.0,0.0
1346,上海工程技术大学,https://www.haozu.com/sh_xzl_19787/,3,90 - 224m²,长宁  仙霞新村仙霞路350号  ,5.0,7.31,仙霞新村,,,,,,,16.0,1.0,16.0,14.0,0.0,6.0
1347,汇峰大厦,https://www.haozu.com/sh_xzl_2805/,7,116 - 208m²,徐汇  万体馆天钥桥路380弄  ,3.38,5.67,万体馆,13.0,7850m²,3.0,3,唯博投资管理公司,7850,21.0,4.0,21.0,33.0,1.0,4.0
1348,亚龙创业园,https://www.haozu.com/sh_xzl_40256/,68,302 - 12339.9m²,闸北  彭浦云欣路200弄  ,3.66,3.27,彭浦,,,,,,,8.0,1.0,8.0,4.0,1.0,2.0
1349,星汇广场一期,https://www.haozu.com/sh_xzl_23445/,20,76.4 - 1437m²,杨浦  新江湾城殷高东路735号  ,3.69,3.46,新江湾城,,,3.8,,,,4.0,3.0,4.0,0.0,1.0,0.0
1350,中润汇通大厦,https://www.haozu.com/sh_xzl_19951/,2,90 - 330m²,长宁  古北天山路300号  ,6.0,7.31,古北,,,,,,,9.0,0.0,9.0,10.0,1.0,7.0
1351,雷迪大厦,https://www.haozu.com/sh_xzl_3029/,3,30m²,长宁  天山路天山路780号  ,5.5,4.88,天山路,5.0,,3.5,2,,,28.0,11.0,,13.0,1.0,8.0
1352,大宁音乐广场H座,https://www.haozu.com/sh_xzl_33788/,63,183 - 1825m²,闸北  共和新路万荣路777号  ,5.26,4.33,共和新路,,27000m²,4,,阿科玛(中国)投资有限公司上海分公司\n亚太财产保险有限公司上海分公司\n卡拉威高尔夫贸易(上海)有限公司\n深圳市世联土地房地产评估有限公司上海分公司\n上海友而信市场信息咨询有限公司,27000,5.0,4.0,5.0,2.0,0.0,3.0
1353,华鑫天地,https://www.haozu.com/sh_xzl_2012/,11,431.9 - 609.6m²,徐汇  漕河泾田林路200号  ,6.06,4.78,漕河泾,9.0,58122m²,3.5,6,上海华鑫科技有限公司,58122,11.0,0.0,11.0,5.0,1.0,21.0
1354,华亭科技大厦,https://www.haozu.com/sh_xzl_40909/,45,101 - 1198m²,松江  九亭九经路18  ,2.4,2.24,九亭,,,,,,,9.0,2.0,9.0,10.0,0.0,0.0
1355,会德丰国际广场,https://www.haozu.com/sh_xzl_2499/,63,120.5 - 1312.6m²,静安  静安寺南京西路1717号  ,14.3,9.34,静安寺,61.0,100000m²,4.2,24,,100000,25.0,10.0,,24.0,1.0,4.0
1356,新衡公寓商务楼,https://www.haozu.com/sh_xzl_19675/,20,10m²,长宁  江苏路地铁昭化路508弄  ,23.7,6.92,江苏路地铁,,30000m²,,2,,30000,37.0,5.0,37.0,20.0,1.0,8.0
1357,汤臣商务中心大厦,https://www.haozu.com/sh_xzl_5077/,25,46 - 338m²,浦东  八佰伴张杨路188临  ,4.16,7.76,八佰伴,25.0,56000m²,3.9,7,上海汤臣金属有限公司、上海昊泰国际贸易有限公司、德国贝克曼化学公司、上海联展信息科技有限公司、上海宏润文化传播有限公司,56000,12.0,5.0,12.0,10.0,0.0,2.0
1358,通利园,https://www.haozu.com/sh_xzl_10957/,2,31.6 - 1300m²,虹口  临平路周家嘴路1010号近保定路  ,3.1,4.44,临平路,5.0,7119m²,3,5,欧阳投资管理有限公司、上海卓迅国际货运代理有限公司、南京智恒上海分公司,7119,48.0,2.0,48.0,11.0,1.0,5.0
1359,嘉定西站商务培训中心,https://www.haozu.com/sh_xzl_30048/,5,230 - 1900m²,嘉定  菊园新区胜辛路3285号  ,2.5,2.49,菊园新区,,,,,,,6.0,0.0,6.0,0.0,1.0,0.0
1360,盘古创业,https://www.haozu.com/sh_xzl_29198/,6,null,浦东  张江纳贤路800号B座一楼  ,,,,,,,,,,4.0,0.0,4.0,2.0,0.0,1.0
1361,船舶大楼,https://www.haozu.com/sh_xzl_13209/,3,64 - 183.6m²,杨浦  周家嘴路周家嘴路32513255号  ,3.2,5.31,周家嘴路,,,,,,,5.0,0.0,5.0,2.0,0.0,0.0
1362,绿地汇中心,https://www.haozu.com/sh_xzl_2574/,109,45 - 611m²,徐汇  龙华云锦路500号  ,5.71,6.2,龙华,20.0,88349m²,4.5,6,,88349,1.0,0.0,1.0,0.0,2.0,0.0
1363,光明大厦,https://www.haozu.com/sh_xzl_3683/,3,322 - 920m²,黄浦  外滩金陵东路2号  ,7.67,10.33,外滩,30.0,23070m²,3.5,6,"希亚克,日本快速有限公司上海代表处,知发国际货运代理(上海)有限公司",23070,32.0,17.0,32.0,20.0,1.0,6.0
1364,齐来科技园,https://www.haozu.com/sh_xzl_34810/,2,155 - 200m²,徐汇  漕河泾宜山路889号2号楼8楼  ,4.05,4.78,漕河泾,,,,,,,5.0,2.0,5.0,1.0,1.0,2.0
1365,漕河泾科技绿洲,https://www.haozu.com/sh_xzl_19839/,5,170 - 1355m²,松江  九亭莘砖公路518号  ,1.88,2.24,九亭,,240000m²,4.5,10,,240000,1.0,0.0,1.0,2.0,0.0,0.0
1366,国旅大厦,https://www.haozu.com/sh_xzl_1901/,10,79.9 - 129.9m²,静安  北京西路上海市北京西路1277号...  ,5.63,8.11,北京西路,20.0,15000m²,3.9,3,凌通广告、高威科技、现代先锋促销礼品、意大利阿柯玛公司代表处、香港百事活公司上海办事处,15000,33.0,9.0,33.0,29.0,0.0,6.0
1367,世贸商城,https://www.haozu.com/sh_xzl_2837/,77,18 - 554m²,长宁  仙霞新村延安西路2299号  ,5.9,7.31,仙霞新村,30.0,280000m²,4,10,企业名称：英特尔（中国）有限公司，所属行业：计算机/互联网/通信/电子、企业名称：智利领事馆及商务处，所属行业：政府/非赢利机构/其他、企业名称：赛磊那（上海）贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：智利领事馆及商务处，所属行业：专业服务/教育/培训、企业名称：爱世克私（上海）商贸有限公司，所属行业：贸易/消费/制造/营运、企业名称：三菱重工空调系统（上海）有限公司，所属行业：贸易/消费/制造/营运、企业名称：华新（中国）投资有限公司，所属行业：会计/金融/银行/保险、企业名称：爱世克私（上海）商贸有限公司，所属行业：贸易/消费/制造/营运、企业名称：盈达电子商务软件系统（上海，所属行业：计算机/互联网/通信/电子、企业名称：鸿霖国际货运代理（上海）有限，所属行业：贸易/消费/制造/营运,280000,8.0,3.0,8.0,14.0,1.0,7.0
1368,旺旺大厦,https://www.haozu.com/sh_xzl_11347/,6,220 - 1132.1m²,静安  南京西路石门一路211号  ,7.67,8.86,南京西路,20.0,30000m²,4,4,上海仲加通商贸咨询有限公司、上海合成发电机有限公司,30000,30.0,14.0,30.0,27.0,3.0,17.0
1369,高宝新时代广场,https://www.haozu.com/sh_xzl_10842/,6,111.6 - 256.6m²,虹口  四川北路四川北路1666号  ,5.84,6.6,四川北路,28.0,49379m²,3.35,4,华达进出口有限公司、新贸海国际集装箱储运有限公司,49379,33.0,9.0,33.0,11.0,1.0,4.0
1370,稷下大厦,https://www.haozu.com/sh_xzl_23842/,1,156m²,虹口  凉城水电路1422号  ,4.0,4.38,凉城,,,,,,,30.0,1.0,30.0,3.0,0.0,0.0
1371,远洋财富中心,https://www.haozu.com/sh_xzl_17695/,1,49m²,浦东  外高桥外高桥保税区5号门海关...  ,3.5,2.96,外高桥,,59990m²,3.5,4,,59990,3.0,0.0,3.0,0.0,0.0,1.0
1372,长鑫大厦,https://www.haozu.com/sh_xzl_12871/,1,640m²,徐汇  襄阳南路长乐路1219号  ,4.5,5.64,襄阳南路,18.0,14400m²,3,2,企业名称：建设银行，所属行业：计算机/互联网/通信/电子、企业名称：金华市信托投资股份有限公司，所属行业：会计/金融/银行/保险、企业名称：上海众毅经贸咨询发展有限公司，所属行业：贸易/消费/制造/营运、企业名称：华申智能卡应用系统有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海市计量协会，所属行业：政府/非赢利机构/其他,14400,21.0,2.0,21.0,22.0,0.0,4.0
1373,东华大学国家大学科技园,https://www.haozu.com/sh_xzl_3373/,119,15 - 860m²,长宁  北新泾长宁区金钟路658号(近福...  ,4.53,4.63,北新泾,6.0,109690m²,3.5,1,上海湘轩土菜馆(漕宝路店)、上海宏图三胞(桂林店)、迪欧咖啡(桂林路店）、桂林路客票代售点、,109690,12.0,3.0,12.0,3.0,1.0,2.0
1374,中国船舶大厦,https://www.haozu.com/sh_xzl_12394/,3,219.8 - 296m²,浦东  陆家嘴浦东大道1号  ,8.8,13.92,陆家嘴,24.0,48476m²,3.6,13,比利时联合银行上海分行、恒生银行、上海中船长兴建设发展有限公司、西门子（中国）有限公司、上海中望实业有限公司、中国船舶工业集团公司、,48476,24.0,1.0,24.0,14.0,0.0,2.0
1375,张江润和国际总部园,https://www.haozu.com/sh_xzl_12369/,2,695 - 1806.2m²,浦东  张江张衡路1000弄  ,4.65,4.68,张江,,91454m²,,1,,91454,1.0,0.0,1.0,0.0,0.0,1.0
1376,红星世贸大厦,https://www.haozu.com/sh_xzl_2661/,2,150 - 290m²,普陀  长风新村怒江北路598号  ,4.05,5.04,长风新村,29.0,30000m²,3,3,上海精远财务咨询有限公司、神州数码通用软件（上海）有限公司,30000,16.0,0.0,16.0,2.0,0.0,4.0
1377,上海国际设计中心,https://www.haozu.com/sh_xzl_1554/,1,100m²,杨浦  四平路杨浦区国康路100号  ,4.3,4.22,四平路,25.0,46000m²,4.4,4,"企业名称：上海申标建筑设计有限公司，所属行业：房地产/建筑、企业名称：舟山市规划设计院，所属行业：房地产/建筑、企业名称：上海同济设计院四所，所属行业：房地产/建筑、企业名称：上海朗诗集团研发设计部，所属行业：房地产/建筑、企业名称：上海同济设计院，所属行业：房地产/建筑""}]",46000,8.0,0.0,8.0,2.0,1.0,6.0
1378,金嘉商务广场,https://www.haozu.com/sh_xzl_2510/,171,27 - 800m²,嘉定  新城天祝路789弄  ,1.59,2.07,新城,16.0,73028m²,3.6,6,,73028,5.0,1.0,5.0,2.0,0.0,1.0
1379,启华大厦,https://www.haozu.com/sh_xzl_16681/,3,203 - 204m²,徐汇  淮海西路淮海中路1375号  ,6.3,10.3,淮海西路,24.0,12000m²,3.8,3,阿拉伯埃及共和国驻上海总领事馆,12000,22.0,6.0,22.0,21.0,2.0,5.0
1380,陇盛大厦,https://www.haozu.com/sh_xzl_3575/,3,85 - 320m²,闵行  春申春申路1955号  ,2.53,2.85,春申,18.0,7100m²,3.5,2,北京译祚翻译有限公司、北京双子信息咨询有限公司、北京盛邦凯路人力资源顾问有限公司,7100,4.0,0.0,4.0,1.0,0.0,1.0
1381,复地万科活力城,https://www.haozu.com/sh_xzl_3310/,11,115 - 350m²,浦东  御桥沪南路2419号  ,4.39,3.53,御桥,14.0,1100000m²,,,,1100000,3.0,2.0,3.0,2.0,0.0,1.0
1382,凯滨国际大厦,https://www.haozu.com/sh_xzl_12999/,10,720 - 1700m²,徐汇  龙华龙华路2260临  ,10.13,6.2,龙华,10.0,48869.60m²,4.2,,,48869.60,15.0,1.0,15.0,12.0,1.0,1.0
1383,嘉宁国际大厦,https://www.haozu.com/sh_xzl_30956/,20,107 - 1109.2m²,长宁  江苏路地铁延安西路500号  ,8.87,6.92,江苏路地铁,31.0,31788m²,,6,,31788,21.0,1.0,21.0,23.0,1.0,5.0
1384,上投盛银大厦,https://www.haozu.com/sh_xzl_3524/,14,274 - 705.7m²,浦东  张江银冬路122号盛夏路666号  ,4.65,4.68,张江,10.0,53795m²,4.5,3,,53795,2.0,0.0,2.0,0.0,0.0,0.0
1385,悦舜959生活广场,https://www.haozu.com/sh_xzl_16621/,1,100m²,闸北  大宁路万荣路959号  ,2.3,4.91,大宁路,,,3.5,1,,,6.0,1.0,6.0,4.0,0.0,3.0
1386,古北大厦,https://www.haozu.com/sh_xzl_10537/,14,463.4 - 1507m²,长宁  古北虹桥路1452号  ,8.66,7.31,古北,,,,,,,10.0,3.0,10.0,14.0,1.0,6.0
1387,近铁B站,https://www.haozu.com/sh_xzl_18898/,4,null,普陀  长寿路昌化路926号3楼  ,,,,,,,,,,18.0,5.0,18.0,14.0,1.0,2.0
1388,虹口·绿地新都会,https://www.haozu.com/sh_xzl_35229/,67,85 - 8163m²,虹口  江湾场中路685弄128号  ,4.0,4.38,江湾,,,,,,,8.0,0.0,8.0,5.0,0.0,0.0
1389,建发大厦,https://www.haozu.com/sh_xzl_17116/,10,null,卢湾  淮海中路柳林路150号  ,,,,7.0,32450m²,,3,卢湾区建设发展总公司,32450,35.0,15.0,35.0,18.0,1.0,21.0
1390,索菲亚商务大厦,https://www.haozu.com/sh_xzl_10665/,14,370.4 - 740.8m²,长宁  北新泾通协路555号  ,4.0,4.63,北新泾,,,,,,,1.0,0.0,1.0,3.0,0.0,2.0
1391,华盛科技园,https://www.haozu.com/sh_xzl_29447/,47,62.3 - 2810.8m²,浦东  张江张衡路1999弄  ,4.79,4.68,张江,5.0,,2.8,2,,,0.0,0.0,,3.0,0.0,0.0
