,buildingN,store_num,store
515,世博宝钢大厦,4.0,"[7-ELEVEN便利店(招商局店)@(121.49275,31.18807), 7-11便利店@(121.492926,31.187788), 良友(世博展览馆店)@(121.496427,31.188065), 良友金伴便利店(国展路店)@(121.496546,31.189272)]"
516,联峰汇,27.0,"[罗森便利店(华山路店)@(121.443799,31.203045), 全家便利店(乐山路)@(121.439094,31.2025), 正大优鲜便利店超市@(121.437681,31.198085), 上海市第二食品商店@(121.434796,31.204192), 喜士多便利店(虹番门市)@(121.434426,31.19966), 711便利店(城开店)@(121.438268,31.200121), 快客便利店(万顺店)@(121.439677,31.202561), 罗森便利店(圣爱大厦店)@(121.44346,31.198258), 罗森便利店(番禺路店)@(121.434991,31.204202), 快客便利店(上实店)@(121.444164,31.198896), 良友金伴便利店(徐虹北路)@(121.436866,31.199845), 全家便利店(华山路二店)@(121.441498,31.204572), 豪脉便利@(121.437472,31.198797), 快客(No.5432)@(121.442137,31.204135), 好德便利(NO259店)@(121.436007,31.198487), 好德便利(乐山店)@(121.439746,31.202561), 罗森便利店(广元西路12号店)@(121.442616,31.204007), 快客便利店(番虹店)@(121.434584,31.201396), 番禺食品商店@(121.435729,31.205739), 罗森便利店(东方曼哈顿店)@(121.439906,31.197816), 711便利店(广元西路店)@(121.440593,31.202529), 快客便利店@(121.434885,31.203781), 上海市徐汇区沙路食品商店@(121.440563,31.202168), 光明便利(淮海西店)@(121.435919,31.20546), feiler(东方商厦漕溪北路)@(121.44398,31.199307), 盛旗便利店@(121.438699,31.201064), ABYSS(东方商厦漕溪北路)@(121.443982,31.199273)]"
517,企业广场,30.0,"[家乐福@(121.464146,31.250855), 全家便利店@(121.463493,31.253489), 全家便利店(梅园路店)@(121.463462,31.24968), 全家便利店(天目西路二店)@(121.464858,31.252519), 罗森便利店(站太店)@(121.461359,31.250041), 罗森便利店@(121.460113,31.253745), 全家便利店(上海火车站店)@(121.46253,31.253455), 罗森便利店(太阳城店)@(121.463679,31.24913), 全家便利店(秣陵路店)@(121.459731,31.253898), 罗森便利店(嘉里不夜城2号店)@(121.462986,31.251092), 好德便利(天目西路一店)@(121.45917,31.251749), 好德便利(天目中路店)@(121.467721,31.251413), 喜士多便利店(上海现代交通商务大厦)@(121.463322,31.247539), 快客便利店(秣陵店)@(121.465396,31.254022), 7-11便利店@(121.463566,31.253438), 快客便利店(no.5356)@(121.465004,31.245687), 可的便利店(秣陵店)@(121.465792,31.25402), 爱民水果便利店@(121.465615,31.2493), 快客(天盛店)@(121.467106,31.252198), 吉泰便利店@(121.463359,31.253163), 依苹园便利店@(121.462515,31.252584), 天鹭便利店@(121.464264,31.253739), 小华园商店@(121.461916,31.254168), 海淘屋@(121.459551,31.254185), 易士多(长安大厦店)@(121.45871,31.251434), 好友便利店@(121.461916,31.254168), 玲娟便利店@(121.461916,31.254168), 良友超市(南苏州路)@(121.467712,31.246095), 罗森(闸北广场店)@(121.464989,31.252899), 竹龙超市-上海特产@(121.463378,31.253529)]"
518,紫竹国际大厦,12.0,"[全家便利店(嘉里城店)@(121.56959,31.218484), 全家便利店(梅花路店)@(121.567618,31.217117), 全家便利店(银霄路店)@(121.564136,31.213811), 喜士多便利店(上海新国际博览中心店)@(121.572191,31.218349), 全家便利(上海新国际博览中心)@(121.572603,31.213788), 喜多便利超市@(121.567695,31.214416), 维衡生(嘉里城店)@(121.569799,31.218472), 维迈上海梅花路店@(121.566611,31.216822), 全家便利店(博览中心W3馆)@(121.572198,31.215642), 富泽商店@(121.569638,31.218848), 喜多便利超市(石楠路)@(121.567751,31.214527), Ole'@(121.570937,31.218361)]"
519,上海华电大厦,4.0,"[7-ELEVEN便利店(招商局店)@(121.49275,31.18807), 7-11便利店@(121.492926,31.187788), 良友(世博展览馆店)@(121.496427,31.188065), 良友金伴便利店(国展路店)@(121.496546,31.189272)]"
520,宁谷商务大厦,16.0,"[易家便利店@(121.408267,31.139331), 圆廊商店@(121.414406,31.145331), 苹果商店@(121.415663,31.146645), 锦云商店@(121.4149,31.144208), 锦江乐园-小卖部@(121.416139,31.146576), 益源杂货店@(121.41853,31.142016), 永兴综合商店@(121.408491,31.146315), 快乐商店@(121.41526,31.145114), 过山车商店@(121.416651,31.146097), 南方便利店@(121.408507,31.139464), 急流商店@(121.414899,31.14592), 锦乐便利@(121.417184,31.147089), 锦鸿便利店(益文路)@(121.417984,31.142865), 农工商@(121.418284,31.142675), 优客@(121.41257,31.14187), 自贸区进口商品直销中心@(121.408918,31.140262)]"
521,武康庭,7.0,"[罗森便利店(湖南路店)@(121.449575,31.213861), 兴泰综合商店@(121.443005,31.214135), 快客便利店(吴兴店)@(121.449866,31.210327), aloha daily Shop进口食品便利店@(121.446455,31.214642), 阜康百货商店@(121.447461,31.216188), 乐乐综合商店@(121.445202,31.209092), 云晓辉食品商店@(121.445154,31.216643)]"
522,蓝天大厦,27.0,"[全家便利店(翔殷路店)@(121.524905,31.307425), 全家便利店(国济店)@(121.522904,31.307178), 全家(国定东路店)@(121.527048,31.303167), 捷强烟酒专卖店@(121.527432,31.302644), 全家便利店(国定路三店)@(121.518947,31.300677), 良友金伴便利店(政化路店)@(121.517602,31.299205), 快客便利店(no.5118)@(121.52468,31.307773), 快客便利店(no.6960)@(121.527017,31.30337), 文捷便利店@(121.527528,31.299904), 快客便利店(国兴店)@(121.522882,31.299343), 好德便利店(国宾店)@(121.518562,31.307403), 雯雯食品综合商店@(121.519471,31.299388), 好客便利店@(121.518952,31.29984), 台荷便利店@(121.518307,31.307786), 新欣荣绸布店@(121.519031,31.304366), 欢新便利店@(121.523419,31.299552), 全家FamilyMart@(121.519087,31.300484), COVALS(东方商厦杨浦店)@(121.522686,31.303843), 便利店权权食品综合商店@(121.521266,31.299869), 光明便利店@(121.518086,31.30012), 良友金伴便利店(国宾路)@(121.51855,31.307411), 联华便利(金储店)@(121.527039,31.303413), 罗森便利店(五角场店)@(121.52119,31.304502), blt@(121.525184,31.305717), (鸿记)纳米生活@(121.522059,31.307464), 春缘食品综合商店@(121.527823,31.303155), 生活鲜超@(121.522176,31.307635)]"
523,凯德龙之梦,31.0,"[全家便利店(莘松路二店)@(121.381202,31.114016), 全家便利店(莘建2店)@(121.388872,31.114853), 罗森便利店(闵行中心医院店)@(121.38178,31.113902), 好德便利(莘浜店)@(121.381598,31.109532), 好德便利(莘中店)@(121.383611,31.110505), 喜士多便利店@(121.38515,31.116319), 迪亚天天(NO.5270)@(121.382309,31.110051), 良友金伴便利店(莘浜路)@(121.384088,31.110935), 金银霄便利店@(121.388982,31.11704), 好德便利(莘东店)@(121.381442,31.118546), 莘庄万浩综合商店@(121.387922,31.114181), 良友金伴便利店(莘浜路380弄小区北)@(121.381408,31.109458), 九宇小卖部@(121.379911,31.110561), 莘庄三莘综合商店@(121.385301,31.111276), 良友(闵行莘建东店)@(121.388429,31.115333), 快客便利店(长屿店)@(121.38452,31.117522), 恒安百货商店@(121.383591,31.111005), 芙蓉兴盛便利超市@(121.384597,31.109692), 冬虫夏草便利概念店@(121.381059,31.117696), 上海市闵行区满红综合商店@(121.385165,31.110224), 惠友便利店@(121.385902,31.110741), 闵行区建筑工程有限公司综合商店(闵0138)@(121.388685,31.113774), 云水涧莘东便利店@(121.385993,31.110533), 龙珠便利店@(121.386201,31.112363), 若谷@(121.384476,31.113854), 光明便利店(莘建东路店)@(121.389684,31.115631), 青本便利店@(121.383963,31.118244), 上海闵行(莘庄志圩百货店)@(121.382209,31.116368), 美添生活便利小超市(莘庄店)@(121.38591,31.112468), 莘南烟糖商店@(121.384795,31.109882), 农副产品直销店@(121.38324,31.116338)]"
524,中建时代广场,10.0,"[全家便利店(高科西路站店)@(121.516563,31.191193), 迪亚天天老大昌齐河路店@(121.519976,31.188097), 喜士多便利店(尚博店)@(121.516968,31.194312), 快客便利店(丰华园店)@(121.516666,31.194283), 沂林综合商店@(121.514225,31.193331), 博园便利店@(121.517358,31.189647), 汪胖子丽丽杂货店@(121.521133,31.189112), 宾乐多便利店@(121.518486,31.19506), 艺星便利超市@(121.511886,31.19516), 小东北文具便利超市@(121.515966,31.196116)]"
525,虹桥国际商务花园,6.0,"[全家便利店(协和二店)@(121.358385,31.236492), 711便利店(统一总部店)@(121.359805,31.237194), 临空综合联动中心@(121.361264,31.238099), 罗森便利店(临新路店)@(121.35672,31.239841), 光明便利@(121.361227,31.232507), 7-ELEVEn(统一总部店)@(121.359682,31.237068)]"
526,尼克大楼,6.0,"[旺仔便利店@(121.40251,31.193575), 全家便利店(虹许路店)@(121.399702,31.194055), 全家便利店(虹梅路NO.5)@(121.394881,31.192121), 上海长宁区哈鲁便利店@(121.404564,31.197901), 乐园@(121.401719,31.197952), 仁师傅台湾食品@(121.401776,31.197934)]"
527,由由世纪广场,8.0,"[全家便利店(峨山店)@(121.537866,31.223445), 罗森便利店(峨山路店)@(121.538066,31.223231), 全家便利店(上海锦康路店)@(121.542264,31.219172), 711便利店(杨高店)@(121.539013,31.224192), 罗森便利店@(121.545472,31.222649), 全家便利店(由由世纪广场店)@(121.540845,31.223976), 可的便利店(汉庭店)@(121.539808,31.222036), 明亮便利店@(121.537475,31.222103)]"
528,金天地国际大厦,42.0,"[全家便利店(淮海中路四店)@(121.486514,31.231048), 罗森便利店(云南南路店)@(121.488162,31.232478), 全家便利店(方斜路店)@(121.4906,31.225978), 全家便利店(云南南路二店)@(121.48867,31.230922), 好德便利(淮海东路店)@(121.489386,31.232609), 全家便利店(复兴中路店)@(121.48763,31.224267), 罗森便利店(普安路店)@(121.484827,31.229132), 良友(方浜中路店)@(121.492168,31.228286), 全家便利店(淮海中华店)@(121.49017,31.231479), 光明便利(NO.141店)@(121.492807,31.228702), 迪亚天天(No.5198店)@(121.489547,31.229086), 寅乐日用杂货@(121.489016,31.230461), 易捷便利店(人民路店)@(121.489212,31.230434), 凤凤烟杂店@(121.487005,31.225066), 子璇便利店@(121.488496,31.232748), 欣怡便利店@(121.494342,31.226998), 快客便利店@(121.487347,31.22596), 快客便利店(方浜西路店)@(121.489555,31.227316), 淮海公园-便利店@(121.484332,31.229571), 花梦烟杂店@(121.494571,31.22479), 林盛杂货店@(121.488743,31.232963), 凤凰百货商店@(121.489299,31.227023), 福华泰e易购超便利@(121.492642,31.224811), 卢湾区诚诚杂货店@(121.487807,31.225734), 连浩便利店@(121.488603,31.229511), 益康食品店@(121.488749,31.228415), 金荣百货店@(121.492739,31.227546), 永跃杂货店@(121.48797,31.225386), 新乐粮食商店@(121.487991,31.232711), 鼎兴杂货店@(121.491547,31.22793), 阳光商店(寿宁路店)@(121.48804,31.22926), 和路雪冷饮批发@(121.490838,31.227534), 云雪食品商店@(121.488222,31.232407), 黄浦区群艺烟杂商店@(121.489297,31.232903), 天政便利@(121.493571,31.226357), 芳桥杂货店@(121.493931,31.226581), 宏业杂货店@(121.48616,31.224299), 美文杂货店@(121.49161,31.227871), 应晓烟杂店@(121.487204,31.225076), 伟盛烟杂店@(121.488557,31.227226), 裕茂烟杂商店@(121.488743,31.226862), 艳艳杂货店@(121.488504,31.225374)]"
529,华虹国际大厦,84.0,"[全家便利店(四川北路店)@(121.491802,31.251881), 全家便利店(壹丰广场店)@(121.491814,31.257987), 711便利店(汉阳路店)@(121.497282,31.254712), 711便利店(海宁路店)@(121.494437,31.256922), 罗森便利店(第一人民医院店)@(121.495966,31.258253), 罗森便利店@(121.497681,31.255094), 好德便利(书城店)@(121.492785,31.256742), 好德便利(宁浦店)@(121.493663,31.255519), 好德便利(塘沽店)@(121.493682,31.254003), 罗森便利店(昆山路店)@(121.492235,31.254967), 快客便利店(昆山店)@(121.495214,31.255444), 罗森(四川北路店)@(121.491669,31.254513), 快客便利店(壹丰广场店)@(121.490252,31.257955), 便利店@(121.488636,31.250224), 快客便利店(吴淞路店)@(121.495337,31.256609), 易购(乍浦路店)@(121.493572,31.25583), 711便利店(上海兴旺国际服装城店)@(121.489693,31.251345), 振兴杂货店@(121.493994,31.252891), 罗森(武进店)@(121.491875,31.257531), 好德便利店(西潼店)@(121.489846,31.250481), 快客(天潼路店)@(121.488066,31.249693), 百星便利店@(121.497,31.256724), 光明里@(121.488028,31.256503), 快捷健便利店(中信店)@(121.49108,31.254131), 光明便利NO.1055@(121.487907,31.25055), 快客便利店(武昌店)@(121.495124,31.252649), 联富便利店@(121.488601,31.249755), 可可便利店@(121.488586,31.252909), 易捷便利店(南苏州路店)@(121.492795,31.249311), 兴旺便利店@(121.489745,31.250867), 快客龙便利店(NO.008)@(121.491434,31.257837), 虹口区鑫峰百货商店@(121.495175,31.255434), 虹口区海燕食品店@(121.498122,31.257473), 新七浦小卖铺@(121.488447,31.251328), 上海市虹口区凌凌杂货店@(121.492395,31.258454), 好德便利店(峨嵋店)@(121.498195,31.253553), 新光明便利店@(121.49452,31.251387), 徐记烟杂店@(121.489968,31.257668), 上海市虹口区昆三杂货店@(121.491881,31.254867), 虹口区小广东杂货店@(121.490768,31.250704), 壹家便利店@(121.489649,31.250104), 虹口区金红杂货店@(121.497847,31.250686), 虹口区荣泰杂货店@(121.498286,31.252573), 可可便利店@(121.487888,31.257298), 快捷健便利店@(121.490928,31.254238), 上海市虹口区盛盛烟杂店@(121.498042,31.257223), 喜多便利店@(121.497827,31.253603), 上海市虹口区华业便利店@(121.496843,31.256855), 上海市虹口区龙昌烟杂店@(121.490284,31.252734), 上海市虹口区金日杂货店@(121.495369,31.25396)]"
530,企业总部园区,12.0,"[全家便利店(平阳路店)@(121.415586,31.149004), 全家便利店(锦园店)@(121.419886,31.14775), 快客便利店(虹梅路店)@(121.416974,31.147472), 可的便利店(平阳店)@(121.416288,31.149525), 苹果商店@(121.415663,31.146645), 锦江乐园-小卖部@(121.416139,31.146576), 快客便利店(锦江店)@(121.419099,31.147099), 徐汇江安便利店@(121.42227,31.154896), 古美永顺便民店@(121.415211,31.149269), 锦乐便利@(121.417184,31.147089), 樱花便利超市@(121.420095,31.152072), 名烟名酒便利超市@(121.416507,31.149597)]"
531,尚凯商务大厦,22.0,"[喜士多便利店(霍山路)@(121.531612,31.269305), 全家便利店(江浦路店)@(121.52868,31.272625), 好德便利(双辽店)@(121.524353,31.276752), 小黎便利店@(121.533512,31.274498), 利华综合商店(许昌路店)@(121.523726,31.272296), 可的便利店(NO.156)@(121.53328,31.271706), 春林食品店@(121.523639,31.275938), 好德便利(江浦店)@(121.530794,31.268516), 永鑫综合商店@(121.532088,31.269308), 好德便利(星洲店)@(121.526967,31.274392), 一家食品店@(121.525073,31.276088), 为民日用杂品商店@(121.52433,31.276609), 霍山粮油食品综合商店@(121.533969,31.270236), 易购便利店(no.068)@(121.530741,31.273378), 雍华综合商店@(121.53252,31.274822), 诚乐食品商店@(121.532104,31.273814), 东海百货店@(121.532149,31.276394), 喜又多日用商店@(121.524349,31.274177), 齐新食品商店@(121.532778,31.27012), 天同便利@(121.524069,31.276403), e易购便利@(121.524885,31.276475), 百果园(现代星洲城店)@(121.528312,31.272986)]"
532,虹桥正荣中心,8.0,"[良友金伴便利店(华美东店)@(121.338309,31.226023), 华武百货商店@(121.335324,31.227729), 润都便利店@(121.331727,31.227944), 同公百货商店@(121.338306,31.226174), 心成杂货店@(121.338351,31.227919), 华漕劳防商店@(121.335023,31.228425), 小沈综合经营部@(121.338185,31.226096), 华漕副食品综合商店@(121.337876,31.226561)]"
533,燎申国际大厦,12.0,"[全家便利店(吴中路店)@(121.395928,31.183914), 快客便利店(吴梅店)@(121.394517,31.182918), 好德便利(环镇南路店)@(121.395814,31.179847), 快客便利店@(121.39342,31.184223), 光明里(NO.253店)@(121.3975,31.179965), 快客便利店(紫秀店)@(121.38878,31.185478), 快客便利店(no.5301)@(121.391749,31.185147), 小松鼠手机便利店@(121.391769,31.185245), 华氏便利@(121.392581,31.182948), 上海民虹便利店@(121.3978,31.182511), 虹桥镇荣华综合商店@(121.39805,31.185065), 光明牛奶批发零售@(121.398072,31.185228)]"
534,静安创展中心,38.0,"[全家便利店(长寿路NO.5)@(121.444393,31.247376), 全家便利店(安运路NO.2)@(121.453021,31.248393), 全家便利店(海防二店)@(121.448899,31.243044), 罗森便利店(西康路店)@(121.448383,31.247057), 全家便利店(新会路店)@(121.445832,31.245861), 罗森便利店(新会路店)@(121.450474,31.249209), 光明便利店(长海大厦南)@(121.452777,31.247837), 快客便利店(no.5408)@(121.453448,31.242272), 迪亚天天(安远店)@(121.449782,31.24632), 全家便利店(江宁路四店)@(121.454413,31.245367), 好德便利(余姚店)@(121.444217,31.241513), 迪亚天天(余姚店)@(121.444141,31.241539), 好德（便利店）@(121.445924,31.245299), 喜士多便利店(长寿1店)@(121.445421,31.248463), 好德便利(鼎鑫店)@(121.450806,31.242348), 快客便利店(西康店)@(121.44964,31.244776), 快客便利店(新丰小区北)@(121.445907,31.244049), 好德便利店@(121.446834,31.243409), 好德便利(安远店)@(121.448924,31.246255), 漂亮杂货店@(121.454795,31.242741), 良友金伴便利店(胶州路)@(121.444575,31.243198), 恒笙商务便利店@(121.446095,31.241429), 光明便利(海防路店)@(121.451668,31.244364), 捷强241@(121.445912,31.245276), 快客(安远一店)@(121.445923,31.244057), 便利百货店@(121.449568,31.248067), 光明便利店@(121.447168,31.247843), 强磊杂货店@(121.450897,31.242648), GZ便利店@(121.449782,31.242646), 锡全便利店@(121.444135,31.242936), 蔚顺冷饮批发@(121.44988,31.246092), 欣熠杂货店@(121.444523,31.243255), 欣苑杂货店@(121.447447,31.247358), 联华便利华顺店@(121.445104,31.247055), 燃气电动车自行车配件批发部@(121.449717,31.245147), 开开(西康路店)@(121.449817,31.244523), 西选食集@(121.447152,31.248406), 上海牡丹烟店@(121.445953,31.247898)]"
535,绿地能源大厦,16.0,"[全家便利店(翔殷路店)@(121.524905,31.307425), 全家便利店(国济店)@(121.522904,31.307178), 全家(国定东路店)@(121.527048,31.303167), 捷强烟酒专卖店@(121.527432,31.302644), 快客便利店(no.5118)@(121.52468,31.307773), 快客便利店(no.6960)@(121.527017,31.30337), 快客便利店(梅花村西北)@(121.530712,31.308069), 光明便利(香阁丽苑东)@(121.531564,31.304666), 上海市杨浦区仲发食品综合商店@(121.529082,31.308338), 军祥综合商店@(121.531357,31.308453), COVALS(东方商厦杨浦店)@(121.522686,31.303843), 通信便利店@(121.525749,31.307998), 联华便利(金储店)@(121.527039,31.303413), blt@(121.525184,31.305717), 春缘食品综合商店@(121.527823,31.303155), 杨浦区宝研食品店@(121.524746,31.308238)]"
536,徐汇苑大厦,14.0,"[罗森便利店(徐汇苑店)@(121.44955,31.185135), 全家便利店(上海游泳馆站店)@(121.446949,31.1856), 全家便利店(凯旋南路店)@(121.444999,31.182723), 可的便利店(体育场店)@(121.450923,31.188189), 光明里@(121.449592,31.180903), 快客龙超市(No.002)@(121.451364,31.186148), 利民杂货店@(121.455041,31.188883), 友邻便利店@(121.451215,31.1822), 汇金便利店@(121.454126,31.184265), 科华综合商店@(121.451355,31.186186), 华富便利店@(121.448434,31.182977), 金苹果果业便利连锁@(121.454239,31.189661), 芙蓉兴盛便利超市(NO.沪0055)@(121.454793,31.189469), 上海奥林匹克俱乐部商场@(121.445912,31.186448)]"
537,同乐坊,35.0,"[全家便利店(海防二店)@(121.448899,31.243044), 罗森便利店(西康路店)@(121.448383,31.247057), 全家便利店(新会路店)@(121.445832,31.245861), 快客便利店(no.5408)@(121.453448,31.242272), 粮油平价店@(121.455348,31.238913), 迪亚天天(安远店)@(121.449782,31.24632), 全家便利店(江宁路四店)@(121.454413,31.245367), 好德（便利店）@(121.445924,31.245299), 好德便利(鼎鑫店)@(121.450806,31.242348), 罗森便利店(海防路)@(121.455471,31.245858), 快客便利店(西康店)@(121.44964,31.244776), 迪亚天天(康定2店)@(121.454814,31.24055), 快客便利店(新丰小区北)@(121.445907,31.244049), 快客便利店(常德路)@(121.449466,31.238575), 快客便利店(no.5229)@(121.45519,31.24294), 好德便利店@(121.446834,31.243409), 好德便利(安远店)@(121.448924,31.246255), 漂亮杂货店@(121.454795,31.242741), 可的便利店(海昌店)@(121.455484,31.246177), 好德(武定店)@(121.455115,31.239051), 恒笙商务便利店@(121.446095,31.241429), 光明便利(海防路店)@(121.451668,31.244364), 捷强241@(121.445912,31.245276), 快客(安远一店)@(121.445923,31.244057), 易捷便利店(陕西北路)@(121.456048,31.241323), 便利店@(121.455758,31.238293), 强磊杂货店@(121.450897,31.242648), 泳林百货商店@(121.455967,31.245453), GZ便利店@(121.449782,31.242646), 蔚顺冷饮批发@(121.44988,31.246092), 全家便利店(昌平路站店)@(121.449737,31.239573), 燃气电动车自行车配件批发部@(121.449717,31.245147), 开开(西康路店)@(121.449817,31.244523), 惠昌百货店@(121.453001,31.240807), 申凡食品店@(121.455521,31.245148)]"
538,虹桥世家花园写字楼,19.0,"[7-ELEVEn(凯旋店)@(121.422678,31.223572), 快客便利店(no.955)@(121.41953,31.22317), 罗森便利店@(121.416329,31.222868), 光明便利(光复西店)@(121.413285,31.227952), 711便利店(雅仕店)@(121.422518,31.221723), 全家便利店(长宁路六店)@(121.416637,31.222941), 全家便利店(长宁店)@(121.421198,31.224096), 全家便利店(长宁三店)@(121.421972,31.223488), 兴达百货商店(汇川路店)@(121.42213,31.22601), 便民烟杂店@(121.421392,31.226711), 良友长宁店@(121.414286,31.22331), 快客@(121.41756,31.225807), Hi Mart@(121.422612,31.226401), Seven Days(龙之梦店)@(121.423157,31.225293), 钟祥人家干货便利店@(121.417136,31.229827), 东方便利店(No.003)@(121.42215,31.226023), 中山公园-小卖部@(121.422481,31.228564), 社区便利店@(121.414699,31.223914), 易购超市@(121.422831,31.226067)]"
539,裕景国际商务广场B座,28.0,"[全家便利店(崂山路四店)@(121.52266,31.243948), 全家便利店(航运大厦店)@(121.531351,31.245736), 喜士多便利店(浦东大道二店)@(121.52657,31.247292), 迪亚天天便利店(崂山东店)@(121.523111,31.243671), 迪亚今天@(121.52313,31.243678), 晨光文具手机便利店@(121.524821,31.243043), 全家便利店(保利广场店)@(121.524181,31.249261), 迪亚天天(浦东大道店)@(121.531342,31.245805), 良友金伴便利店(NO.833店)@(121.529053,31.244154), 春风便利店@(121.531022,31.246848), 星火日夜商店(崂山路店)@(121.523148,31.243577), 罗森便利店(国际航运店)@(121.531321,31.244842), 可的便利店(NO.10577)@(121.52533,31.242702), 强强日用杂货商店@(121.522122,31.242892), 快客便利店(昌邑店)@(121.528854,31.24771), 如意便利店@(121.530306,31.247327), 金鑫便利店@(121.524944,31.244662), 同余祥便利店@(121.522065,31.24401), 荣成便利店@(121.524194,31.247203), 尹记杂货店@(121.530821,31.245383), 友谊便利店(栖霞路店)@(121.530697,31.245066), 伟清杂货店@(121.523151,31.243916), 云南便利店@(121.529023,31.244393), 浦东新区文沣便利店@(121.530547,31.244973), 爱钧便利店@(121.529955,31.24734), 芸峰综合商店@(121.523322,31.24567), 忠诚便利店@(121.532,31.244038), 都灵·优果乐@(121.527961,31.247706)]"
540,鑫桥创意园,5.0,"[好德便利(银山店)@(121.585644,31.249609), 金口便利店@(121.586506,31.252574), 好德便利(金杨店)@(121.58238,31.253677), 快客便利店(灵山路)@(121.577813,31.248036), 大祥绸布店@(121.581928,31.253554)]"
541,东方国际科技大厦,21.0,"[全家便利店(松林路店)@(121.540739,31.233296), 光明便利(NO160店)@(121.53473,31.226372), 快客便利店(no.1223)@(121.531455,31.228507), 711便利店(投资大厦店)@(121.536707,31.228335), 罗森便利店(同盛大厦)@(121.537897,31.229201), 全家便利店(东方三店)@(121.53397,31.229088), 崂山便利@(121.53213,31.226737), 全家便利店(中达广场店)@(121.535678,31.227329), 全家便利@(121.53563,31.229844), 7-ELEVEN便利店(长泰店)@(121.541307,31.230983), 快客便利店(向城路)@(121.536783,31.229582), 迪亚天天便利店(NO.5184店)@(121.532663,31.226474), 全家便利店(竹林路店)@(121.539848,31.22909), 好德便利(和记店)@(121.534027,31.226077), 全家便利福山路二店@(121.538676,31.230635), 全家便利店(向城店)@(121.535545,31.229865), LUCKYDAY弈银便利店@(121.534739,31.23223), 东方便利@(121.53875,31.23105), 瑞木芳禾胡麻油@(121.535552,31.229985), 联华快客(浦铁店)@(121.535643,31.226091), 邮海烟酒便利店@(121.533048,31.226177)]"
542,建工大唐国际大厦,8.0,"[全家便利店(梅花路店)@(121.567618,31.217117), 全家便利店(银霄路店)@(121.564136,31.213811), 雯丽便利店@(121.564617,31.209151), 全家便利(上海新国际博览中心)@(121.572603,31.213788), 喜多便利超市@(121.567695,31.214416), 维迈上海梅花路店@(121.566611,31.216822), 全家便利店(博览中心W3馆)@(121.572198,31.215642), 喜多便利超市(石楠路)@(121.567751,31.214527)]"
543,白玉兰环保广场,13.0,"[好德便利店@(121.539139,31.303367), 光明便利店(国顺东店)@(121.531294,31.299648), 快客便利店(no.6434)@(121.540143,31.297473), 易捷便利店@(121.539605,31.302655), 快客便利店(国东店)@(121.531057,31.296079), 售货亭@(121.536073,31.298935), 售货亭@(121.538032,31.30138), 易购便利店@(121.537048,31.295135), 游船码头-售货亭@(121.535885,31.298726), 快客便利店(no.5539)@(121.538873,31.303993), 饮料售卖处@(121.534582,31.298416), 上海市杨浦区佳利便利店@(121.539098,31.303866), 天果园@(121.531212,31.296006)]"
544,高宝新时代广场,45.0,"[全家便利店(东宝兴路站店)@(121.488196,31.264222), 罗森便利店@(121.493958,31.266478), 全家便利店(多伦路店)@(121.490286,31.267636), 可的便利店(宝源店)@(121.485296,31.261671), 全家便利店(四川北路三店)@(121.489689,31.260449), 好德(东宝店)@(121.48544,31.265852), 迪亚天天(宝通店)@(121.484564,31.262518), 全家@(121.487216,31.264595), 好德便利(白厦店)@(121.48979,31.261487), 快客便利店(no.5367)@(121.491006,31.262972), 虹口凯凯杂货店@(121.490889,31.262348), 好邻家便利店@(121.490634,31.264898), 光明里@(121.492025,31.264225), 上海市虹口区永和百货便利店@(121.48964,31.262313), 快客龙便利店@(121.490156,31.267718), 兴达百货商店(长春路)@(121.49234,31.265704), 安溪平价茶莊@(121.492177,31.267843), 易捷便利店(溧阳小区东)@(121.494383,31.268127), 虹口区汇丰杂货店@(121.487258,31.261497), 好德便利(包运店)@(121.484773,31.26226), 磊磊食品杂货店@(121.484098,31.262611), 上海市虹口区玉林日用杂货店@(121.488212,31.260785), 上海市虹口区景气杂货店@(121.493296,31.264892), 全民便利@(121.493007,31.260029), 虹口区德大祥杂品商店@(121.487336,31.261379), 良友轩@(121.488391,31.26834), 小陈调剂商店@(121.492666,31.266014), 外贸商行@(121.487814,31.263981), 宝兴便利店@(121.486702,31.266442), 虹口区金勇泉商店@(121.49268,31.264557), 繁翔便民店@(121.491136,31.267862), 福达杂货店@(121.484018,31.261556), 虹口区明柳百货商行@(121.49276,31.267506), 虹口区华华商店@(121.490383,31.262393), 方圆便利店@(121.491863,31.26809), 星光食品商店(新广路)@(121.487421,31.26131), 多美@(121.48941,31.26268), 申艺食品商店@(121.492144,31.267896), 华煌便利商店(四川北路店)@(121.489763,31.261451), 丽华烟酒便利店@(121.490634,31.264898), 开开(东宝百货)@(121.490082,31.263005), 冷饮批发及零售@(121.489866,31.260564), 文雅烟酒便利店@(121.490351,31.265148), 日用百货店@(121.486836,31.261244), 虹口区笑笑杂货店@(121.487443,31.267357)]"
