,buildingN,store_num,store
265,森宏旗臻,4.0,"[快客便利店(no.1205)@(121.498979,31.151293), 上浦便利店@(121.496714,31.15122), 红旗便利店@(121.499381,31.156165), 岳新杂货店@(121.500835,31.155593)]"
266,越界世博园,7.0,"[全家便利店(南车站路店)@(121.499333,31.211732), 良友金伴便利店(中山南店)@(121.501656,31.210649), 好德便利店(中南店)@(121.500152,31.209507), 老同盛商场(南车站路店)@(121.500103,31.210708), 国泰便利店@(121.497956,31.207383), 婉珠杂货店@(121.497757,31.208325), 上海申霖百货商行@(121.500223,31.210015)]"
267,香港广场,25.0,"[全家便利店(湖滨路店)@(121.482624,31.226994), 全家便利店(淮海中路四店)@(121.486514,31.231048), 全家便利店(黄陂南路地铁站店)@(121.47906,31.228016), 喜士多便利店@(121.482446,31.228541), 罗森便利店@(121.483236,31.226888), 良友金伴便利店(重庆北店)@(121.476538,31.231982), 全家便利店(南昌路店)@(121.476466,31.226727), 快客便利店(大沽路店)@(121.478011,31.232297), 好德便利店(延安东路)@(121.481644,31.233039), 迪亚天天(重庆北店)@(121.476659,31.232472), 罗森便利店(普安路店)@(121.484827,31.229132), 光明里便利店@(121.483343,31.230979), 全家(上海K11购物艺术中心)@(121.479881,31.22978), 新安百货商店@(121.477144,31.227051), 好德便利(武胜店)@(121.476388,31.233547), 快客便利店(no.001716)@(121.481623,31.23306), 快客便利店(重北店)@(121.476376,31.233261), 罗森LAWSON便利店(香港广场北座店)@(121.481135,31.22966), 联华快客(连云店)@(121.479439,31.230508), 桌福食品@(121.476306,31.231984), 凤凤烟杂店@(121.487005,31.225066), 喜士多便利店(金陵门市)@(121.479382,31.23006), 淮海公园-便利店@(121.484332,31.229571), 奇峰百货店@(121.478628,31.227024), GlocalMart@(121.480833,31.224961)]"
268,盛大全球研发中心,4.0,"[罗森便利店(张江曙光医院店)@(121.600054,31.192159), 全家便利店(中医药大学店)@(121.598321,31.197923), 全家便利店(张衡路店)@(121.603382,31.193989), 美惠全连锁便利店@(121.601313,31.195929)]"
269,光大会展中心D座,23.0,"[全家便利店(漕宝店)@(121.438162,31.174437), 全家便利店(康健路店)@(121.438876,31.171991), 全家便利店(冠生园店)@(121.433882,31.169435), 好德便利(柳漕店)@(121.43121,31.176061), 快客便利店(no.1178)@(121.434246,31.172219), 可的便利店@(121.434565,31.174534), 好德便利(钦键店)@(121.437388,31.171001), 可的便利店(漕宝路)@(121.433343,31.171976), 好德便利(习勤路店)@(121.434295,31.172718), 光明便利店(NO.103)@(121.43295,31.174283), 快客便利店(no.5600)@(121.431395,31.173023), 52WEEK便利店@(121.434304,31.172949), 258便利店@(121.439743,31.176352), 快客(金林店)@(121.431403,31.173041), 喜多多好便利@(121.433024,31.175936), 富德便利店(光大店)@(121.434737,31.173907), 弘声食品商店@(121.43376,31.178264), 商务便利店@(121.434757,31.174613), 全佳连锁便利@(121.431163,31.175073), 上海俐民商场@(121.438524,31.17201), 邻家进口食品折扣店@(121.436594,31.172003), 百果园（冠生园路店）@(121.432953,31.169361), 兴达食品经营部@(121.439672,31.171953)]"
270,高优商务中心,16.0,"[全家便利店(中友嘉园西北)@(121.4057,31.166059), 罗森（东兰路店）@(121.400484,31.160947), 喜士多（宝莲门市）@(121.399088,31.16601), 古美便利店@(121.406878,31.161905), 好德(古美二店)@(121.407259,31.162315), 美洁便利店@(121.403317,31.159642), 快客便利店(no.944)@(121.399642,31.160656), 快客便利店(no.6740)@(121.403923,31.161942), 美漕便利店@(121.405172,31.166142), 冰之雪冷饮批发部@(121.398495,31.157214), 全佳便利@(121.400508,31.166316), 莲宝便利@(121.399538,31.165377), 兰之宁便利店@(121.405753,31.162808), 陈记便利店@(121.404128,31.161985), 乐享购连锁便利@(121.407102,31.163239), 小曾便利店@(121.404602,31.157242)]"
271,汤泉国际,6.0,"[全家便利店(协和二店)@(121.358385,31.236492), 711便利店(统一总部店)@(121.359805,31.237194), 光明便利@(121.361227,31.232507), 易捷便利店(通协小区西南)@(121.361072,31.228204), 和平便利@(121.35176,31.228936), 7-ELEVEn(统一总部店)@(121.359682,31.237068)]"
272,上海保利广场,9.0,"[喜士多便利店(浦东大道二店)@(121.52657,31.247292), 好德便利店(NO.123店)@(121.520289,31.24627), 全家便利店(保利广场店)@(121.524181,31.249261), 快客便利店(昌邑店)@(121.528854,31.24771), 如意便利店@(121.530306,31.247327), 荣成便利店@(121.524194,31.247203), 爱钧便利店@(121.529955,31.24734), 芸峰综合商店@(121.523322,31.24567), 都灵·优果乐@(121.527961,31.247706)]"
273,中信广场,79.0,"[全家便利店(四川北路店)@(121.491802,31.251881), 全家便利店(壹丰广场店)@(121.491814,31.257987), 711便利店(海宁路店)@(121.494437,31.256922), 好德便利(书城店)@(121.492785,31.256742), 好德便利(宁浦店)@(121.493663,31.255519), 好德便利(塘沽店)@(121.493682,31.254003), 罗森便利店(昆山路店)@(121.492235,31.254967), 快客便利店(昆山店)@(121.495214,31.255444), 罗森(四川北路店)@(121.491669,31.254513), 快客便利店(壹丰广场店)@(121.490252,31.257955), 便利店@(121.488636,31.250224), 快客便利店(吴淞路店)@(121.495337,31.256609), 易购(乍浦路店)@(121.493572,31.25583), 711便利店(上海兴旺国际服装城店)@(121.489693,31.251345), 振兴杂货店@(121.493994,31.252891), 罗森(武进店)@(121.491875,31.257531), 好德便利店(西潼店)@(121.489846,31.250481), 快客(天潼路店)@(121.488066,31.249693), 上海土特产(上海分店)@(121.48502,31.254226), 光明里@(121.488028,31.256503), 快捷健便利店(中信店)@(121.49108,31.254131), 光明便利NO.1055@(121.487907,31.25055), 快客便利店(武昌店)@(121.495124,31.252649), 联富便利店@(121.488601,31.249755), 可可便利店@(121.488586,31.252909), 可可便利店@(121.485875,31.25629), 易捷便利店(南苏州路店)@(121.492795,31.249311), 兴旺便利店@(121.489745,31.250867), 快客龙便利店(NO.008)@(121.491434,31.257837), 虹口区鑫峰百货商店@(121.495175,31.255434), 良友便利山西北一店@(121.486873,31.249627), 光明便利(NO.1155)@(121.486283,31.251959), 新七浦小卖铺@(121.488447,31.251328), 新光明便利店@(121.49452,31.251387), 徐记烟杂店@(121.489968,31.257668), 上海市虹口区昆三杂货店@(121.491881,31.254867), 虹口区小广东杂货店@(121.490768,31.250704), 壹家便利店@(121.489649,31.250104), 浙江日用百货商店@(121.485006,31.254327), 可可便利店@(121.487888,31.257298), 快捷健便利店@(121.490928,31.254238), 便民商店@(121.486432,31.257464), 上海市虹口区兴达百货店@(121.48733,31.256099), 上海市虹口区龙昌烟杂店@(121.490284,31.252734), 上海市虹口区金日杂货店@(121.495369,31.25396), 武进食品商店@(121.487178,31.256261), 东海便利店@(121.488748,31.257683), 便利店@(121.488525,31.250872), 快捷便利店@(121.488539,31.250582), 85便利店@(121.488905,31.252893)]"
274,宏嘉大厦,19.0,"[全家便利店(松林路店)@(121.540739,31.233296), 光明便利(NO160店)@(121.53473,31.226372), 711便利店(投资大厦店)@(121.536707,31.228335), 罗森便利店(同盛大厦)@(121.537897,31.229201), 全家便利店(东方三店)@(121.53397,31.229088), 崂山便利@(121.53213,31.226737), 全家便利店(中达广场店)@(121.535678,31.227329), 全家便利@(121.53563,31.229844), 7-ELEVEN便利店(长泰店)@(121.541307,31.230983), 快客便利店(向城路)@(121.536783,31.229582), 迪亚天天便利店(NO.5184店)@(121.532663,31.226474), 全家便利店(竹林路店)@(121.539848,31.22909), 全家便利福山路二店@(121.538676,31.230635), 全家便利店(向城店)@(121.535545,31.229865), LUCKYDAY弈银便利店@(121.534739,31.23223), 东方便利@(121.53875,31.23105), 潍坊粮油商店@(121.541814,31.234885), 瑞木芳禾胡麻油@(121.535552,31.229985), 宋记便利店@(121.535862,31.235123)]"
275,松江漕河泾,2.0,"[易捷便利店(九新公路)@(121.3216,31.098545), 如海(其军便利店)@(121.322233,31.103068)]"
276,上海光大会展中心,24.0,"[全家便利店(漕宝店)@(121.438162,31.174437), 全家便利店(康健路店)@(121.438876,31.171991), 全家便利店(冠生园店)@(121.433882,31.169435), 好德便利(柳漕店)@(121.43121,31.176061), 快客便利店(no.1178)@(121.434246,31.172219), 可的便利店@(121.434565,31.174534), 好德便利(钦键店)@(121.437388,31.171001), 可的便利店(漕宝路)@(121.433343,31.171976), 好德便利(习勤路店)@(121.434295,31.172718), 光明便利店(NO.103)@(121.43295,31.174283), 快客便利店(no.5600)@(121.431395,31.173023), 52WEEK便利店@(121.434304,31.172949), 258便利店@(121.439743,31.176352), 快客(金林店)@(121.431403,31.173041), 喜多多好便利@(121.433024,31.175936), 骐韬食品店@(121.433953,31.178596), 富德便利店(光大店)@(121.434737,31.173907), 弘声食品商店@(121.43376,31.178264), 商务便利店@(121.434757,31.174613), 全佳连锁便利@(121.431163,31.175073), 上海俐民商场@(121.438524,31.17201), 邻家进口食品折扣店@(121.436594,31.172003), 百果园（冠生园路店）@(121.432953,31.169361), 兴达食品经营部@(121.439672,31.171953)]"
277,中海万锦城,49.0,"[全家便利店@(121.463493,31.253489), 全家便利店@(121.47071,31.260133), 快客便利店(京江路店)@(121.470563,31.254514), 迪亚天天(No.5290店)@(121.468249,31.258093), 全家便利店(共和店)@(121.469859,31.26031), 可的便利店(大统店)@(121.465003,31.260217), 快客便利店(中兴店)@(121.466356,31.258253), 快客便利店(秣陵店)@(121.465396,31.254022), 良友(中兴路店)@(121.469364,31.258113), 7-11便利店@(121.463566,31.253438), 致春食品经营部@(121.472135,31.254046), 快客便利店(中华新路店)@(121.46847,31.259684), 可的便利店(秣陵店)@(121.465792,31.25402), 好德便利(六角店)@(121.47043,31.257005), 可的便利店(共和店)@(121.469838,31.259916), 快客便利店(NO.5599)@(121.469652,31.261396), 光明便利(太阳山店)@(121.466935,31.255966), 快客便利店(虬江路店)@(121.471918,31.255959), 多园多便利(No.945店)@(121.465681,31.258187), 万有烟杂店@(121.472304,31.25691), 每天惠智慧便利店(思恩店NO.10017)@(121.469862,31.257282), 康林仁和家庭医疗护理用品商店(中华新路店)@(121.469211,31.259857), 快客便利店(no.6602)@(121.471929,31.258671), 吉泰便利店@(121.463359,31.253163), 向阳食品综合商店@(121.470568,31.254491), 兴旺便利@(121.470781,31.257979), 雯佳食品商店@(121.465787,31.259308), 复印便利店@(121.470464,31.261562), 城峰食品商店@(121.470937,31.254411), 天鹭便利店@(121.464264,31.253739), 卫徐便利店@(121.46832,31.257151), 综合商店@(121.465545,31.258101), 便利店@(121.472171,31.260035), 春先烟草便利店@(121.473265,31.260324), 水果便利店@(121.469216,31.254512), 易购(申湖店)@(121.466349,31.259943), 手机便利店@(121.471131,31.257564), 晓莲便利店@(121.466045,31.2605), 便民百货商店(永兴路店)@(121.472474,31.257115), 纺织品商店@(121.463319,31.261595), 新兴烟草专卖店@(121.466944,31.25973), 东北干货店@(121.465823,31.258848), 易购(申湖店)@(121.467658,31.259579), 友乐食品批发零售@(121.469196,31.254588), 者芃食品店@(121.473385,31.255481), 闸北区文化馆综合商店@(121.471071,31.258544), 罗森(闸北广场店)@(121.464989,31.252899), 竹龙超市-上海特产@(121.463378,31.253529), 常购便利超市（长兴路店）@(121.468092,31.256523)]"
278,建发国际大厦,32.0,"[全家便利店(杨树浦路站店)@(121.524135,31.25749), 罗森便利店(瑞丰国际大厦店)@(121.522382,31.256585), 中国建筑第二工程局首创上海杨浦区12,13街坊商办住宅综合工程项目经理部@(121.524737,31.261526), 快客便利店(霍定店)@(121.519574,31.261207), 快客便利店(惠岭店)@(121.518487,31.258107), 快客便利店(no.1324)@(121.522415,31.258033), 虹口区济兴杂货店@(121.519887,31.260531), 快客(临潼店)@(121.522683,31.25819), 快客便利店(景星店)@(121.525562,31.259855), 易捷便利店(惠民路)@(121.517707,31.257187), 明升杂货店@(121.51929,31.259384), 喜士多便利店(杨树浦路)@(121.518363,31.256853), 深发百货店@(121.519854,31.260634), 利华杂货店(霍山大楼西北)@(121.519442,31.261366), 小名星杂货店@(121.519382,31.256905), 欢乐多便利店@(121.51973,31.257449), 上海市虹口区开家杂货店@(121.51774,31.261057), 喜又多便利店@(121.525499,31.257671), 原迪亚天天@(121.521694,31.259241), 鼎和粮油食品商店@(121.52481,31.25915), 虹口区国辉杂货店@(121.517721,31.261073), 上海市虹口区荣灵杂货店@(121.520157,31.258745), 上海市虹口区华定食品商店@(121.51923,31.261228), 上海市杨浦区严记便利店@(121.524683,31.257587), 上海市虹口区庆芳杂货商店@(121.521446,31.258886), 巧客便利(马登国际航运商务中心)@(121.519626,31.25732), 好用百货商行@(121.518036,31.256911), 安琪尔便民店@(121.526439,31.258003), 上海市虹口区孙顺杂货店@(121.519554,31.261471), 上海市虹口区园园烟杂店@(121.522415,31.258033), 上海市虹口区万象杂货店@(121.520426,31.258838), 爱玮日用杂货店@(121.51875,31.260797)]"
279,海泰大厦,32.0,"[全家便利店(龙江路店)@(121.533867,31.260956), 迪亚天天(龙江店)@(121.535644,31.262434), 711便利店(滨江店)@(121.537048,31.257987), 良友便利店@(121.534844,31.26002), 可的便利店(沈阳路店)@(121.540063,31.265758), 快客便利店(双喜家园东)@(121.54043,31.259732), 文具便利店@(121.53474,31.260061), 快客便利店(no.6323)@(121.531569,31.261106), 光明牛奶批发部@(121.531104,31.262102), 春馨食品商店@(121.535164,31.263154), 上海敏龙综合商店@(121.535797,31.262056), 素娣百货店@(121.536264,31.263536), 金城杂货店@(121.537796,31.259651), 红房子药品商店@(121.54014,31.265368), 杨浦商贸@(121.534367,31.261095), 耀华烟杂综合商店@(121.533478,31.263271), 乡绿农副产品商店@(121.534837,31.263385), 勇芳食品商店@(121.531098,31.26205), 圣楠食品商店@(121.534748,31.263398), 翠芬综合店@(121.534909,31.2646), 逸虹综合经营部@(121.53095,31.26244), 小香综合商店@(121.533205,31.263009), 福记综合商店@(121.53619,31.261707), 怀德综合便利店@(121.535253,31.259518), 鼎霞食品商店@(121.530922,31.265791), 俊飞逸日用品商店@(121.532784,31.262573), 老王日杂百货商店@(121.53243,31.26299), 永全福便利店@(121.53277,31.264259), 上海市杨浦区林青食品商店@(121.537896,31.262848), 双喜食品店@(121.540536,31.259838), 欣隆食品店@(121.539932,31.265699), 通瀛食品店@(121.536642,31.26291)]"
280,会德丰国际广场,27.0,"[全家便利@(121.454427,31.229113), 全家便利店(东海广场店)@(121.455416,31.232449), 全家便利店(静安寺地铁站店)@(121.452401,31.229083), 罗森便利店(九百商城店)@(121.45017,31.230383), 全家便利店(愚园路七店)@(121.453382,31.231576), 好德便利(华山店)@(121.452265,31.224181), 良友金伴便利店(愚园店)@(121.448343,31.229431), 上海市静安区鼎鸿百货商店@(121.452107,31.229342), 好德便利(乌北店)@(121.448143,31.229322), 快客便利店(南都店)@(121.449698,31.228137), 迪亚天天(愚园店)@(121.446108,31.228239), 可的便利店(愚东店)@(121.455335,31.232419), 义源勤杂货店@(121.445779,31.228033), 永隆便利店@(121.453291,31.224719), 罗森便利店(中欣大厦店)@(121.456345,31.231654), 利民惠食品店@(121.450276,31.2297), 便利店@(121.452813,31.225382), 仁右卫门@(121.4527,31.229839), 曹家渡忠忠日用杂货服务社@(121.449083,31.232347), 快客龙便利山东煎饼@(121.453426,31.224614), 锦江商店@(121.446955,31.231399), 疯咖（SOHO东海广场店）@(121.454844,31.232234), 小松鼠手机便利店@(121.450193,31.231685), 美华便利店@(121.446734,31.231676), 静安南西健康小百货服务社@(121.449096,31.232357), 上海友谊商店(静安寺店)@(121.4514,31.22978), FRESHMART@(121.453048,31.230224)]"
281,宝钢大厦,20.0,"[光明便利(NO160店)@(121.53473,31.226372), 711便利店(投资大厦店)@(121.536707,31.228335), 罗森便利店(同盛大厦)@(121.537897,31.229201), 全家便利店(东方三店)@(121.53397,31.229088), 711便利店(杨高店)@(121.539013,31.224192), 全家便利店(中达广场店)@(121.535678,31.227329), 全家便利@(121.53563,31.229844), 7-ELEVEN便利店(长泰店)@(121.541307,31.230983), 快客便利店(向城路)@(121.536783,31.229582), 全家便利店(由由世纪广场店)@(121.540845,31.223976), 迪亚天天便利店(NO.5184店)@(121.532663,31.226474), 全家便利店(竹林路店)@(121.539848,31.22909), 好德便利(和记店)@(121.534027,31.226077), 全家便利福山路二店@(121.538676,31.230635), 全家便利店(向城店)@(121.535545,31.229865), LUCKYDAY弈银便利店@(121.534739,31.23223), 东方便利@(121.53875,31.23105), 瑞木芳禾胡麻油@(121.535552,31.229985), 联华快客(浦铁店)@(121.535643,31.226091), 邮海烟酒便利店@(121.533048,31.226177)]"
282,虹口SOHO,49.0,"[全家便利店(山寿里西南)@(121.498544,31.251497), 711便利店(汉阳路店)@(121.497282,31.254712), 711便利店(大名路店)@(121.498299,31.250932), 罗森便利店@(121.497681,31.255094), 全家便利店(黄浦路店)@(121.499628,31.250174), 迪亚天天@(121.501143,31.256322), 沪惠便利店@(121.504153,31.255891), 上海虹口锦越食品批发部@(121.499661,31.25588), 百星便利店@(121.497,31.256724), 光明便利店@(121.4989,31.249838), 快客便利店@(121.502495,31.25214), 上海市虹口区隆顺烟杂店@(121.498734,31.257139), 上海市虹口区浔南烟杂店@(121.499532,31.252683), 虹口区海燕食品店@(121.498122,31.257473), 好德便利店(峨嵋店)@(121.498195,31.253553), 时运百货商店@(121.499149,31.254883), 上海市虹口区伟伟杂货店@(121.499161,31.257195), 大明食品商店@(121.50055,31.252072), 惠中杂货店@(121.500287,31.252882), 国勤果品商店@(121.49916,31.253431), 虹口区金红杂货店@(121.497847,31.250686), 虹口区荣泰杂货店@(121.498286,31.252573), 虹口区旎旎杂货店@(121.503165,31.253164), 上海市虹口区盛盛烟杂店@(121.498042,31.257223), 喜多便利店@(121.497827,31.253603), 虹口区申明食品便利店@(121.501824,31.252638), 上海市虹口区华业便利店@(121.496843,31.256855), 上海市虹口区雷文盛日用杂货商店@(121.499649,31.252349), 上海士钦食品商店@(121.497607,31.253239), 上海市虹口区生活小百货店@(121.500871,31.255024), 乡村杂货店@(121.497995,31.253296), 虹口区义康日用杂货商店@(121.502974,31.257096), 上海虹口区力生食品店@(121.503222,31.25641), 上海虹口区沈泉记烟杂店@(121.498784,31.255471), 上海市虹口区景气杂货店(闵行路)@(121.497532,31.253016), 晓晓杂货店(塘沽路)@(121.498991,31.253624), 华建综合经营部@(121.497931,31.252777), 上海市虹口区利民什货店@(121.498183,31.257427), 新光明便利店@(121.501527,31.255357), 上海悠游烟杂商行@(121.497354,31.253091), 诚信商店(塘沽路店)@(121.498469,31.253542), 随缘便利店@(121.49691,31.252331), 时代超市便利店@(121.498592,31.256752), 上海市虹口区文蕾烟杂店@(121.499749,31.252571), 联法日杂商店@(121.50034,31.252938), 喜多多便利超市@(121.497011,31.25034), 利名烟杂店@(121.499659,31.252012), 俊宁烟杂店@(121.500806,31.25258), 衡昌杂货店@(121.49916,31.253431)]"
283,汤臣金融大厦,20.0,"[全家便利店(紫金山店)@(121.529575,31.233315), 全家便利店(张扬四店)@(121.534963,31.237235), 罗森便利店(世纪大道)@(121.529215,31.235739), 好德便利(张杨店)@(121.534789,31.237283), 全家便利店(崂山三店)@(121.53097,31.231369), 罗森便利店(商城路店)@(121.527841,31.237823), 罗森便利店(汤臣金融大厦店)@(121.530825,31.235007), 喜士多便利店(商城店)@(121.525912,31.235702), 可的便利店(华都店)@(121.529586,31.234875), 快捷健便利店(东方路店)@(121.530939,31.234108), 兴民烟草便利店@(121.526563,31.233177), 7-ELEVEN便利店(大都会店)@(121.533813,31.235745), LUCKYDAY弈银便利店@(121.534739,31.23223), 天府食品商店@(121.526974,31.239437), 乳山五村便民店@(121.529118,31.237926), 泉东便利店@(121.526704,31.233814), 便民便利店@(121.5308,31.239294), 全家FamilyMart(张扬路店)@(121.527283,31.234138), 宋记便利店@(121.535862,31.235123), 便利店专业贴膜@(121.527865,31.23442)]"
284,文新报业大厦,38.0,"[上海儿童食品商店@(121.464655,31.235515), 全家便利店(南京西路2店)@(121.465609,31.235946), 好德便利(北京店)@(121.460223,31.236218), 快客便利店(威海路店)@(121.461535,31.230709), 7-ELEVEN便利店(四季坊店)@(121.466547,31.235597), 快客便利店(巨鹿店)@(121.460478,31.227444), 好德(威海店)@(121.464273,31.232181), 全家便利店(石门一路店)@(121.466102,31.235431), 可的便利店(进贤路)@(121.465831,31.227569), 罗森便利店@(121.462766,31.231306), 可的便利店(石门一路)@(121.468803,31.233917), 家友便利@(121.462386,31.230501), 全家便利店(陕西南路no.2)@(121.463168,31.228588), 全家便利店(重庆北路店)@(121.465448,31.23283), 可的便利店(茂名北路店)@(121.466814,31.232181), 开开百货(陕西北路店)@(121.462767,31.231663), 全家吴江路店@(121.468256,31.235837), 为群招待所-小卖部@(121.461201,31.23546), 可的便利店(威海店)@(121.461588,31.230764), 德庆便利店@(121.465485,31.234482), 快客便利店(欣广大厦西北)@(121.464034,31.228508), 易捷便利店(延安中路店)@(121.462155,31.230442), 上海市静安区旺祥百货店@(121.467923,31.231428), 可的便利店(延中二店)@(121.461266,31.228811), 好德便利店(文新报业大厦南)@(121.463403,31.230758), 碧诺思@(121.46316,31.234838), 好德便利(四方店)@(121.461421,31.227641), 好邻居便利店(江宁店)@(121.462015,31.235614), 极草-5x冬虫夏草(梅龙镇广场)@(121.463501,31.235694), 明德杂货店@(121.465767,31.229759), fine wine&spirit(金鹰国际购物中心)@(121.461519,31.234475), 和百瑞(四季坊)@(121.466443,31.235727), 新快客便利店@(121.46605,31.233499), 邻居@(121.460481,31.234036), olive young@(121.467517,31.236119), 卢湾烟酒晶晶便利店@(121.468359,31.229245), 吕鑫烟酒便利店@(121.467303,31.229329), 陕西工艺品商店@(121.462264,31.227871)]"
285,西子国际中心,11.0,"[罗森(金源中心店)@(121.373314,31.131064), 全家便利店(4店)@(121.372061,31.125503), 观音便利店@(121.374155,31.133834), 良友金伴便利店(东闸路)@(121.372436,31.125597), 罗森便利店(112店)@(121.37005,31.124675), 莘吴为民杂货店@(121.369563,31.128401), 好德便利(东苑店)@(121.374421,31.126122), 伟伟便利店(普利路)@(121.371854,31.132108), 上海林球综合经营部@(121.372376,31.125307), 上海莘庄仁娟杂货店@(121.371381,31.12502), 妙生活(莘庄店)@(121.371893,31.12516)]"
286,运动Loft,23.0,"[7-ELEVEN便利店(同心店)@(121.479889,31.276851), 虹口区国强烟杂店@(121.477775,31.277393), 好德便利(北一店)@(121.483441,31.278468), 好德便利(同业店)@(121.481969,31.273865), 宇文清食品经营部@(121.484598,31.279835), 良友金伴(柳营一店)@(121.474732,31.275889), 上海市虹口区碧青综合商行@(121.482627,31.28041), 快客便利店(no.5111)@(121.476268,31.277674), 虹口区重阳杂货店@(121.475291,31.280188), 璐怡日用杂货店@(121.47605,31.279071), 良友(西江湾路店)@(121.485174,31.27275), 上海句容综合经营部(中山北一店)@(121.484003,31.278068), 申凤日杂便民商店@(121.478047,31.273263), 林海食品商店@(121.484405,31.272616), 上海市虹口区洁芳烟杂店@(121.482174,31.2737), 上海市共合长弓综合商店@(121.478617,31.273264), 3综合业务楼@(121.477055,31.274826), 珍珍便利店@(121.478813,31.274094), 虹口鼎圣商店@(121.484405,31.272616), 共旺大闸蟹@(121.484629,31.275528), 上海市群生综合商店@(121.476146,31.277691), 小杨便利店@(121.482307,31.273948), 联华超市@(121.484933,31.272746)]"
287,上海科技京城,57.0,"[全家便利店(西藏中路店)@(121.480952,31.242464), 全家便利@(121.486533,31.242372), 星火日夜商店(西藏中路店)@(121.48017,31.243942), 华侨商店@(121.48529,31.241015), 全家便利店(新金桥广场店)@(121.479695,31.243316), 711便利店(九江路店)@(121.489758,31.24172), 罗森便利店(北京东路店)@(121.488185,31.245606), 全家便利店(北京东路店)@(121.481779,31.244218), 迪亚天天(台湾店)@(121.487216,31.243703), 朝阳日用品商店@(121.488039,31.24453), 好德便利店@(121.48295,31.242697), 快客便利店(宁波店)@(121.48251,31.242347), 罗森便利店(科技京城店)@(121.48555,31.244761), 好德(天津店)@(121.487949,31.243583), 好再来烟杂店@(121.486464,31.242993), 好德便利店(NO.162店)@(121.483132,31.245852), 全家便利店(牛庄路店)@(121.481878,31.242906), 好德便利(山西店)@(121.488436,31.244102), 可的便利店(天津路店)@(121.489828,31.244112), 好德便利店(天水路)@(121.483061,31.244417), 快客(天潼路店)@(121.488066,31.249693), 光明里(NO.177)@(121.48872,31.243041), 良友金伴便利店(渭水坊东北)@(121.483987,31.243183), 圣璐便利店@(121.482142,31.242033), 好德(福建店)@(121.486631,31.242724), 可的便利店(北京东路)@(121.484525,31.245368), 以琳果蔬店@(121.484742,31.242978), 祥记烟杂店@(121.487065,31.244265), 良友金伴便利店(山西南路)@(121.487633,31.245202), 快客@(121.482365,31.243489), 良友金伴便利店(厦门路)@(121.482646,31.24566), 特价便利店@(121.486571,31.242674), 联富便利店@(121.488601,31.249755), 建昶食品经营部@(121.488827,31.244711), Nd@(121.480338,31.240709), 万超食品商店@(121.486797,31.243547), 良友便利山西北一店@(121.486873,31.249627), 上海昕达商行@(121.486226,31.242634), 崴崴杂货店@(121.481681,31.245079), 瑞龙杂货店@(121.485602,31.244107), 友林百货专卖@(121.489647,31.244676), 明磊杂货店@(121.481962,31.245332), 上海农商银行24小时金融便利店@(121.484142,31.242448), 宝岑杂货店@(121.488317,31.244536), 富鸣杂货店@(121.487256,31.242577), 好德(宁波路店)@(121.489261,31.245006), 豪运食品商店@(121.487145,31.243741), 顺顺杂货店@(121.487677,31.242814), 美灵便利店@(121.481378,31.243212), 佩佩杂货店@(121.480505,31.24497)]"
288,丽都新贵,24.0,"[全家便利店(江宁路店)@(121.461056,31.236966), 全家便利店(石门二路店)@(121.467111,31.240068), 全家便利店(新达店)@(121.467487,31.242625), 北京百货店@(121.467657,31.239867), 罗森便利店(239店)@(121.464037,31.240113), 全家便利店(新闸路二店)@(121.464172,31.240096), 711便利店(石门二路店)@(121.466834,31.2407), 好德便利(兴博店)@(121.467708,31.238845), 全家(北京西路二店)@(121.462716,31.236732), 可的便利店(大田店)@(121.470906,31.238622), 静安区第六粮油食品商店(新闸店)@(121.469567,31.244304), 好德便利(泰兴店)@(121.463641,31.23738), 大祥绸布商店(新闸路店)@(121.471373,31.244701), 可的便利店(建承店)@(121.468571,31.23915), 易捷便利店(北京西路店)@(121.4707,31.239892), 24小时金融便利店@(121.466277,31.23852), 李记便利店@(121.465097,31.236778), 好德利百货@(121.465471,31.236674), 好菜集(泰兴路店)@(121.462275,31.24313), 乘欣便利@(121.470816,31.237284), 上海锦田综合调剂商店@(121.470842,31.238691), 2014年新春进口食品展(818广场)@(121.467604,31.237241), 震龙杂货店@(121.463399,31.243174), 利英杂货店@(121.463178,31.242357)]"
289,七星创业园,12.0,"[罗森(金源中心店)@(121.373314,31.131064), 好德便利(黎安店)@(121.378814,31.135989), 观音便利店@(121.374155,31.133834), 易捷便利店(黎安新村西北)@(121.37311,31.135455), 喜士多（黎安店）@(121.377083,31.135338), 莘庄华玲商店@(121.377354,31.131991), 莘吴为民杂货店@(121.369563,31.128401), 聚缘便利店@(121.376668,31.134657), 伟伟便利店(普利路)@(121.371854,31.132108), 光明乳制品批发站@(121.379121,31.136146), 黎东百货商店@(121.37657,31.135058), 上海闵行莘庄莘明烟糖商店@(121.378334,31.135402)]"
