,buildingN,hotel_num,hotel
25,中城国际大厦,32.0,"[锦江之星酒店(上海徐家汇交大店)@(121.438425,31.201088), 上海西藏大厦-万怡酒店@(121.441032,31.19868), 如家快捷酒店(上海徐家汇交通大学宜山路店)@(121.435696,31.195338), 如家快捷酒店(上海徐家汇虹桥路港汇广场店)@(121.437048,31.19899), 格林豪泰酒店(上海市徐汇区徐家汇宜山路地铁站快捷酒店)@(121.433083,31.195162), 汉庭酒店(徐家汇交大店)@(121.434778,31.201098), 99宾馆徐汇交大店@(121.437549,31.201044), 乐宜时尚宾馆@(121.437398,31.201061), 吉泰酒店@(121.437255,31.196044), 信州宾馆@(121.435854,31.200166), 魔方公寓(交通大学店)@(121.434245,31.202107), 上海源涞国际服务式公寓东方曼哈顿12号602@(121.439671,31.196905), 上海烟草集团名烟名酒店(徐家汇景园北)@(121.433936,31.195968), 上海源涞国际酒店式公寓(东方曼哈顿店)@(121.439593,31.198399), 乐峰招待所@(121.436852,31.200329), 上海优佳酒店公寓@(121.433907,31.199119), 上海果寓普通公寓@(121.439872,31.197302), 上海源涞国际酒店式公寓(名仕苑帝庭阁店)@(121.440691,31.202498), 上海心安即是家酒店式公寓(徐家汇店)@(121.437758,31.201122), 上海宜家城市酒店式公寓虹桥路店@(121.432615,31.200064), 源涞国际东方曼哈顿5-1703@(121.440326,31.198045), 上海幸福里普通公寓@(121.439652,31.20232), 上海后来居上家庭公寓徐虹北路分店@(121.436177,31.19846), 99宾馆网吧@(121.437398,31.201061), 上海徐家汇源普通公寓@(121.439068,31.195961), 上海欣欣公寓@(121.439369,31.196213), 上海光大之家普通公寓南丹路分店@(121.437817,31.196561), 上海HanHan s Home - Huaihai Road@(121.43112,31.202671), 应届生旅社@(121.437991,31.199149), 上海交通大学浪漫一居室普通公寓@(121.436648,31.202223), 上海徐家汇地铁边的房间普通公寓@(121.434578,31.196029), 上海鹿驻民宿南丹路分店@(121.436743,31.196402)]"
26,广发大厦,64.0,"[上海斯格威铂尔曼大酒店@(121.4771,31.21014), 全季酒店(新天地店)@(121.479974,31.215243), 锦江之星酒店(白玉兰上海徐家汇店)@(121.484278,31.209573), 上海天诚大酒店@(121.4779,31.21107), 上海0578风情酒店打浦路店@(121.476784,31.209694), 上海布丁酒店瑞金南路店@(121.474014,31.210237), 吉泰精品酒店上海徐家汇路店@(121.47758,31.212417), 福地大酒店卢湾店@(121.480273,31.215421), 尔谊宾馆@(121.478601,31.218243), 与非商务宾馆@(121.483744,31.212438), 上海礼遇·二更呆住酒店@(121.478137,31.21642), 锦江之星酒店(卢湾丽园店)@(121.48352,31.213007), 上海吉泰连锁酒店瑞金南路店@(121.474361,31.210768), 白云公寓@(121.483949,31.209354), 居然宾馆@(121.482666,31.212418), 广发大厦酒店@(121.479261,31.21335), 伯爵居酒店式服务公寓@(121.474112,31.212716), 上海凡丁卫民宿田子坊店@(121.474067,31.213956), 上海适家之田子坊老洋房@(121.475726,31.213964), 上海日月光酒店式公寓@(121.474135,31.213017), 上海中和旅馆宝鼎店@(121.476944,31.212043), Hiroom（上海思南店）@(121.476307,31.216779), 上海花遇民宿-法租界别墅泰康路210弄分店@(121.474982,31.214376), 上海围炉夜话青年旅社@(121.47756,31.213372), 上海人民广场新天地田子坊酒店式公寓@(121.483352,31.214842), 上海鹿鸣青年旅社@(121.477903,31.213403), 上海罗尼民宿新天地马当路地铁站店@(121.481972,31.214146), 上海myfriend普通公寓徐家汇路分店@(121.481942,31.214182), 上海富悦居普通公寓徐家汇路店@(121.477667,31.214033), 上海斑斓家别墅思南路分店@(121.476379,31.216806), 寓见美丽公寓(上海打浦路海丽花园店)@(121.476202,31.209446), 上海悠存民宿建国中路分店@(121.474438,31.214362), 上海汇景天地酒店公寓@(121.473975,31.213), 上海华艺美宿(田子坊店)@(121.476061,31.215279), 上海精装温馨公寓思南路分店@(121.476634,31.215242), 上海罗尼民宿徐家汇路分店@(121.482002,31.21419), 上海优帕克五星级公寓大同花园三期店@(121.479547,31.2127), 上海秋意凉amp普通公寓徐家汇路店@(121.477625,31.21365), 上海悦家客栈泰康路分店@(121.47726,31.214203), 上海后窗日租公寓简约loft田子坊店@(121.474197,31.214869), 上海优帕克五星级公寓大同花园一期店@(121.479778,31.211719), 马非商务宾馆@(121.483748,31.212521), 上海城中酒店公寓@(121.480071,31.215004), 绿果林大酒店@(121.482171,31.21773), 上海隐居LOFT洋房庭院阳光房公寓思南路分店@(121.476308,31.216966), 上海Gewehr普通公寓@(121.47551,31.210529), 巴士公寓@(121.480798,31.217052), 优帕克商旅公寓(上海汇龙新城店)@(121.481682,31.214201), 上海浙天招待所@(121.483224,31.218027), 上海伟联实业发展有限公司招待所@(121.481256,31.213214)]"
27,华闻国际大厦,,
28,上置金融大厦,71.0,"[上海斯格威铂尔曼大酒店@(121.4771,31.21014), 华美达和平大酒店@(121.479471,31.208125), 瑞金南路428号 丽昂酒店@(121.474169,31.20656), 汉庭酒店(鲁班路店)@(121.481994,31.206416), 鼎园瑞峰公寓酒店@(121.473598,31.207282), 上海天诚大酒店@(121.4779,31.21107), 如家酒店@(121.472704,31.206698), 上海0578风情酒店打浦路店@(121.476784,31.209694), 上海布丁酒店瑞金南路店@(121.474014,31.210237), 吉泰精品酒店上海徐家汇路店@(121.47758,31.212417), 汉庭酒店(上海田子坊店)@(121.478965,31.209077), 汉庭酒店(打浦桥店)@(121.477818,31.208875), 上海吉泰连锁酒店瑞金南路店@(121.474361,31.210768), 吉泰精品连锁酒店（上海打浦路店）@(121.477143,31.208646), 徐汇瑞峰酒店-2号楼@(121.472866,31.209799), 广发大厦酒店@(121.479261,31.21335), 途家斯维登服务公寓@(121.472887,31.20675), 伯爵居酒店式服务公寓@(121.474112,31.212716), 上海凡丁卫民宿田子坊店@(121.474067,31.213956), 上海适家之田子坊老洋房@(121.475726,31.213964), 上海日月光酒店式公寓@(121.474135,31.213017), 上海中和旅馆宝鼎店@(121.476944,31.212043), 上海暖心家庭公寓瑞金医院一店@(121.472867,31.21285), 徐汇瑞峰酒店-4号楼@(121.47234,31.20892), 上海花遇民宿-法租界别墅泰康路210弄分店@(121.474982,31.214376), 上海围炉夜话青年旅社@(121.47756,31.213372), 上海罗尼民宿瑞金二路分店@(121.473071,31.214372), Maggita弄堂民宿（上海建国西路店）@(121.472449,31.214406), 徐汇瑞峰酒店-3号楼@(121.473087,31.209355), 上海江南造船大酒店@(121.482452,31.205718), 上海鹿鸣青年旅社@(121.477903,31.213403), 鼎园瑞峰公寓酒店-D幢@(121.473587,31.207285), 上海罗尼民宿新天地马当路地铁站店@(121.481972,31.214146), 上海myfriend普通公寓徐家汇路分店@(121.481942,31.214182), 玖佳家公寓@(121.480461,31.208839), 上海富悦居普通公寓徐家汇路店@(121.477667,31.214033), GIMIWEAR基米尔男士西服高级定制(徐汇店)@(121.472312,31.209767), 上海宅几老洋房分店@(121.472886,31.213942), 上海优帕克服务式公寓海悦花园店@(121.480367,31.208388), 上海阁调民宿瑞金二路店@(121.47256,31.21316), 寓见美丽公寓(上海打浦路海丽花园店)@(121.476202,31.209446), 上海悠存民宿建国中路分店@(121.474438,31.214362), 上海汇景天地酒店公寓@(121.473975,31.213), 上海罗尼民宿徐家汇路分店@(121.482002,31.21419), 上海优帕克五星级公寓大同花园三期店@(121.479547,31.2127), 上海秋意凉amp普通公寓徐家汇路店@(121.477625,31.21365), 上海悦家客栈泰康路分店@(121.47726,31.214203), 上海优帕克五星级公寓大同花园一期店@(121.479778,31.211719), 上海Gewehr普通公寓@(121.47551,31.210529), 优帕克商旅公寓(上海汇龙新城店)@(121.481682,31.214201)]"
29,香港名都写字楼,36.0,"[全季酒店(上海豫园酒店)@(121.497814,31.227871), 上海豫园和颐酒店@(121.498104,31.227885), 宜必思酒店(上海豫园店)@(121.498218,31.230263), 布丁酒店(上海外滩豫园复兴东路店)@(121.501127,31.226403), 上海布丁酒店城隍庙老西门地铁站店@(121.492421,31.223723), 上海老西门国际青年旅舍@(121.498804,31.224545), 上海Zhotels智尚酒店豫园外滩店@(121.497347,31.225067), 吉泰连锁酒店上海老西门店@(121.493479,31.225232), 上海万信慧选酒店外滩城隍庙店@(121.498401,31.230755), 爱恋时尚宾馆浩仁店@(121.498065,31.227304), 上海云悦酒店@(121.495427,31.227707), 新好景门宾馆@(121.499024,31.229859), 丰收日大酒店@(121.495204,31.227453), 浩仁时尚宾馆@(121.497937,31.22722), 上海郑莱旅馆@(121.498852,31.224689), 肖艳烟酒店@(121.501306,31.231542), 上海新地苑日租宾馆@(121.497118,31.227871), 上海士林华苑普通公寓@(121.498021,31.226742), 咸亨酒店@(121.493689,31.224329), 豪喆宾馆@(121.498684,31.22346), 无忧公寓@(121.500824,31.223618), 上海夏日优惠普通公寓@(121.494736,31.228902), 上海南京路步行街旁高档公寓河南南路分店@(121.494782,31.229741), 小猪短租(豫园短租民宅单间)@(121.497643,31.2285), 上海群之缘复兴东路宾馆@(121.497304,31.227797), 上海老城隍庙饮食经营服务公司招待所@(121.491923,31.230966), 上海朋友家公寓外滩豫园店@(121.494704,31.229694), 上海今之 寓豫园外滩浦东高层全景观房近10号线@(121.495569,31.22846), 优帕克商旅公寓(上海士林华苑店)@(121.497768,31.226668), 上海优帕克服务式公寓士林华苑店@(121.49773,31.226751), 上海喵客公寓文庙路分店@(121.49708,31.224926), 上海有爱的一口之家普通公寓@(121.495276,31.228503), 上海美宅公寓复兴东路店@(121.497348,31.22801), 上海大城小家公寓@(121.497768,31.226668), 上海Isis apt公寓金家坊分店@(121.493566,31.227763), 上海西第科Cityhome普通公寓河南南路分店@(121.495429,31.228805)]"
30,杰地大厦,34.0,"[锦江之星酒店(武宁店)@(121.426179,31.248397), 汉庭酒店(上海武宁路酒店)@(121.424917,31.249872), 万里路连锁酒店(上海武宁店)@(121.428592,31.247229), 上海奥克伍德华庭酒店公寓@(121.429139,31.244514), 迈家(上海)酒店(曹杨路店)@(121.424266,31.243541), 海友酒店(上海曹杨路店)@(121.424121,31.243728), 上海橙子酒店兰田店@(121.428591,31.251299), 速8酒店@(121.429021,31.250642), Oakwood@(121.428988,31.244396), 德联宾馆@(121.426917,31.247445), 聯合大厦@(121.426918,31.24744), 上海汽车公寓青年旅舍曹杨路地铁站店@(121.42375,31.243238), 优家青年创业社区上海武宁路社区@(121.422599,31.248727), 上海火星私人影吧主题酒店@(121.424601,31.244163), 普宁饭店旅馆@(121.424597,31.249054), 7天酒店上海武宁路店@(121.425007,31.249678), 宁新招待所@(121.428047,31.246753), 上海先达公寓酒店@(121.429059,31.244448), 民望酒店@(121.421,31.250649), 上海宜家城市酒店公寓中山北路店@(121.428888,31.248958), 上海创加人才公寓@(121.42277,31.249047), 奥克伍德华庭服务式公寓-酒吧@(121.42906,31.244448), 上海恰源城市酒店式公寓中山北路分店@(121.428659,31.249162), 上海市测绘院-招待所@(121.423681,31.249118), 链家旅居展厅(绿地和创店)@(121.426601,31.243143), 上海电子部第五十研究所招待所@(121.423212,31.249539), 兰田招待所@(121.428331,31.251281), 上海青田公寓兰溪店@(121.420165,31.245331), 上海悦馨大酒店@(121.420561,31.251311), 品申大酒店@(121.424693,31.243036), 久缘坊酒店@(121.425595,31.247101), 青田会馆·公寓(陆家宅店)@(121.428194,31.249947), 上海中宁大楼旅馆@(121.428473,31.249028), 上海星宝公寓@(121.419749,31.244902)]"
31,花园坊上海节能环保中心,15.0,"[锦江之星酒店(虹口足球场店)@(121.486904,31.282344), 上海翰朝酒店@(121.484313,31.279013), 汉庭酒店(上海虹口足球场店)@(121.485228,31.277652), 汉庭酒店(虹口足球场二店)@(121.480834,31.281002), 梦笔快捷酒店@(121.479818,31.274372), 嘉福悦国际大酒店@(121.485024,31.275399), 虹口足球场-来天华酒店@(121.486783,31.276688), 布科白领公寓@(121.480228,31.280989), 福兴旅馆(三五一六商务楼西)@(121.478849,31.273617), 泉山学子公寓@(121.480521,31.274652), 星程酒店(鲁迅公园店)@(121.485143,31.274402), 森茂白领公寓@(121.48243,31.273713), 华轩假日旅馆@(121.4867,31.279981), 众发旅馆@(121.481696,31.27505), 好家99@(121.484515,31.281217)]"
32,国家会展中心,17.0,"[扬子江万丽大酒店@(121.412449,31.208654), 虹桥锦江大酒店@(121.411959,31.209475), 古北湾大酒店@(121.408487,31.204825), 福泰商务酒店@(121.413557,31.205867), 君泰精品酒店@(121.406345,31.211905), 申康宾馆@(121.409304,31.204702), 上海利嘉宾馆@(121.406448,31.212393), 赛嘉虹桥皇家公寓@(121.413244,31.205315), 太湖花园度假村@(121.409218,31.208774), 蓬莱@(121.414127,31.209333), 上海天远酒店式服务公寓虹桥长发公寓@(121.414921,31.203472), 特来电充电站(上海虹桥宾馆)@(121.416583,31.209841), 锦江国际@(121.416281,31.209683), 上海中紫恒公寓@(121.414523,31.212094), 上海K7艺术公寓@(121.41346,31.210763), 虹桥锦江大酒店-会议室@(121.412055,31.209515), 虹桥锦江大酒店-礼宾部@(121.412055,31.209515)]"
33,海上海,10.0,"[汉庭酒店(上海大连路店)@(121.513186,31.267937), 爱华酒店@(121.519029,31.270256), 驿佳旅馆@(121.51329,31.274845), 上海99旅馆海伦路店@(121.511736,31.270157), 上海大花园普通公寓@(121.517811,31.27028), 国一香宾馆(辽源西路)@(121.51813,31.274256), 美瑶白领公寓@(121.51571,31.268754), 金沪酒店@(121.512438,31.271544), 温州水产@(121.510073,31.268824), 上海光明的暖居普通公寓飞虹路分店@(121.516282,31.272843)]"
34,东亚银行金融大厦,14.0,"[上海金茂君悦大酒店@(121.512069,31.240759), 浦东丽思卡尔顿酒店@(121.507818,31.242265), 上海柏悦酒店@(121.513872,31.239254), 中银大厦@(121.509965,31.244193), 上海鹏利辉盛阁国际公寓@(121.510641,31.237487), 国金汇@(121.50907,31.241688), 浦东香格里拉大酒店-浦江楼@(121.505932,31.24119), 浦东香格里拉大酒店-紫金楼@(121.506722,31.24182), 上海中心-J酒店@(121.512858,31.23968), 上海新帝豪酒店式服务公寓@(121.511796,31.237733), 上海中粮海景壹号酒店公寓@(121.509957,31.23768), 上海金茂君悦大酒店-烧烤@(121.51243,31.240666), 上海新帝豪涉外公寓@(121.51136,31.237403), 优帕克商旅公寓(上海盛大金磐店)@(121.513304,31.237855)]"
35,上海实业大厦,60.0,"[上海建国宾馆@(121.444539,31.19603), 新东亚酒店@(121.445769,31.195236), 上海西藏大厦-万怡酒店@(121.441032,31.19868), 金时代顺风大酒店@(121.443852,31.203404), 上海斯波特大酒店@(121.441939,31.195662), 上海礼和酒店@(121.446522,31.195525), 全季酒店(上海徐家汇中心店)@(121.448389,31.200961), 上海源涞国际酒店式公寓福源汇居@(121.447536,31.195177), 源涞国际服务公寓@(121.449204,31.195319), 顺风美心大酒店@(121.443852,31.203404), 帝景苑酒店公寓@(121.448689,31.20155), 上海徐家汇实业酒店@(121.444411,31.198903), 天科商务宾馆@(121.44785,31.196659), 海天公寓@(121.448143,31.197769), 上海嘉汇华美达广场大酒店@(121.44918,31.195349), 上海源涞国际服务式公寓东方曼哈顿12号602@(121.439671,31.196905), 上海今天我的家普通公寓肇嘉浜路店@(121.448447,31.200607), 上海源涞国际酒店式公寓(东方曼哈顿店)@(121.439593,31.198399), 源涞国际服务式公寓永新花苑2号8D@(121.449627,31.199311), 上海玛耘酒店式公寓尊园店@(121.446288,31.197685), 喜来登(太平洋百货)@(121.445198,31.201472), 上海煤科招待所@(121.447639,31.20036), 上海果寓普通公寓@(121.439872,31.197302), 上海源涞国际酒店式公寓(名仕苑帝庭阁店)@(121.440691,31.202498), 上海中和旅馆天钥桥路店@(121.445375,31.194371), 帝景阁@(121.441818,31.203137), 上海法租界钢琴房公寓@(121.445528,31.197885), 源涞国际酒店（上海莱诗邸店）@(121.444637,31.19578), 源涞国际酒店式公寓(福源汇居)@(121.447748,31.195627), 上海罗尼民宿天钥桥路分店@(121.445465,31.194438), 上海myfriend普通公寓天钥桥路380弄分店@(121.444913,31.194937), 上海伊轩星缘公寓@(121.443481,31.199438), 源涞国际酒店（上海福源汇居店）@(121.44736,31.19549), 源涞国际东方曼哈顿5-1703@(121.440326,31.198045), 梵舍民宿（上海徐家汇店)@(121.445897,31.203141), 上海幸福里普通公寓@(121.439652,31.20232), 上海玛耘家庭公寓(亚都商务楼店)@(121.44492,31.19488), 上海精装温馨公寓天钥桥路分店@(121.446954,31.197156), 航空招待所@(121.446399,31.198227), 上海徐家汇源普通公寓@(121.439068,31.195961), 上海伊美民宿公寓南丹东路店@(121.44478,31.194902), 上海桐花里弄普通公寓肇嘉浜路分店@(121.448594,31.200609), 上海欣欣公寓@(121.439369,31.196213), 泽众优然居服务式公寓（上海国际名园店）@(121.444956,31.19511), 上海在路上酒店式公寓@(121.448868,31.197356), 上海租家酒店式公寓天钥桥路店@(121.44783,31.199782), 上海浪漫电动圆床房普通公寓天钥桥路分店@(121.447909,31.200305), 上海蔚蓝天空普通公寓@(121.442576,31.203395), 上海悠租公寓福源汇居店@(121.447615,31.195172), 晟曜行服务式公寓(亚都国际名园店)@(121.447051,31.195107)]"
36,裕安大厦,38.0,"[上海锦江汤臣洲际大酒店@(121.528212,31.235361), 上海国信紫金山大酒店@(121.53012,31.233664), 上海齐鲁万怡大酒店@(121.532375,31.231826), 全季酒店(上海陆家嘴八佰伴店)@(121.528508,31.234442), 宝安大酒店@(121.530319,31.232657), 明城大酒店@(121.53096,31.231582), 如家快捷酒店(上海世纪大道商城路店)@(121.527902,31.237917), 上海景莱酒店(陆家嘴店八佰伴店)@(121.529249,31.232673), 上海仁泰商务酒店(东方路店)@(121.531815,31.238119), 布丁酒店(陆家嘴店)@(121.526636,31.231193), 大都汇商务酒店@(121.535345,31.236781), 柏蕾时尚酒店@(121.527089,31.234196), 鹏臣快捷酒店@(121.535382,31.236135), 上海ok·home可意居时尚公寓@(121.535419,31.232397), 桃子酒店@(121.529453,31.233032), 大阿福宾馆@(121.536072,31.234726), 上海艾森青年公寓@(121.527208,31.233869), 上海怡荷园青年公寓@(121.535336,31.232417), 堡龙阁海鲜大酒店-客房部@(121.531842,31.232645), 嘉年CEO服务式公寓酒店（上海陆家嘴店）@(121.535688,31.230736), 上海悠存民宿陆家嘴东欣小区店@(121.528955,31.23161), 世尊国际酒店及度假村@(121.529916,31.233422), 上海可儿poppy普通公寓东方路分店@(121.534663,31.231314), 上海陆家嘴CBD-地铁2号线整租公寓@(121.526317,31.238847), 上海优特吧旅店@(121.533271,31.237922), 宝安大酒店-圆桌会议室@(121.530791,31.232389), 上海Anna安娜民宿分店@(121.535346,31.230834), 上海猫里厢MOLI普通公寓@(121.533396,31.237115), 上海Nana普通公寓张杨路店@(121.529202,31.232585), 上海舍下短租公寓东方路店@(121.529614,31.237797), 上海茉莉之家普通公寓@(121.530688,31.238786), 上海亚木之家5号公寓福山路分店@(121.534111,31.237941), 上海生活在别处普通公寓东方路店@(121.532092,31.230669), 上海陆家嘴零距离2号线东昌路站旁舒适一居室普通公寓分店@(121.52602,31.230977), 上海Nana普通公寓福山路店@(121.533836,31.238097), 上海圣天地服务式公寓浦东张杨路店@(121.526594,31.233922), 上海芒果公寓崂山路二店@(121.528217,31.236018), 上海亚木之家5号公寓(东方路分店)@(121.529877,31.237505)]"
