,name,hotel,hospital,mall,park1500,store,underground,rent
1087,瑞特大厦,29.0,9.0,3.0,9.0,26.0,1.0,3.55
1088,赢嘉广场,0.0,0.0,0.0,0.0,4.0,0.0,3.04
1089,BHC中环中心,2.0,0.0,1.0,2.0,4.0,0.0,3.19
1090,金鹰国际广场,82.0,11.0,19.0,14.0,35.0,1.0,7.58
1091,吴中商务大厦,15.0,0.0,4.0,0.0,14.0,0.0,3.24
1092,金创大厦,0.0,0.0,0.0,0.0,3.0,2.0,4.06
1093,张江文化科技创意产业基地,5.0,0.0,0.0,2.0,5.0,0.0,4.58
1094,古北1699广场,11.0,4.0,2.0,2.0,8.0,1.0,5.59
1095,华隆大厦,19.0,6.0,12.0,9.0,73.0,2.0,4.34
1096,耀光中环国际大厦,8.0,0.0,4.0,3.0,7.0,2.0,2.23
1097,盛源科技园,6.0,0.0,3.0,3.0,5.0,2.0,2.33
1098,港汇中心二座,48.0,4.0,16.0,10.0,30.0,3.0,9.16
1099,高登金融大厦,60.0,3.0,6.0,10.0,34.0,0.0,7.23
1100,合川大厦,5.0,1.0,1.0,1.0,3.0,2.0,3.55
1101,工商联大厦,100.0,11.0,16.0,14.0,60.0,2.0,3.75
1102,华一实业大厦,7.0,0.0,0.0,5.0,7.0,0.0,3.24
1103,申虹国际大厦,2.0,0.0,1.0,0.0,12.0,2.0,6.59
1104,云顶国际商业广场,8.0,4.0,1.0,0.0,9.0,0.0,4.56
1105,金穗大厦,22.0,4.0,3.0,5.0,24.0,0.0,5.27
1106,宝龙城市广场,54.0,0.0,3.0,2.0,8.0,1.0,3.04
1107,生命人寿大厦,4.0,8.0,13.0,3.0,22.0,2.0,5.07
1108,建华大楼,11.0,4.0,4.0,5.0,24.0,0.0,3.18
1109,133世界广场,1.0,0.0,0.0,0.0,0.0,0.0,3.04
1110,麦腾创业天地,2.0,6.0,1.0,2.0,0.0,0.0,3.04
1111,诚信国际大厦,0.0,0.0,0.0,0.0,2.0,0.0,1.52
1112,力国大楼,18.0,2.0,0.0,2.0,14.0,0.0,3.35
1113,恒利国际大厦,58.0,13.0,10.0,30.0,33.0,1.0,5.88
1114,陆家嘴商务广场,14.0,0.0,0.0,7.0,12.0,1.0,8.49
1115,同济科技大厦,4.0,0.0,0.0,6.0,10.0,1.0,4.06
1116,北外滩金光中心,25.0,3.0,4.0,14.0,48.0,1.0,8.24
1117,运通星财富广场,12.0,2.0,1.0,9.0,6.0,0.0,2.55
1118,明谷科技园,4.0,0.0,0.0,1.0,52.0,0.0,2.84
1119,名人商业大厦,106.0,14.0,27.0,7.0,70.0,1.0,6.9
1120,上海时尚产业园,5.0,9.0,12.0,12.0,32.0,1.0,4.06
1121,莱茵·虹桥中心,12.0,3.0,2.0,1.0,22.0,1.0,3.35
1122,凯德龙之梦虹口广场,17.0,5.0,10.0,1.0,27.0,1.0,5.58
1123,智慧七立方,15.0,4.0,5.0,1.0,0.0,1.0,2.69
1124,万通中心,1.0,0.0,3.0,0.0,7.0,0.0,5.37
1125,金沙商务广场,8.0,4.0,2.0,0.0,8.0,0.0,3.04
1126,郡江国际大厦,27.0,11.0,3.0,0.0,40.0,2.0,2.84
1127,飘鹰世纪大厦,7.0,6.0,3.0,7.0,22.0,1.0,3.04
1128,张江集电港,4.0,0.0,0.0,0.0,3.0,0.0,3.04
1129,华泰中心,15.0,2.0,4.0,4.0,9.0,1.0,1.01
1130,南洋实业大楼,48.0,4.0,16.0,10.0,30.0,3.0,5.78
1131,虹桥天地,18.0,10.0,5.0,8.0,15.0,1.0,5.5
1132,绿地中央广场,0.0,0.0,0.0,2.0,5.0,0.0,4.06
1133,亚洲大厦,46.0,3.0,27.0,15.0,72.0,1.0,6.08
1134,七宝宝龙城市广场,6.0,0.0,1.0,0.0,26.0,0.0,3.88
1135,同和凤城巷,29.0,1.0,0.0,8.0,9.0,1.0,3.85
1136,航汇大厦,1.0,1.0,0.0,0.0,1.0,4.0,5.02
1137,三林金融众创空间,26.0,2.0,2.0,0.0,22.0,0.0,3.04
1138,上海绿地中心一期,22.0,4.0,0.0,5.0,16.0,2.0,6.08
1139,宏嘉大厦,35.0,1.0,0.0,6.0,21.0,0.0,8.31
1140,中诣逸界产业园,11.0,3.0,1.0,1.0,14.0,1.0,1.93
1141,静安大厦,61.0,40.0,2.0,6.0,18.0,0.0,7.61
1142,绿洲中环中心3号楼,17.0,9.0,6.0,2.0,7.0,1.0,4.06
1143,VIP大厦,45.0,7.0,0.0,2.0,17.0,0.0,2.59
1144,海兴广场,79.0,5.0,2.0,5.0,27.0,1.0,4.06
1145,尚街Loft上海双创产业园,25.0,6.0,0.0,6.0,23.0,1.0,3.85
1146,祥鹿大厦,1.0,0.0,0.0,0.0,3.0,0.0,2.43
1147,科技绿洲,3.0,0.0,0.0,3.0,6.0,0.0,4.06
1148,波特营,40.0,8.0,7.0,3.0,20.0,1.0,6.08
1149,凯旋坊创意园,54.0,8.0,5.0,6.0,17.0,1.0,4.26
1150,紫金汉宫,42.0,3.0,12.0,1.0,27.0,1.0,4.56
1151,东方海外大厦,99.0,18.0,9.0,7.0,30.0,0.0,4.56
1152,尚馥骊湾88,15.0,3.0,1.0,6.0,23.0,0.0,3.85
1153,国际商贸大厦,1.0,0.0,0.0,0.0,4.0,0.0,1.52
1154,海螺大厦,21.0,9.0,4.0,0.0,24.0,0.0,4.06
1155,华西证券大厦,13.0,2.0,3.0,10.0,29.0,1.0,2.74
1156,soho世纪广场,168.0,13.0,20.0,0.0,79.0,2.0,8.5
1157,淮海金融大厦,41.0,7.0,24.0,29.0,43.0,3.0,5.02
1158,长江新能源大厦,131.0,3.0,27.0,15.0,72.0,1.0,6.74
1159,欧江大厦,55.0,1.0,0.0,8.0,22.0,1.0,3.24
1160,联创国际,19.0,0.0,1.0,1.0,0.0,0.0,2.18
1161,堡尼中心,2.0,0.0,0.0,4.0,7.0,0.0,3.96
1162,浦发广场写字楼,6.0,1.0,1.0,6.0,13.0,0.0,2.74
1163,福克斯元江路创新园,4.0,0.0,0.0,0.0,5.0,0.0,1.62
1164,恒耀广场,17.0,1.0,2.0,0.0,12.0,0.0,1.52
1165,嘉南红塔商务广场,17.0,1.0,2.0,0.0,11.0,0.0,2.03
1166,德必WE,149.0,20.0,26.0,6.0,81.0,0.0,7.1
1167,衡山国际商务楼,1.0,0.0,0.0,1.0,2.0,0.0,1.62
1168,飞洲国际广场,39.0,3.0,2.0,5.0,17.0,1.0,5.58
1169,东方星座,30.0,22.0,1.0,4.0,24.0,1.0,2.75
1170,圣骊虹桥创意园,20.0,48.0,2.0,3.0,26.0,2.0,3.85
1171,绿地M-TOWN,1.0,0.0,0.0,0.0,0.0,0.0,4.06
1172,宜嘉商务楼,2.0,5.0,1.0,6.0,17.0,1.0,1.7
1173,世嘉双塔,8.0,0.0,2.0,3.0,6.0,0.0,1.9
1174,亚都商务楼,69.0,3.0,9.0,7.0,24.0,1.0,4.06
1175,金茂工业园,29.0,9.0,3.0,9.0,26.0,1.0,2.84
1176,绿地伯顿广场,6.0,0.0,0.0,3.0,8.0,0.0,1.42
1177,亭福大厦,11.0,0.0,0.0,1.0,9.0,0.0,1.93
1178,芭洛商务大厦,15.0,0.0,1.0,1.0,7.0,0.0,2.33
1179,星河世纪城,8.0,2.0,1.0,7.0,13.0,0.0,2.5
1180,丁香国际大厦,12.0,0.0,3.0,16.0,4.0,2.0,7.5
1181,中瑞·商务大厦,28.0,2.0,1.0,3.0,0.0,1.0,3.35
1182,新华文化科技园,13.0,0.0,1.0,2.0,12.0,1.0,2.84
1183,众原国际中心,0.0,20.0,6.0,8.0,30.0,1.0,1.52
1184,寰启商务大厦,3.0,0.0,0.0,0.0,2.0,0.0,1.62
1185,东方希望大厦,8.0,0.0,0.0,10.0,5.0,0.0,6.29
1186,华宁国际广场,37.0,6.0,10.0,7.0,23.0,0.0,4.56
1187,创想家社区,3.0,3.0,2.0,7.0,15.0,1.0,2.03
1188,申通信息广场,57.0,4.0,3.0,11.0,21.0,2.0,4.87
1189,银石科技园,28.0,17.0,2.0,4.0,19.0,1.0,3.47
1190,展想广场,7.0,1.0,1.0,2.0,2.0,0.0,5.5
1191,盛大全球研发中心,1.0,0.0,0.0,0.0,0.0,0.0,3.45
1192,上海跨国采购中心,2.0,1.0,1.0,8.0,3.0,0.0,4.56
1193,凯龙瑞,2.0,0.0,0.0,2.0,1.0,0.0,4.56
1194,众原企业天地,15.0,13.0,16.0,27.0,25.0,2.0,1.32
1195,禹洲金桥国际三期,22.0,0.0,1.0,1.0,7.0,0.0,1.44
1196,光宝科技大厦,6.0,3.0,1.0,1.0,15.0,0.0,4.06
1197,森兰美伦,1.0,0.0,0.0,1.0,0.0,0.0,1.83
1198,涛飞国际广场商务楼,0.0,0.0,0.0,1.0,2.0,0.0,2.03
1199,上海金领谷科技产业园,11.0,3.0,1.0,1.0,14.0,1.0,1.83
1200,上海世和商务中心,7.0,0.0,2.0,0.0,2.0,0.0,4.06
1201,招商银行上海大厦,0.0,0.0,0.0,7.0,12.0,1.0,6.08
1202,苏州河DOHO,13.0,4.0,0.0,9.0,8.0,0.0,4.06
1203,外滩SOHO,23.0,0.0,20.0,11.0,34.0,0.0,7.61
1204,银统大厦,53.0,11.0,5.0,7.0,40.0,0.0,2.96
1205,港陆广场,70.0,2.0,17.0,21.0,53.0,2.0,6.08
1206,花园大厦,63.0,8.0,10.0,7.0,27.0,1.0,2.84
1207,壹丰广场,36.0,9.0,14.0,9.0,59.0,1.0,5.58
1208,长峰中心.聚贤阁,46.0,18.0,1.0,7.0,26.0,0.0,4.56
1209,龙泽大厦,13.0,10.0,0.0,3.0,31.0,0.0,2.39
1210,美罗大厦,58.0,2.0,15.0,5.0,26.0,3.0,5.58
1211,久事商务大厦,108.0,17.0,16.0,10.0,51.0,1.0,11.56
1212,东方有线大厦,18.0,17.0,12.0,18.0,41.0,3.0,5.58
1213,复旦软件园•智慧新天地,29.0,22.0,2.0,3.0,24.0,1.0,3.66
1214,虹桥商务大厦,8.0,6.0,0.0,9.0,15.0,1.0,4.56
1215,贝多芬广场,58.0,9.0,1.0,7.0,24.0,1.0,3.85
1216,苏宁天御国际广场,8.0,0.0,1.0,2.0,6.0,0.0,3.75
1217,云海苑,77.0,16.0,15.0,23.0,41.0,3.0,3.85
1218,星汇广场,6.0,3.0,0.0,0.0,0.0,1.0,3.38
1219,同华大厦,7.0,0.0,1.0,1.0,7.0,0.0,1.39
1220,绿地北外滩中心,41.0,0.0,2.0,4.0,32.0,1.0,5.27
1221,发展大厦,6.0,0.0,3.0,0.0,7.0,0.0,1.62
1222,半岛湾时尚文化创意产业园,22.0,12.0,6.0,8.0,50.0,2.0,4.06
1223,博达科技楼,1.0,0.0,0.0,0.0,0.0,0.0,4.06
1224,上海集电港,2.0,0.0,0.0,0.0,3.0,0.0,4.06
1225,兴业大厦,106.0,6.0,17.0,14.0,39.0,2.0,4.44
1226,远东大厦,7.0,8.0,13.0,5.0,23.0,2.0,4.56
1227,东方蓝海国际广场,18.0,4.0,8.0,8.0,17.0,0.0,4.56
1228,锦明大厦,21.0,1.0,6.0,7.0,22.0,0.0,2.84
1229,近铁云大厦,0.0,10.0,5.0,6.0,27.0,2.0,5.3
1230,美奂大厦,13.0,4.0,16.0,0.0,27.0,1.0,4.04
1231,中城国际大厦,7.0,5.0,2.0,8.0,21.0,1.0,7.21
1232,凯迪克大厦,97.0,13.0,13.0,14.0,35.0,1.0,4.14
1233,中华城,39.0,5.0,7.0,3.0,29.0,0.0,1.52
1234,徐汇日月光中心,26.0,10.0,2.0,5.0,24.0,1.0,5.78
1235,东苑丽宝广场,25.0,9.0,10.0,6.0,30.0,0.0,4.34
1236,普陀科技大厦,34.0,7.0,5.0,4.0,28.0,1.0,3.85
1237,上海港国际客运中心,8.0,2.0,4.0,0.0,0.0,1.0,1.82
1238,凯龙金领大厦,0.0,1.0,1.0,2.0,6.0,0.0,3.04
1239,欧爱喜商务广场,10.0,21.0,1.0,8.0,33.0,0.0,2.53
1240,金融广场,179.0,17.0,25.0,13.0,86.0,1.0,6.33
1241,亚盛大厦,25.0,14.0,15.0,14.0,35.0,1.0,7.71
1242,爵士大厦,37.0,2.0,1.0,5.0,22.0,2.0,2.67
1243,石油天然气大厦,86.0,0.0,10.0,12.0,37.0,0.0,4.0
1244,紫金瀚宫,44.0,6.0,0.0,4.0,28.0,0.0,3.33
1245,市北新中新,0.0,0.0,0.0,3.0,3.0,0.0,3.55
1246,丽婴房总部营运大厦,12.0,0.0,0.0,2.0,0.0,1.0,3.85
1247,尚街会馆,34.0,3.0,4.0,0.0,25.0,0.0,3.85
1248,汤臣中心,48.0,0.0,2.0,2.0,11.0,0.0,3.33
1249,虹桥上海城,29.0,4.0,12.0,8.0,28.0,1.0,6.08
1250,礼和洋行大楼,13.0,3.0,13.0,20.0,30.0,1.0,7.61
1251,银月金融湾,8.0,0.0,1.0,5.0,4.0,1.0,7.1
1252,快易名商,60.0,25.0,6.0,9.0,30.0,0.0,4.64
1253,泓毅大厦,1.0,1.0,0.0,1.0,2.0,2.0,4.36
1254,齐成晟园,4.0,0.0,1.0,0.0,10.0,0.0,2.54
1255,元谷文创园,7.0,0.0,0.0,1.0,11.0,0.0,1.62
1256,锦辉大厦,17.0,8.0,2.0,3.0,20.0,0.0,3.45
1257,华商时代广场,19.0,1.0,15.0,3.0,15.0,0.0,2.89
1258,锦科文化产业园,1.0,0.0,0.0,0.0,0.0,0.0,2.37
1259,张江微电子港,5.0,0.0,1.0,2.0,2.0,1.0,4.06
1260,288文化创意园,56.0,12.0,6.0,29.0,35.0,2.0,5.07
1261,虹桥总部1号,20.0,3.0,1.0,1.0,7.0,0.0,3.55
1262,九润商务大厦（银都路）,1.0,0.0,0.0,0.0,1.0,0.0,1.72
1263,上海国际工业设计中心,5.0,0.0,2.0,2.0,0.0,0.0,2.54
1264,创智天地广场三期,17.0,1.0,6.0,7.0,17.0,1.0,5.07
1265,三维大厦,10.0,6.0,3.0,3.0,18.0,1.0,2.11
1266,未来资产大厦,4.0,2.0,6.0,10.0,11.0,1.0,8.92
1267,知识产业园,3.0,3.0,2.0,7.0,15.0,1.0,2.74
1268,上海华升大厦,3.0,3.0,2.0,7.0,15.0,1.0,4.0
1269,信建大厦,15.0,3.0,0.0,4.0,5.0,2.0,4.06
1270,竞衡大业广场,23.0,2.0,3.0,1.0,12.0,0.0,2.84
1271,e通世界,1.0,0.0,0.0,0.0,3.0,0.0,1.72
1272,众和金融大厦,21.0,1.0,0.0,8.0,46.0,0.0,3.04
1273,新宝科创园,21.0,3.0,3.0,1.0,17.0,0.0,2.41
1274,嘉宁国际大厦,51.0,34.0,1.0,6.0,16.0,0.0,7.1
1275,中山万博广场,6.0,4.0,5.0,8.0,15.0,1.0,7.1
1276,申航大厦,28.0,6.0,3.0,2.0,37.0,1.0,2.48
1277,瑞金花园商务楼,0.0,6.0,2.0,13.0,30.0,2.0,3.04
1278,宝华城市晶典大厦,39.0,3.0,4.0,5.0,42.0,2.0,4.73
1279,复城国际,30.0,18.0,0.0,5.0,20.0,0.0,2.43
1280,静安设计中心,49.0,19.0,3.0,6.0,24.0,0.0,7.6
1281,文新报业大厦,124.0,5.0,10.0,0.0,39.0,3.0,5.37
1282,中华1912创意产业园,12.0,7.0,4.0,4.0,20.0,1.0,4.11
1283,东鼎商务大厦,6.0,2.0,0.0,2.0,6.0,0.0,3.04
1284,古北国际财富中心二期,19.0,5.0,0.0,7.0,7.0,1.0,7.61
1285,金虹桥商务楼,20.0,6.0,8.0,9.0,20.0,1.0,5.0
1286,南翔智地,9.0,1.0,1.0,1.0,11.0,0.0,1.83
1287,国阳大厦,22.0,3.0,5.0,7.0,17.0,1.0,3.14
1288,上服创意园,23.0,5.0,3.0,11.0,29.0,1.0,4.36
1289,中环现代大厦,13.0,5.0,5.0,5.0,43.0,2.0,5.02
1290,华东理工科技园G7软件基地,7.0,2.0,0.0,6.0,8.0,1.0,3.55
1291,御河企业公馆,0.0,0.0,1.0,0.0,2.0,0.0,3.2
1292,良丰大厦,46.0,2.0,0.0,4.0,10.0,2.0,2.85
1293,大宁财智中心,1.0,0.0,2.0,1.0,4.0,0.0,3.35
1294,21世纪中心大厦,40.0,6.0,3.0,5.0,23.0,0.0,7.61
1295,春申江大厦,147.0,5.0,27.0,7.0,76.0,1.0,5.3
1296,中成智谷,4.0,1.0,1.0,2.0,8.0,1.0,2.74
1297,圣御大厦,3.0,1.0,0.0,3.0,2.0,0.0,3.04
1298,中信泰富广场,92.0,4.0,21.0,15.0,38.0,2.0,9.13
1299,联峰汇,38.0,3.0,6.0,10.0,27.0,3.0,5.07
1300,淮海商业大厦,9.0,6.0,10.0,14.0,55.0,1.0,4.26
1301,新桥大厦,58.0,6.0,5.0,9.0,45.0,4.0,3.04
1302,凤凰大厦,17.0,0.0,0.0,5.0,12.0,1.0,3.55
1303,禹洲广场,21.0,0.0,1.0,1.0,7.0,0.0,3.04
1304,百乐门商务楼,50.0,10.0,2.0,5.0,41.0,1.0,4.06
1305,智慧广场,8.0,3.0,2.0,5.0,33.0,1.0,5.01
1306,上海巴士大厦,69.0,11.0,3.0,16.0,32.0,2.0,10.61
1307,张江大厦,5.0,0.0,3.0,1.0,4.0,1.0,4.06
1308,宛轻商务楼,60.0,19.0,1.0,9.0,19.0,0.0,7.3
1309,万达财富中心,3.0,1.0,4.0,3.0,11.0,1.0,1.62
1310,兆丰世贸大厦,32.0,10.0,0.0,5.0,21.0,2.0,5.93
1311,汇银铭尊,7.0,1.0,2.0,5.0,4.0,0.0,3.66
1312,科技大厦,17.0,3.0,2.0,2.0,15.0,1.0,2.64
1313,中电绿色科技园,10.0,1.0,0.0,0.0,4.0,0.0,3.2
1314,恒越大厦,1.0,0.0,0.0,0.0,0.0,0.0,3.55
1315,飞马旅5iCENTER创意园,39.0,2.0,3.0,3.0,25.0,0.0,3.04
1316,双鸽大厦,19.0,0.0,0.0,0.0,16.0,2.0,5.88
1317,梵克雅堡,2.0,0.0,0.0,1.0,1.0,0.0,4.06
1318,上海华侨大厦,69.0,35.0,7.0,3.0,23.0,1.0,5.68
1319,金茂商务楼,2.0,0.0,0.0,0.0,4.0,0.0,1.73
1320,同和国际大厦,8.0,3.0,1.0,0.0,8.0,2.0,5.02
1321,陆家嘴世纪金融广场（一期）,183.0,20.0,26.0,12.0,91.0,0.0,8.11
1322,三联大厦,1.0,0.0,0.0,1.0,3.0,1.0,1.6
1323,浦江高科技园,0.0,0.0,0.0,3.0,0.0,0.0,1.38
1324,中一国际商务大厦,7.0,2.0,1.0,4.0,22.0,1.0,4.87
1325,通茂大厦,1.0,0.0,0.0,0.0,0.0,0.0,5.02
1326,峻岭广场,64.0,11.0,13.0,18.0,0.0,2.0,3.33
1327,上海银行大厦,0.0,0.0,0.0,0.0,0.0,0.0,10.65
1328,伸大厦,27.0,1.0,1.0,7.0,21.0,1.0,4.87
1329,新梅联合广场,34.0,6.0,12.0,4.0,22.0,2.0,9.13
1330,宏南投资大厦,13.0,0.0,5.0,2.0,10.0,1.0,3.55
1331,磊鑫大厦,17.0,1.0,2.0,0.0,12.0,0.0,2.23
1332,汇银大厦,67.0,15.0,17.0,11.0,34.0,3.0,6.29
1333,绿地科创大厦,37.0,3.0,4.0,6.0,32.0,5.0,3.55
1334,前滩尚博创意产业园,16.0,3.0,1.0,1.0,12.0,0.0,2.84
1335,云仓创意园,39.0,2.0,3.0,3.0,25.0,0.0,3.75
1336,虹桥银城大厦,19.0,2.0,0.0,8.0,0.0,1.0,3.55
1337,禾森商务中心,31.0,13.0,1.0,7.0,27.0,1.0,3.24
1338,丽琴大厦,1.0,5.0,0.0,1.0,2.0,0.0,1.72
1339,周家桥创意中心,2.0,8.0,0.0,10.0,8.0,0.0,3.85
1340,东方大厦,28.0,1.0,0.0,7.0,19.0,1.0,4.06
1341,iDream张江公馆,2.0,0.0,0.0,3.0,2.0,0.0,3.04
1342,东方金融园,4.0,0.0,1.0,3.0,4.0,1.0,3.85
1343,建国路八号桥创意园,80.0,9.0,0.0,6.0,25.0,2.0,6.08
1344,中展大厦,1.0,0.0,0.0,0.0,3.0,0.0,3.04
1345,明通文化创意产业园,14.0,1.0,1.0,1.0,7.0,0.0,2.74
1346,思创大厦,25.0,3.0,5.0,11.0,27.0,0.0,2.64
1347,长宁新世纪广场,16.0,0.0,5.0,8.0,18.0,0.0,2.58
1348,共和国际商务广场,6.0,1.0,2.0,4.0,15.0,1.0,2.67
1349,森本大厦,25.0,0.0,4.0,5.0,20.0,1.0,4.06
1350,外滩588,25.0,3.0,4.0,14.0,47.0,1.0,7.1
1351,华虹国际大厦,74.0,6.0,13.0,6.0,79.0,2.0,4.97
1352,上海浦东信息大厦,1.0,0.0,0.0,0.0,0.0,0.0,5.86
1353,高华大楼,6.0,0.0,1.0,0.0,5.0,0.0,1.62
1354,中冶祥腾菁英尚都,11.0,2.0,0.0,8.0,6.0,0.0,2.74
1355,渣打银行大厦,15.0,6.0,3.0,0.0,22.0,0.0,6.67
1356,大宁德必易园,7.0,0.0,1.0,2.0,14.0,0.0,3.95
1357,集创公园,1.0,0.0,0.0,0.0,0.0,1.0,3.85
1358,金虹桥国际中心,27.0,5.0,11.0,13.0,25.0,1.0,7.61
1359,高宝新时代广场,7.0,12.0,11.0,7.0,39.0,1.0,5.3
1360,浦发大厦,45.0,5.0,1.0,5.0,29.0,0.0,8.11
1361,江南厂创意园,17.0,2.0,3.0,5.0,25.0,0.0,5.58
1362,金桥瑞邑,2.0,0.0,0.0,2.0,1.0,0.0,3.04
1363,湘江大厦,20.0,10.0,2.0,3.0,24.0,1.0,2.43
1364,东亚银行金融大厦,13.0,2.0,4.0,9.0,14.0,1.0,9.33
1365,瑞铂中心,16.0,2.0,2.0,0.0,11.0,0.0,4.06
1366,四行仓库创意园,61.0,6.0,8.0,9.0,45.0,3.0,4.56
1367,东朔商务中心,15.0,7.0,9.0,6.0,31.0,0.0,5.07
1368,星联研发楼,29.0,5.0,3.0,9.0,26.0,1.0,4.36
1369,研祥科技大楼,0.0,9.0,3.0,9.0,26.0,1.0,4.8
1370,张江集电港移动互联网孵化器二期,2.0,0.0,0.0,0.0,3.0,0.0,4.26
1371,全球青年创业中心,0.0,0.0,0.0,0.0,1.0,0.0,1.83
1372,双高世贸广场,1.0,2.0,0.0,3.0,6.0,0.0,2.53
1373,创业中心大厦,3.0,2.0,0.0,1.0,9.0,1.0,2.64
1374,嘉汇创机商务中心,77.0,4.0,4.0,8.0,25.0,1.0,2.5
1375,华生大厦,44.0,7.0,4.0,0.0,21.0,1.0,3.04
1376,德必易园写字楼,8.0,0.0,1.0,5.0,9.0,1.0,3.76
1377,骏丰国际财富广场,16.0,4.0,5.0,9.0,24.0,1.0,3.95
1378,左岸88,4.0,2.0,0.0,2.0,34.0,1.0,3.65
1379,合生财富大厦,25.0,3.0,4.0,14.0,48.0,1.0,4.83
1380,齐来工业城,1.0,2.0,0.0,5.0,6.0,0.0,3.0
1381,炫润国际大厦,21.0,2.0,3.0,0.0,12.0,0.0,3.04
1382,金陵海欣大厦,128.0,2.0,25.0,10.0,63.0,1.0,7.03
1383,科技产业化大楼,2.0,2.0,0.0,1.0,11.0,1.0,3.55
1384,虹漕大楼,2.0,3.0,0.0,3.0,12.0,0.0,2.64
1385,中环信协天地,11.0,2.0,0.0,2.0,10.0,0.0,4.75
1386,闻通商务中心,39.0,2.0,1.0,3.0,26.0,0.0,4.06
1387,震旦国际大楼,7.0,0.0,5.0,10.0,11.0,1.0,10.14
1388,上影国际大厦,52.0,5.0,0.0,8.0,21.0,1.0,6.02
1389,长房国际广场,31.0,6.0,15.0,10.0,29.0,1.0,6.08
1390,禹州金桥国际,21.0,0.0,1.0,1.0,7.0,0.0,1.62
1391,电信实业大楼,5.0,3.0,5.0,4.0,21.0,1.0,3.24
1392,智造局二期,45.0,1.0,0.0,7.0,38.0,0.0,6.29
1393,东方尚博创意园,8.0,3.0,0.0,1.0,20.0,1.0,3.75
1394,芳华德必运动LOFT,1.0,0.0,0.0,20.0,12.0,0.0,4.11
1395,保利西岸中心,12.0,1.0,0.0,4.0,8.0,0.0,6.69
1396,东上海中心,24.0,3.0,8.0,6.0,18.0,1.0,4.06
1397,新曹杨科技大厦,3.0,0.0,0.0,7.0,16.0,2.0,3.24
1398,上海国际包装印刷城,9.0,0.0,2.0,1.0,11.0,2.0,1.08
1399,江桥万达广场,21.0,2.0,3.0,4.0,9.0,1.0,1.43
1400,上海映巷创意工场,5.0,3.0,2.0,4.0,21.0,1.0,3.55
1401,海益商务大厦,29.0,3.0,1.0,8.0,13.0,1.0,3.85
1402,中金国际广场,63.0,4.0,9.0,6.0,26.0,2.0,6.0
1403,上海外经大厦,13.0,1.0,0.0,3.0,10.0,1.0,4.06
1404,飞洲时代大厦,23.0,1.0,1.0,6.0,23.0,0.0,4.06
1405,创富大厦,6.0,4.0,6.0,9.0,0.0,0.0,3.04
1406,建发国际大厦,3.0,3.0,2.0,7.0,15.0,1.0,5.98
1407,欧银集心大楼,5.0,0.0,1.0,1.0,7.0,0.0,2.84
1408,上海地产大厦,48.0,4.0,16.0,10.0,30.0,3.0,7.1
1409,东方国际大厦,23.0,0.0,7.0,10.0,14.0,0.0,5.78
1410,1933创意空间,10.0,3.0,4.0,7.0,48.0,1.0,3.6
1411,华南大厦,8.0,2.0,1.0,2.0,6.0,1.0,3.55
1412,富邦晶品,54.0,17.0,15.0,3.0,42.0,1.0,8.11
1413,亿达产业园,2.0,0.0,4.0,2.0,13.0,0.0,3.55
1414,中海国际中心,60.0,3.0,13.0,12.0,30.0,1.0,8.11
1415,北科大厦,4.0,4.0,3.0,3.0,21.0,2.0,3.06
1416,浙铁绿城长风中心,6.0,3.0,1.0,7.0,3.0,0.0,4.26
1417,创邑・源,51.0,13.0,2.0,8.0,36.0,1.0,4.56
1418,智慧湾科创园,3.0,0.0,1.0,1.0,9.0,1.0,2.54
1419,众城商厦,4.0,11.0,8.0,1.0,22.0,2.0,3.04
1420,捷运大厦,28.0,4.0,5.0,9.0,29.0,0.0,2.78
1421,东华大学创意园,19.0,2.0,1.0,6.0,21.0,1.0,4.06
1422,悟锦世纪大楼,103.0,24.0,7.0,8.0,34.0,1.0,8.09
1423,七宝易园,23.0,1.0,4.0,2.0,28.0,1.0,3.04
1424,远洋财富广场,25.0,3.0,7.0,7.0,17.0,0.0,1.71
1425,海尚杰座,8.0,4.0,1.0,8.0,20.0,1.0,3.33
1426,利星国际广场,0.0,12.0,4.0,7.0,45.0,0.0,7.87
1427,歌斐中心,19.0,4.0,2.0,8.0,15.0,1.0,7.3
1428,浦东张江软件园,1.0,0.0,0.0,1.0,3.0,0.0,3.35
1429,万宝国际商务中心,29.0,13.0,2.0,11.0,23.0,1.0,5.88
1430,海虹永安商厦,28.0,6.0,12.0,8.0,40.0,2.0,2.86
1431,巨富大厦,17.0,15.0,11.0,10.0,30.0,1.0,3.85
1432,上海财经大学国家大学科技园,29.0,1.0,0.0,6.0,17.0,0.0,2.23
1433,新研大楼,7.0,9.0,3.0,9.0,26.0,1.0,4.36
1434,孵源节能环保科技企业孵化基地,2.0,0.0,0.0,1.0,4.0,0.0,1.62
1435,嘉里不夜城企业中心企业公馆,15.0,2.0,6.0,5.0,32.0,2.0,4.06
1436,红坊,5.0,52.0,2.0,11.0,20.0,2.0,4.26
1437,加减乘除创意园,7.0,0.0,0.0,1.0,6.0,0.0,3.04
1438,荣欣大厦,33.0,12.0,10.0,7.0,39.0,1.0,3.35
1439,中环广场,47.0,12.0,16.0,26.0,23.0,2.0,8.31
1440,利仕达,102.0,4.0,19.0,12.0,40.0,2.0,4.06
