,name,type,age,floors,rent,hotel,hospital,mall,park1500,store,underground,POIs,floors_hz,surface_hz,floor_height_hz
71,国立大厦,3,18.0,24.0,5.6,76.0,25.0,9.0,4.0,37.0,1.0,7,24.0,33000.0,3.6
72,太湖世家国际大厦,3,12.0,25.0,2.08,10.0,0.0,2.0,3.0,5.0,0.0,5,25.0,42093.0,
73,半岛科技园,2,11.0,6.0,4.72,3.0,0.0,0.0,1.0,1.0,0.0,4,6.0,38000.0,3.7
74,锦城大厦,3,23.0,26.0,3.77,42.0,1.0,0.0,4.0,28.0,2.0,6,26.0,69000.0,2.8
75,浦东嘉里城,3,8.0,43.0,8.0,0.0,0.0,4.0,12.0,9.0,1.0,5,43.0,230000.0,4.0
76,金外滩国际广场,3,,,10.79,41.0,4.0,5.0,6.0,28.0,0.0,6,22.0,77852.0,3.5
77,天华信息科技园,3,10.0,10.0,5.5,41.0,6.0,0.0,4.0,16.0,4.0,6,10.0,125465.0,3.9
78,上海科技京城,3,21.0,33.0,4.87,96.0,3.0,17.0,0.0,57.0,2.0,6,33.0,206000.0,3.0
79,上海广场,3,20.0,36.0,7.73,57.0,7.0,24.0,29.0,43.0,3.0,7,38.0,80000.0,3.8
80,上海商城,3,28.0,48.0,14.0,0.0,22.0,19.0,9.0,36.0,1.0,6,45.0,185000.0,3.6
81,华闻国际大厦,2,12.0,20.0,5.18,30.0,3.0,1.0,5.0,19.0,1.0,7,20.0,50362.0,2.7
82,太平金融大厦,3,7.0,38.0,14.03,18.0,2.0,6.0,9.0,15.0,1.0,7,38.0,110599.0,4.6
83,明申中心大厦,3,16.0,2.0,4.8,33.0,1.0,6.0,6.0,15.0,2.0,7,28.0,37425.0,3.3
84,机电大厦,2,25.0,25.0,4.27,63.0,1.0,4.0,5.0,37.0,1.0,7,25.0,27300.0,2.8
85,虹漕园,2,12.0,12.0,3.4,3.0,2.0,0.0,2.0,11.0,0.0,5,12.0,66000.0,4.3
86,复兴广场,2,20.0,6.0,7.5,0.0,15.0,6.0,15.0,32.0,1.0,6,,,
87,金城大厦,2,13.0,28.0,3.0,77.0,3.0,0.0,4.0,24.0,2.0,6,,36400.0,3.8
88,久事大厦,3,17.0,40.0,7.02,28.0,5.0,5.0,5.0,32.0,0.0,6,40.0,68080.0,3.9
89,德宏大厦,3,11.0,13.0,3.98,38.0,1.0,1.0,3.0,10.0,0.0,6,13.0,17411.0,2.8
90,新金桥大厦,3,20.0,39.0,3.4,3.0,0.0,0.0,2.0,1.0,0.0,4,39.0,60000.0,4.0
91,珠江创意中心,3,9.0,,4.63,17.0,0.0,1.0,3.0,14.0,1.0,6,21.0,62339.0,3.5
92,绿地蓝海,3,10.0,20.0,5.27,5.0,0.0,1.0,4.0,8.0,1.0,6,20.0,45125.8,4.0
93,大吉地世贸大厦,2,11.0,9.0,6.38,70.0,14.0,3.0,12.0,23.0,0.0,6,9.0,4770.0,4.0
94,东方世纪大厦,3,15.0,24.0,4.66,29.0,3.0,5.0,9.0,17.0,0.0,6,24.0,28203.0,3.6
95,宏伊国际广场,3,12.0,32.0,8.77,189.0,18.0,27.0,11.0,81.0,1.0,7,32.0,64642.0,5.0
96,绿地公园广场,3,5.0,15.0,1.9,13.0,0.0,4.0,1.0,5.0,0.0,5,15.0,225595.0,3.65
97,汇智创意园,2,,7.0,3.6,56.0,8.0,1.0,5.0,49.0,1.0,7,7.0,15700.0,3.0
98,青慧谷,3,,,4.2,2.0,0.0,0.0,20.0,12.0,0.0,4,4.0,,3.8
99,由由国际广场,3,11.0,37.0,8.28,44.0,22.0,8.0,2.0,27.0,3.0,7,37.0,450000.0,2.8
100,尚品都汇,3,,8.0,4.64,7.0,0.0,3.0,1.0,11.0,0.0,5,8.0,54713.1,4.25
101,新银大厦,3,21.0,22.0,4.35,3.0,3.0,0.0,3.0,9.0,0.0,5,22.0,24500.0,3.0
102,同叶大厦,3,10.0,17.0,2.8,32.0,12.0,2.0,0.0,38.0,1.0,6,17.0,35000.0,3.8
103,新一百大厦,3,20.0,22.0,6.0,190.0,5.0,20.0,7.0,62.0,1.0,7,22.0,65726.0,3.5
104,鑫达商务楼,2,11.0,8.0,5.6,5.0,0.0,3.0,0.0,0.0,0.0,3,8.0,23360.0,3.8
105,科苑大楼,2,17.0,15.0,6.9,6.0,0.0,0.0,2.0,6.0,0.0,4,15.0,10000.0,4.0
106,东渡国际大厦,3,7.0,12.0,5.0,3.0,4.0,2.0,4.0,5.0,0.0,6,,,
107,华依创新园,3,14.0,3.0,4.2,6.0,0.0,1.0,2.0,2.0,0.0,5,,13000.0,
108,柳林大厦,3,,33.0,6.5,52.0,7.0,19.0,25.0,51.0,1.0,7,33.0,40590.0,2.5
109,中信五牛城,2,22.0,33.0,4.36,25.0,6.0,0.0,1.0,7.0,0.0,5,33.0,82000.0,4.5
110,东华创意园,3,,,5.92,36.0,9.0,2.0,9.0,22.0,0.0,6,15.0,2000.0,
111,君庭广场,2,4.0,12.0,5.13,4.0,3.0,1.0,0.0,9.0,2.0,6,12.0,85393.0,3.8
112,加华商务中心,2,24.0,7.0,5.07,37.0,47.0,2.0,6.0,26.0,2.0,7,7.0,38000.0,3.6
113,星创科技广场,3,2.0,11.0,5.23,8.0,1.0,1.0,0.0,1.0,0.0,5,11.0,86000.0,4.2
114,江南造船大厦,2,17.0,28.0,4.8,31.0,7.0,1.0,6.0,27.0,2.0,7,28.0,40000.0,2.5
115,中融信托大厦,3,,,5.06,0.0,0.0,0.0,3.0,2.0,0.0,3,,41206.0,2.8
116,财瑞大厦,2,12.0,12.0,7.6,93.0,7.0,2.0,11.0,17.0,2.0,7,12.0,14123.0,3.8
117,丰树商业城,3,,,5.25,3.0,0.0,0.0,2.0,7.0,1.0,5,22.0,306630.0,4.5
118,振源大厦,2,19.0,26.0,11.15,35.0,1.0,3.0,6.0,19.0,1.0,7,26.0,23093.0,3.5
119,瑞丰国际大厦,3,11.0,28.0,5.97,20.0,3.0,0.0,3.0,34.0,1.0,6,28.0,64948.0,3.5
120,七建大厦,2,20.0,19.0,5.68,36.0,1.0,3.0,5.0,21.0,2.0,7,19.0,27000.0,2.8
121,祥腾财富广场,3,8.0,10.0,4.21,4.0,1.0,0.0,2.0,0.0,1.0,5,10.0,75452.0,5.4
122,嘉汇广场,1,21.0,27.0,3.25,97.0,2.0,5.0,8.0,22.0,1.0,7,35.0,100000.0,3.8
123,中银大厦,3,16.0,53.0,14.54,14.0,2.0,3.0,10.0,22.0,1.0,7,53.0,123000.0,2.9
124,和一大厦,3,18.0,26.0,4.2,71.0,17.0,7.0,8.0,27.0,0.0,6,26.0,55000.0,2.6
125,兴园373,3,,,6.0,42.0,12.0,2.0,8.0,32.0,1.0,7,5.0,4800.0,
126,李子园大厦,3,10.0,18.0,3.5,7.0,10.0,0.0,2.0,9.0,2.0,6,18.0,75000.0,3.0
127,城开国际大厦,3,11.0,15.0,7.72,70.0,5.0,2.0,10.0,22.0,2.0,7,15.0,45430.0,3.5
128,安基大厦,3,15.0,23.0,4.3,76.0,15.0,11.0,12.0,74.0,1.0,7,23.0,26180.55,2.9
129,白玉兰环保广场,2,10.0,24.0,3.3,11.0,4.0,3.0,8.0,19.0,2.0,7,24.0,40000.0,4.0
130,炬芯研发大楼,3,3.0,11.0,9.15,8.0,0.0,0.0,0.0,3.0,0.0,3,9.0,41547.0,
131,汇阳广场,3,,21.0,5.13,24.0,0.0,2.0,5.0,0.0,2.0,5,21.0,101155.3,
132,远东国际广场,3,18.0,31.0,6.64,27.0,6.0,5.0,7.0,15.0,0.0,6,31.0,93060.0,2.8
133,香港广场,3,20.0,38.0,9.59,68.0,9.0,14.0,28.0,25.0,3.0,7,38.0,140000.0,3.6
134,东海广场,3,,,7.9,87.0,24.0,15.0,7.0,35.0,1.0,7,,,
135,湾谷科技园,3,,,3.29,3.0,0.0,0.0,3.0,4.0,0.0,4,,410000.0,4.2
136,岚桥国际大厦,3,,,7.5,57.0,8.0,12.0,3.0,23.0,1.0,7,11.0,,3.2
137,东航滨江中心,3,1.0,21.0,6.65,12.0,4.0,1.0,5.0,3.0,0.0,6,21.0,62000.0,
138,外滩华融大厦,3,21.0,12.0,7.9,52.0,2.0,0.0,7.0,30.0,0.0,5,12.0,,4.2
139,绿地阳光园,2,12.0,4.0,4.3,24.0,3.0,8.0,1.0,25.0,1.0,7,6.0,13000.0,3.0
140,富海商务苑,3,13.0,6.0,3.5,1.0,0.0,0.0,0.0,1.0,0.0,3,6.0,26716.0,3.0
141,裕安大厦,3,23.0,29.0,5.5,60.0,7.0,3.0,0.0,21.0,1.0,6,29.0,40000.0,3.6
142,2577创意大院,2,13.0,2.0,5.94,0.0,6.0,2.0,4.0,9.0,3.0,6,2.0,40000.0,5.0
143,新发现才富园,2,8.0,6.0,5.0,34.0,2.0,2.0,8.0,15.0,0.0,6,,10000.0,4.0
144,绿洲大厦,2,21.0,25.0,12.25,92.0,11.0,2.0,9.0,38.0,2.0,7,25.0,15000.0,3.5
145,昌平大厦,3,20.0,7.0,16.0,63.0,8.0,5.0,5.0,31.0,0.0,6,7.0,5000.0,3.6
146,中星城,3,5.0,21.0,5.67,24.0,1.0,1.0,8.0,14.0,1.0,7,21.0,26300.0,4.2
147,佑越国际,3,1.0,8.0,4.8,1.0,0.0,0.0,0.0,0.0,0.0,2,8.0,24400.0,4.5
148,东吴证券大厦,3,8.0,20.0,6.16,80.0,16.0,6.0,0.0,41.0,1.0,6,20.0,14548.0,3.3
149,中国保险大厦,3,19.0,39.0,10.21,48.0,6.0,3.0,5.0,25.0,0.0,6,39.0,73000.0,3.9
150,中油大厦,3,18.0,32.0,7.0,42.0,2.0,0.0,4.0,31.0,2.0,6,,,
151,莘东置业大厦,3,7.0,12.0,2.65,7.0,1.0,3.0,0.0,8.0,0.0,5,12.0,37595.0,3.6
152,中环国际大厦,2,14.0,26.0,4.4,26.0,3.0,10.0,2.0,23.0,1.0,7,26.0,59000.0,3.5
153,瑞金商务中心,3,21.0,20.0,5.44,168.0,4.0,1.0,8.0,25.0,2.0,7,,,
154,中汇大厦,2,18.0,8.0,6.0,167.0,12.0,0.0,16.0,73.0,2.0,6,8.0,17247.0,3.5
155,汇融大厦,2,5.0,20.0,6.01,41.0,2.0,7.0,6.0,40.0,3.0,7,20.0,46567.0,
156,长航大厦,2,18.0,27.0,5.9,58.0,8.0,13.0,0.0,25.0,0.0,5,,30000.0,2.5
157,海富花园,1,20.0,23.0,3.83,26.0,0.0,2.0,2.0,17.0,0.0,5,23.0,120000.0,2.6
158,迎龙大厦,3,15.0,24.0,4.0,83.0,12.0,2.0,9.0,36.0,0.0,6,,36000.0,3.0
159,华通大厦,2,19.0,26.0,3.4,63.0,11.0,5.0,8.0,28.0,1.0,7,26.0,27400.0,
160,旺旺大厦,3,11.0,20.0,7.67,0.0,15.0,16.0,14.0,31.0,3.0,6,20.0,30000.0,4.0
161,建设大厦,3,,16.0,5.75,193.0,14.0,17.0,9.0,57.0,1.0,7,16.0,,
162,浦江科技广场,3,,25.0,3.66,1.0,0.0,3.0,1.0,4.0,1.0,6,25.0,400000.0,
163,西子国际中心,3,5.0,,6.67,5.0,14.0,0.0,1.0,11.0,0.0,5,,106462.0,
164,海兴大厦,3,19.0,30.0,4.9,144.0,8.0,2.0,14.0,27.0,1.0,7,,,
165,星荟中心,3,,,8.16,119.0,3.0,9.0,12.0,63.0,1.0,7,32.0,248000.0,
166,长久商务中心,2,16.0,25.0,3.45,55.0,7.0,5.0,6.0,44.0,1.0,7,25.0,22500.0,3.6
167,印坊创意园,3,1.0,3.0,4.21,37.0,7.0,1.0,7.0,50.0,1.0,7,,,
168,汇智大厦,3,12.0,27.0,6.46,97.0,4.0,3.0,7.0,20.0,0.0,6,27.0,38000.0,3.5
169,宝矿国际大厦,3,13.0,40.0,6.28,103.0,6.0,4.0,12.0,22.0,0.0,6,50.0,205079.6,3.5
170,浦江国际金融广场,3,,,8.04,26.0,0.0,2.0,5.0,35.0,1.0,6,38.0,119000.0,4.3
171,上海国际集团大厦,3,17.0,23.0,7.5,135.0,13.0,14.0,15.0,41.0,3.0,7,23.0,,3.6
172,福瑞大厦,3,9.0,11.0,1.4,23.0,1.0,0.0,5.0,0.0,0.0,4,11.0,13280.22,4.2
173,昌辉大厦,2,,,2.59,18.0,2.0,1.0,0.0,11.0,0.0,5,4.0,62986.0,3.5
174,田林园,2,35.0,6.0,3.26,7.0,1.0,0.0,2.0,8.0,0.0,5,6.0,7272.0,3.2
175,滨江2250,2,13.0,6.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,15000.0,3.5
176,福兴大厦,2,20.0,16.0,4.75,0.0,8.0,14.0,5.0,27.0,2.0,6,16.0,24000.0,3.0
177,绿地风尚天地,3,7.0,28.0,3.7,12.0,1.0,3.0,2.0,23.0,1.0,7,28.0,121986.0,3.65
178,钦江园,2,8.0,6.0,4.2,4.0,2.0,0.0,2.0,18.0,0.0,5,,,
179,沪办大厦,2,21.0,21.0,2.4,48.0,18.0,0.0,2.0,26.0,0.0,5,21.0,75000.0,3.3
180,蓝天大厦,3,10.0,27.0,4.8,28.0,4.0,20.0,6.0,28.0,2.0,7,27.0,44000.0,3.6
181,晓富金融大厦,3,,,4.48,41.0,0.0,0.0,0.0,3.0,1.0,4,50.0,90000.0,
182,金钟大厦,2,23.0,9.0,6.06,93.0,18.0,0.0,3.0,25.0,1.0,6,9.0,12000.0,3.8
183,永旭商务中心,3,,,3.5,8.0,3.0,1.0,2.0,11.0,0.0,6,,,4.85
184,百乐门大都会,3,,,8.36,100.0,20.0,11.0,6.0,32.0,1.0,7,12.0,,
185,淮海中华大厦,2,15.0,28.0,5.18,95.0,3.0,9.0,20.0,30.0,1.0,7,28.0,41982.0,2.8
186,新意城,3,4.0,16.0,5.3,10.0,3.0,0.0,3.0,6.0,1.0,6,16.0,,
187,东方国信商务广场,3,,,5.43,17.0,4.0,5.0,8.0,15.0,1.0,7,5.0,51000.0,5.8
188,华纳商务中心,3,11.0,7.0,4.63,9.0,0.0,0.0,1.0,5.0,2.0,5,7.0,10000.0,3.5
189,永丰国际广场,3,,,8.72,81.0,4.0,10.0,12.0,28.0,1.0,7,26.0,28901.0,
190,仲益大厦,3,6.0,40.0,7.91,122.0,13.0,13.0,20.0,37.0,1.0,7,45.0,110714.0,
191,新城市中心广场,3,9.0,28.0,4.8,25.0,5.0,3.0,9.0,24.0,0.0,6,28.0,21760.0,3.0
192,长江软件园,3,6.0,6.0,2.67,9.0,1.0,0.0,0.0,16.0,0.0,4,6.0,68352.0,3.5
193,安垦创意园,2,,6.0,7.33,43.0,2.0,5.0,0.0,18.0,0.0,5,,,
194,日月光中心,3,7.0,34.0,8.43,134.0,6.0,0.0,13.0,28.0,1.0,6,34.0,45777.0,4.5
195,华盛大厦,3,20.0,26.0,7.46,100.0,13.0,14.0,19.0,50.0,1.0,7,26.0,51000.0,4.0
196,尚光徐汇中心,3,2.0,18.0,7.94,48.0,4.0,0.0,0.0,23.0,2.0,5,15.0,98700.0,4.5
197,高尚领域,3,,33.0,3.1,25.0,5.0,3.0,6.0,24.0,2.0,7,,1140000.0,
198,先锋大厦,3,,,21.1,27.0,4.0,8.0,1.0,22.0,1.0,7,8.0,,3.2
199,金环商务花园,3,6.0,9.0,4.58,0.0,4.0,3.0,2.0,9.0,0.0,5,,30000.0,4.5
200,鸿运大厦,2,17.0,31.0,3.32,29.0,0.0,1.0,6.0,17.0,3.0,6,31.0,50000.0,3.2
201,中国人保寿险大厦,3,,15.0,13.0,34.0,4.0,25.0,9.0,50.0,0.0,6,15.0,23636.58,2.7
202,金融街海伦中心,3,,,7.21,21.0,6.0,3.0,8.0,42.0,1.0,7,32.0,168000.0,
203,云海大厦,2,20.0,24.0,6.48,83.0,19.0,6.0,7.0,24.0,2.0,7,24.0,26586.0,3.5
204,骏利财富大厦,2,9.0,22.0,3.2,3.0,3.0,5.0,3.0,18.0,0.0,6,22.0,2270.0,3.5
205,中友大厦,2,14.0,28.0,5.74,25.0,9.0,1.0,6.0,25.0,2.0,7,28.0,660000.0,3.0
206,大卫国际大厦,2,13.0,27.0,2.12,7.0,0.0,2.0,0.0,5.0,0.0,4,19.0,27158.0,3.6
207,现代物流大厦,3,14.0,15.0,3.89,297.0,2.0,0.0,2.0,12.0,0.0,5,15.0,38130.0,
208,SOHO中山广场,3,7.0,23.0,6.73,0.0,6.0,12.0,7.0,38.0,1.0,6,23.0,142000.0,3.85
209,盛创企业家园,3,5.0,5.0,1.57,5.0,0.0,0.0,0.0,0.0,0.0,2,5.0,2000000.0,
210,北美广场,3,8.0,23.0,6.0,21.0,10.0,1.0,11.0,35.0,1.0,7,23.0,75224.0,4.1
211,凌空SOHO,3,,11.0,5.49,4.0,0.0,3.0,1.0,5.0,0.0,5,11.0,350000.0,4.7
212,光启文化广场,3,6.0,14.0,6.42,59.0,2.0,5.0,5.0,22.0,2.0,7,14.0,36929.0,3.5
213,凯德星贸中心,3,1.0,30.0,8.21,13.0,0.0,1.0,0.0,11.0,1.0,5,28.0,10500.0,4.0
214,欧银中心,2,10.0,9.0,3.8,11.0,3.0,2.0,1.0,15.0,0.0,6,9.0,12000.0,3.2
215,绿地北郊广场,3,6.0,3.0,1.1,4.0,0.0,1.0,4.0,5.0,0.0,5,,225000.0,3.0
216,财富108广场,3,14.0,27.0,4.04,8.0,0.0,0.0,5.0,9.0,1.0,5,27.0,96158.0,3.7
217,莲谷产业园,2,3.0,10.0,2.35,12.0,0.0,3.0,4.0,23.0,0.0,5,12.0,48000.0,3.6
218,福申大厦,2,21.0,20.0,3.5,159.0,12.0,0.0,18.0,0.0,3.0,5,20.0,18520.0,3.6
219,华旭国际大厦,3,10.0,20.0,10.91,125.0,5.0,20.0,17.0,58.0,1.0,7,20.0,30131.93,4.0
220,我格广场,3,10.0,27.0,5.8,29.0,3.0,3.0,4.0,30.0,0.0,6,27.0,109900.0,3.8
221,1876老站创意园,3,,,4.0,13.0,0.0,0.0,1.0,28.0,1.0,5,4.0,16300.0,4.0
222,虹钦园,2,19.0,8.0,3.53,3.0,2.0,0.0,1.0,7.0,0.0,5,8.0,20000.0,3.5
223,城市新汇,3,8.0,12.0,4.1,3.0,8.0,1.0,1.0,17.0,1.0,7,12.0,22000.0,4.0
224,红星世贸大厦,3,9.0,29.0,4.05,6.0,2.0,0.0,3.0,19.0,0.0,5,29.0,30000.0,3.0
225,凯润商务楼,3,,,4.51,24.0,11.0,14.0,5.0,43.0,1.0,7,,7100.0,
226,IF如果文化创意产业园,3,,,3.29,46.0,7.0,4.0,4.0,20.0,1.0,7,4.0,42000.0,4.6
227,恒润大厦,3,,12.0,2.9,0.0,0.0,0.0,0.0,2.0,0.0,2,12.0,23600.0,3.5
228,财富时代大厦,3,13.0,25.0,5.5,51.0,8.0,5.0,1.0,32.0,2.0,7,25.0,52000.0,3.8
229,圣骊创意园,3,14.0,26.0,3.5,11.0,13.0,4.0,1.0,39.0,1.0,7,26.0,45600.0,4.8
230,界龙总部园,3,,,5.63,6.0,2.0,3.0,7.0,6.0,1.0,7,5.0,,2.8
231,歆翱商务大厦,3,,,2.7,9.0,0.0,0.0,0.0,6.0,0.0,3,12.0,16000.0,4.0
232,恒隆广场,3,17.0,66.0,13.57,76.0,14.0,22.0,12.0,36.0,0.0,6,66.0,202007.49,4.0
233,凯迪金融大厦,3,7.0,21.0,4.3,24.0,3.0,18.0,4.0,27.0,3.0,7,21.0,41024.0,3.9
234,莘乔商务楼,2,,3.0,2.5,7.0,2.0,3.0,2.0,11.0,0.0,6,3.0,12000.0,3.5
235,科投大厦,3,16.0,23.0,5.75,116.0,9.0,3.0,3.0,20.0,1.0,7,23.0,50000.0,3.0
236,虹桥汇,3,2.0,9.0,6.24,0.0,0.0,0.0,0.0,4.0,0.0,2,,,
237,枫林国际大厦,3,,,6.28,51.0,10.0,1.0,5.0,25.0,1.0,7,36.0,52000.0,2.7
238,嘉誉国际广场,3,,,5.14,1.0,0.0,1.0,2.0,1.0,0.0,5,,65000.0,4.2
239,新桥商务中心,3,5.0,9.0,4.7,0.0,1.0,2.0,2.0,0.0,2.0,5,,,3.5
240,大上海时代广场,3,18.0,30.0,10.54,36.0,7.0,23.0,27.0,40.0,3.0,7,30.0,93258.59,3.0
241,源达大厦,3,6.0,30.0,6.04,51.0,9.0,3.0,4.0,37.0,1.0,7,30.0,72422.0,3.1
242,企业天地,3,22.0,25.0,13.89,44.0,13.0,16.0,27.0,25.0,2.0,7,25.0,80000.0,3.5
243,华宏商务中心,3,7.0,24.0,4.93,3.0,1.0,0.0,8.0,5.0,0.0,5,24.0,80000.0,3.5
244,旭辉世纪广场,2,11.0,13.0,3.85,2.0,1.0,2.0,2.0,5.0,0.0,6,13.0,13000.0,3.7
245,美林创意园,1,2.0,8.0,2.5,17.0,1.0,2.0,0.0,11.0,0.0,5,9.0,,
246,滨江国际广场,3,6.0,28.0,5.72,1.0,1.0,0.0,2.0,13.0,0.0,5,18.0,149851.0,2.9
247,中骏广场,3,1.0,6.0,5.84,13.0,0.0,1.0,0.0,4.0,0.0,4,,,
248,海高大厦,3,22.0,9.0,4.2,70.0,4.0,4.0,8.0,27.0,0.0,6,,,
249,外高桥复旦科技园创新中心,3,1.0,13.0,3.43,12.0,2.0,3.0,0.0,14.0,0.0,5,,,
250,绿洲中环中心,3,7.0,24.0,5.3,17.0,1.0,6.0,2.0,18.0,1.0,7,24.0,31200.0,4.5
251,老码头创意园,2,11.0,7.0,10.25,0.0,0.0,2.0,2.0,8.0,0.0,4,7.0,20000.0,4.0
252,钱江大厦,3,14.0,27.0,6.21,32.0,1.0,1.0,1.0,27.0,2.0,7,27.0,47170.0,3.4
253,香港新世界大厦,3,16.0,60.0,10.67,45.0,11.0,15.0,26.0,27.0,2.0,7,60.0,134467.0,3.1
254,星峰企业园,3,,,6.0,0.0,1.0,1.0,2.0,1.0,0.0,5,11.0,,3.0
255,中环科技园,3,,,2.48,0.0,1.0,2.0,0.0,4.0,0.0,4,13.0,22000.0,
256,长春藤运通大厦,3,15.0,19.0,7.8,75.0,9.0,16.0,17.0,33.0,3.0,7,19.0,15512.0,3.6
257,华京商务大厦,2,8.0,13.0,4.3,14.0,10.0,2.0,1.0,14.0,0.0,6,13.0,11509.0,3.5
258,世界广场,3,20.0,38.0,6.88,54.0,3.0,8.0,5.0,21.0,2.0,7,38.0,63599.0,2.55
259,嘉利大厦,2,20.0,35.0,3.08,52.0,10.0,1.0,9.0,33.0,0.0,6,35.0,10000.0,3.6
260,新城控股大厦,3,,,5.8,9.0,0.0,1.0,7.0,9.0,1.0,6,20.0,34619.74,3.0
261,虹桥国际大厦,3,12.0,19.0,3.7,31.0,0.0,0.0,11.0,26.0,0.0,4,19.0,4500.0,3.7
262,新发展大厦,2,8.0,19.0,5.0,52.0,2.0,7.0,5.0,35.0,2.0,7,20.0,14000.0,
263,银亿滨江中心,3,,,5.2,22.0,4.0,4.0,2.0,22.0,1.0,7,20.0,64308.0,4.2
264,桂箐园,2,23.0,6.0,3.51,3.0,2.0,0.0,1.0,10.0,0.0,5,6.0,39400.0,4.3
265,兴迪商务大厦,3,10.0,14.0,4.5,6.0,2.0,0.0,2.0,3.0,0.0,5,14.0,20000.0,2.7
266,上海理工大学科技园,3,12.0,6.0,2.92,10.0,0.0,0.0,2.0,7.0,0.0,4,6.0,45000.0,3.2
267,东方渔人码头,3,2.0,,6.22,3.0,2.0,0.0,3.0,23.0,0.0,5,,234329.0,
268,兰生大厦,3,113.0,32.0,9.0,39.0,7.0,20.0,27.0,49.0,1.0,7,32.0,59414.0,3.5
269,森宏旗臻,2,4.0,16.0,5.3,3.0,4.0,3.0,2.0,5.0,1.0,7,14.0,25524.0,4.5
270,文渊楼,3,,,3.0,10.0,0.0,0.0,1.0,8.0,1.0,5,6.0,,3.0
271,铭光商务楼,3,,4.0,4.6,46.0,12.0,3.0,10.0,40.0,0.0,6,,,
272,上海投资组合中心大厦,2,11.0,8.0,4.8,24.0,11.0,19.0,7.0,50.0,1.0,7,8.0,10500.0,3.3
273,宝龙大厦,2,14.0,14.0,8.03,0.0,3.0,21.0,12.0,72.0,1.0,6,14.0,27850.0,3.7
274,嘉地中心,3,7.0,68.0,12.18,106.0,6.0,17.0,9.0,39.0,2.0,7,63.0,171506.0,3.4
275,和源大楼,3,,9.0,4.0,29.0,5.0,3.0,1.0,37.0,1.0,7,,14120.0,
276,汇宝中心,3,1.0,16.0,3.26,1.0,0.0,0.0,0.0,0.0,0.0,2,,,
277,振安广场,2,20.0,24.0,3.5,45.0,0.0,6.0,11.0,6.0,1.0,6,30.0,8756.0,
278,新纪元国际广场,3,10.0,16.0,3.65,16.0,6.0,6.0,8.0,24.0,0.0,6,16.0,21643.0,5.8
279,仲盛金融中心,3,23.0,31.0,5.59,20.0,1.0,4.0,8.0,23.0,0.0,6,31.0,38232.0,4.0
280,伟泰大厦,1,,9.0,9.9,8.0,0.0,0.0,6.0,18.0,2.0,5,9.0,11600.0,4.0
281,宝莲城,3,11.0,22.0,2.8,4.0,2.0,2.0,1.0,3.0,0.0,6,22.0,151798.0,5.5
282,世纪商贸广场,3,14.0,45.0,11.15,88.0,31.0,4.0,8.0,28.0,1.0,7,45.0,87300.0,4.0
283,国家开发银行大厦,3,18.0,44.0,9.11,8.0,6.0,3.0,5.0,25.0,1.0,7,44.0,81000.0,3.5
284,东旅大厦,3,11.0,18.0,4.9,7.0,2.0,1.0,2.0,30.0,0.0,6,18.0,20000.0,3.0
285,张江智创,3,,4.0,2.0,5.0,0.0,0.0,0.0,5.0,3.0,4,,,
286,同盛大厦,3,13.0,25.0,6.83,23.0,0.0,0.0,6.0,22.0,2.0,5,25.0,43959.0,2.6
287,均瑶国际广场,3,15.0,17.0,6.5,54.0,14.0,0.0,7.0,25.0,1.0,6,17.0,75000.0,3.8
288,台尚创意园,3,3.0,4.0,3.37,1.0,2.0,0.0,3.0,12.0,0.0,5,2.0,23000.0,5.5
289,嘉华中心,3,13.0,45.0,11.5,20.0,24.0,0.0,21.0,29.0,1.0,6,45.0,86202.0,3.7
290,城开中心,3,4.0,30.0,5.7,8.0,0.0,5.0,4.0,14.0,1.0,6,30.0,512628.0,4.5
291,汇嘉大厦,1,21.0,28.0,4.4,57.0,2.0,9.0,6.0,23.0,3.0,7,,42200.0,2.5
292,时亦商务大厦,3,1.0,12.0,1.6,8.0,0.0,1.0,0.0,3.0,0.0,4,9.0,27000.0,3.0
293,嘉里不夜城,3,22.0,38.0,5.04,71.0,3.0,6.0,5.0,37.0,2.0,7,,,3.1
294,隆宇国际商务广场,3,6.0,25.0,7.0,59.0,4.0,7.0,5.0,35.0,1.0,7,25.0,123555.0,3.3
295,申鑫大厦,3,22.0,28.0,3.58,116.0,0.0,13.0,17.0,70.0,1.0,6,28.0,28000.0,3.5
296,金嘉商务广场,3,,,1.59,3.0,0.0,1.0,3.0,4.0,0.0,5,16.0,73028.0,3.6
297,1933老场坊,2,12.0,1.0,4.5,22.0,12.0,0.0,8.0,48.0,0.0,5,5.0,317000.0,6.0
298,宝纳大厦,3,10.0,9.0,3.6,14.0,5.0,5.0,1.0,12.0,0.0,6,9.0,14145.0,3.5
299,万科2049创意汇,3,5.0,4.0,4.5,5.0,9.0,3.0,6.0,26.0,1.0,7,4.0,22464.0,3.1
300,恒汇国际大厦,3,8.0,29.0,6.4,22.0,1.0,4.0,3.0,34.0,1.0,7,29.0,48042.0,3.2
301,绿地能源大厦,3,9.0,24.0,4.28,31.0,4.0,0.0,2.0,27.0,3.0,6,24.0,25480.0,2.7
302,阳光科技大厦,2,13.0,18.0,3.3,56.0,8.0,1.0,5.0,36.0,1.0,7,18.0,12660.0,3.2
