,name,type,age,floors,rent,hotel,hospital,mall,park1500,store,underground,POIs,floors_hz,surface_hz,floor_height_hz
533,高宝新时代广场,3,21.0,28.0,5.82,7.0,12.0,11.0,7.0,39.0,1.0,7,28.0,49379.0,3.35
534,浦发大厦,3,113.0,11.0,10.27,45.0,5.0,1.0,5.0,29.0,0.0,6,11.0,72959.0,3.9
535,东亚银行金融大厦,3,10.0,42.0,14.17,13.0,2.0,4.0,9.0,14.0,1.0,7,42.0,91361.0,4.2
536,瑞铂中心,3,3.0,9.0,4.45,16.0,2.0,2.0,0.0,11.0,0.0,5,,,
537,四行仓库创意园,2,19.0,5.0,5.25,61.0,6.0,8.0,9.0,45.0,3.0,7,5.0,43000.0,4.3
538,东朔商务中心,3,,,6.3,15.0,7.0,9.0,6.0,31.0,0.0,6,3.0,5500.0,3.2
539,创业中心大厦,2,22.0,8.0,3.28,3.0,2.0,0.0,1.0,9.0,1.0,6,8.0,12000.0,4.0
540,华生大厦,3,17.0,20.0,3.2,44.0,7.0,4.0,0.0,21.0,1.0,6,,18000.0,3.5
541,骏丰国际财富广场,3,9.0,27.0,4.99,16.0,4.0,5.0,9.0,24.0,1.0,7,27.0,52000.0,4.0
542,炫润国际大厦,2,13.0,9.0,3.0,21.0,2.0,3.0,0.0,12.0,0.0,5,9.0,10800.0,3.7
543,闻通商务中心,2,,6.0,4.0,39.0,2.0,1.0,3.0,26.0,0.0,6,,,
544,保利西岸中心,3,,,8.44,12.0,1.0,0.0,4.0,8.0,0.0,5,,,
545,东上海中心,2,11.0,20.0,3.0,24.0,3.0,8.0,6.0,18.0,1.0,7,20.0,80118.0,5.5
546,新曹杨科技大厦,3,,19.0,3.79,3.0,0.0,0.0,7.0,16.0,2.0,5,,,3.6
547,江桥万达广场,3,7.0,10.0,2.84,21.0,2.0,3.0,4.0,9.0,1.0,7,10.0,170000.0,2.9
548,中金国际广场,3,9.0,22.0,8.14,63.0,4.0,9.0,6.0,26.0,2.0,7,22.0,103155.0,4.0
549,上海外经大厦,2,14.0,20.0,4.5,13.0,1.0,0.0,3.0,10.0,1.0,6,20.0,24000.0,3.9
550,创富大厦,1,,4.0,6.0,6.0,4.0,6.0,9.0,0.0,0.0,5,4.0,,3.5
551,上海地产大厦,3,18.0,26.0,8.88,48.0,4.0,16.0,10.0,30.0,3.0,7,26.0,15127.0,3.4
552,东方国际大厦,3,21.0,16.0,5.45,23.0,0.0,7.0,10.0,14.0,0.0,5,16.0,47000.0,3.6
553,中海国际中心,3,1.0,32.0,10.6,60.0,3.0,13.0,12.0,30.0,1.0,7,,,
554,北科大厦,1,14.0,15.0,4.26,4.0,4.0,3.0,3.0,21.0,2.0,7,15.0,8115.08,3.0
555,浙铁绿城长风中心,3,,,6.0,6.0,3.0,1.0,7.0,3.0,0.0,6,19.0,359500.0,
556,智慧湾科创园,3,2.0,7.0,2.86,3.0,0.0,1.0,1.0,9.0,1.0,6,,42000.0,3.6
557,众城商厦,3,,25.0,3.6,4.0,11.0,8.0,1.0,22.0,2.0,7,15.0,,
558,悟锦世纪大楼,3,10.0,8.0,8.4,103.0,24.0,7.0,8.0,34.0,1.0,7,8.0,17908.0,4.0
559,海尚杰座,3,12.0,16.0,3.64,8.0,4.0,1.0,8.0,20.0,1.0,7,16.0,20000.0,3.6
560,歌斐中心,3,,,10.78,19.0,4.0,2.0,8.0,15.0,1.0,7,32.0,74174.84,3.2
561,万宝国际商务中心,2,23.0,5.0,5.63,29.0,13.0,2.0,11.0,23.0,1.0,7,5.0,20000.0,2.6
562,巨富大厦,3,14.0,25.0,6.0,17.0,15.0,11.0,10.0,30.0,1.0,7,,20055.0,3.0
563,加减乘除创意园,2,6.0,7.0,2.9,7.0,0.0,0.0,1.0,6.0,0.0,4,7.0,13000.0,5.0
564,荣欣大厦,2,19.0,24.0,3.18,33.0,12.0,10.0,7.0,39.0,1.0,7,24.0,29000.0,3.2
565,华瑞大厦,2,13.0,13.0,3.0,4.0,2.0,0.0,2.0,10.0,0.0,5,13.0,13000.0,3.5
566,华盛科技园,3,,,4.77,1.0,1.0,0.0,2.0,0.0,0.0,4,5.0,,2.8
567,桂果园,2,25.0,6.0,3.57,4.0,1.0,0.0,3.0,8.0,0.0,5,6.0,58800.0,3.0
568,银海大楼,2,22.0,12.0,5.1,22.0,11.0,2.0,4.0,17.0,1.0,7,12.0,18000.0,3.6
569,旺角广场,3,12.0,23.0,4.75,32.0,12.0,13.0,17.0,76.0,3.0,7,23.0,33000.0,3.6
570,证大五道口广场,3,13.0,20.0,8.8,6.0,1.0,2.0,16.0,3.0,2.0,7,20.0,106000.0,4.0
571,碧海现代苑,2,10.0,18.0,2.4,6.0,0.0,1.0,0.0,9.0,1.0,5,18.0,63211.0,
572,古美创智中心,3,,,4.5,20.0,5.0,0.0,5.0,17.0,0.0,5,4.0,8000.0,3.5
573,杨浦科技大厦,3,18.0,10.0,3.27,27.0,2.0,5.0,5.0,23.0,0.0,6,10.0,13000.0,3.0
574,MINI公馆,2,8.0,27.0,4.11,7.0,2.0,0.0,5.0,13.0,0.0,5,27.0,99547.0,3.6
575,仙乐斯广场,3,17.0,37.0,8.85,70.0,9.0,13.0,18.0,42.0,1.0,7,37.0,81000.0,4.0
576,中建大厦,3,10.0,37.0,10.05,23.0,0.0,0.0,3.0,17.0,2.0,5,37.0,95600.0,3.0
577,康健商务广场,3,,5.0,3.6,10.0,0.0,1.0,1.0,0.0,1.0,5,16.0,95000.0,
578,光华大厦,3,11.0,10.0,3.58,21.0,4.0,1.0,8.0,12.0,1.0,7,10.0,13966.0,3.0
579,同和凤凰园,3,3.0,4.0,3.5,3.0,3.0,2.0,7.0,15.0,1.0,7,,10000.0,3.5
580,灿虹聚富大厦,2,13.0,9.0,3.8,17.0,3.0,3.0,1.0,13.0,0.0,6,9.0,17400.0,3.45
581,绿洲广场,2,18.0,28.0,3.16,26.0,1.0,6.0,7.0,27.0,4.0,7,,60000.0,3.0
582,长宁来福士广场,3,3.0,,9.27,63.0,10.0,3.0,8.0,35.0,1.0,7,41.0,240000.0,4.0
583,中鑫企业广场,3,9.0,4.0,3.44,5.0,0.0,0.0,0.0,6.0,0.0,3,4.0,,2.8
584,古北国际财富中心,3,10.0,15.0,15.99,19.0,6.0,0.0,7.0,7.0,1.0,6,15.0,40000.0,4.0
585,金桥谷创意园,2,8.0,5.0,2.5,10.0,1.0,1.0,4.0,9.0,0.0,6,,,
586,上海证券大厦,3,21.0,27.0,9.9,45.0,5.0,2.0,5.0,33.0,1.0,7,27.0,104000.0,4.0
587,华苑大厦,2,20.0,31.0,2.88,0.0,1.0,4.0,6.0,12.0,1.0,6,,,3.5
588,永融企业中心,3,,,3.8,30.0,5.0,9.0,6.0,38.0,1.0,7,33.0,,3.1
589,闿鑫商务园,3,,,1.9,25.0,9.0,3.0,6.0,26.0,1.0,7,,14329.0,3.5
590,远中产业园,2,8.0,5.0,3.63,9.0,4.0,0.0,1.0,13.0,1.0,6,5.0,40000.0,4.0
591,银洲国际商务大厦,3,9.0,7.0,2.8,7.0,4.0,2.0,12.0,13.0,0.0,6,6.0,8400.0,
592,达邦协作广场,3,,,9.0,29.0,3.0,6.0,5.0,36.0,2.0,7,33.0,75000.0,
593,虹桥德必易园,3,4.0,8.0,3.92,16.0,5.0,4.0,1.0,8.0,0.0,6,8.0,25000.0,4.0
594,恒积大厦,3,113.0,20.0,6.04,60.0,3.0,13.0,20.0,30.0,1.0,7,20.0,60000.0,2.6
595,金桃大厦,2,14.0,12.0,3.5,15.0,1.0,0.0,5.0,6.0,0.0,5,,12000.0,3.0
596,上勤大厦,3,2.0,13.0,3.6,16.0,7.0,4.0,3.0,21.0,1.0,7,,,4.2
597,怡亚通广场,3,9.0,8.0,2.5,0.0,1.0,0.0,1.0,2.0,0.0,4,7.0,48061.0,4.5
598,新上海城市广场,3,18.0,23.0,4.5,89.0,10.0,19.0,12.0,63.0,2.0,7,23.0,40000.0,3.8
599,中海万锦城,2,6.0,20.0,4.5,94.0,0.0,4.0,3.0,54.0,1.0,6,,123200.0,4.2
